sensor_id,datetime,value,gap
12884,2015-07-12 00:00:00,1989,12
12884,2015-07-12 01:00:00,1998,9
12884,2015-07-12 02:00:00,2008,10
12884,2015-07-12 03:00:00,2010,2
12884,2015-07-12 04:00:00,2016,6
12884,2015-07-12 05:00:00,2016,0
12884,2015-07-12 06:00:00,2023,7
12884,2015-07-12 07:00:00,2037,14
12884,2015-07-12 08:00:00,2042,5
12884,2015-07-12 09:00:00,2044,2
12884,2015-07-12 10:00:00,2037,-7
12884,2015-07-12 11:00:00,2027,-10
12884,2015-07-12 12:00:00,2023,-4
12884,2015-07-12 13:00:00,2023,0
12884,2015-07-12 14:00:00,2023,0
12884,2015-07-12 15:00:00,2018,-5
12884,2015-07-12 16:00:00,2016,-2
12884,2015-07-12 17:00:00,2016,0
12884,2015-07-12 18:00:00,2018,2
12884,2015-07-12 19:00:00,2023,5
12884,2015-07-12 20:00:00,2028,5
12884,2015-07-12 21:00:00,2033,5
12884,2015-07-12 22:00:00,2040,7
12884,2015-07-12 23:00:00,2044,4
12884,2015-07-13 00:00:00,2049,5
12884,2015-07-13 01:00:00,2050,1
12884,2015-07-13 02:00:00,2052,2
12884,2015-07-13 03:00:00,2062,10
12884,2015-07-13 04:00:00,2074,12
12884,2015-07-13 05:00:00,2083,9
12884,2015-07-13 06:00:00,2094,11
12884,2015-07-13 07:00:00,2111,17
12884,2015-07-13 08:00:00,2122,11
12884,2015-07-13 09:00:00,2122,0
12884,2015-07-13 10:00:00,2123,1
12884,2015-07-13 11:00:00,2120,-3
12884,2015-07-13 12:00:00,2115,-5
12884,2015-07-13 13:00:00,2110,-5
12884,2015-07-13 14:00:00,2103,-7
12884,2015-07-13 15:00:00,2101,-2
12884,2015-07-13 16:00:00,2103,2
12884,2015-07-13 17:00:00,2101,-2
12884,2015-07-13 18:00:00,2103,2
12884,2015-07-13 19:00:00,2111,8
12884,2015-07-13 20:00:00,2116,5
12884,2015-07-13 21:00:00,2122,6
12884,2015-07-13 22:00:00,2127,5
12884,2015-07-13 23:00:00,2130,3
12884,2015-07-14 00:00:00,2132,2
12884,2015-07-14 01:00:00,2137,5
12884,2015-07-14 02:00:00,2137,0
12884,2015-07-14 03:00:00,2140,3
12884,2015-07-14 04:00:00,2142,2
12884,2015-07-14 05:00:00,2144,2
12884,2015-07-14 06:00:00,2147,3
12884,2015-07-14 07:00:00,2154,7
12884,2015-07-14 08:00:00,2152,-2
12884,2015-07-14 09:00:00,2154,2
12884,2015-07-14 10:00:00,2155,1
12884,2015-07-14 11:00:00,2154,-1
12884,2015-07-14 12:00:00,2149,-5
12884,2015-07-14 13:00:00,2147,-2
12884,2015-07-14 14:00:00,2137,-10
12884,2015-07-14 15:00:00,2132,-5
12884,2015-07-14 16:00:00,2130,-2
12884,2015-07-14 17:00:00,2132,2
