sensor_id,datetime,value,gap
12884,2015-06-28 00:00:00,3960,12
12884,2015-06-28 01:00:00,3966,6
12884,2015-06-28 02:00:00,3984,18
12884,2015-06-28 03:00:00,3986,2
12884,2015-06-28 04:00:00,4000,14
12884,2015-06-28 05:00:00,4022,22
12884,2015-06-28 06:00:00,4036,14
12884,2015-06-28 07:00:00,4038,2
12884,2015-06-28 08:00:00,4055,17
12884,2015-06-28 09:00:00,4063,8
12884,2015-06-28 10:00:00,4063,0
12884,2015-06-28 11:00:00,4063,0
12884,2015-06-28 12:00:00,4055,-8
12884,2015-06-28 13:00:00,4036,-19
12884,2015-06-28 14:00:00,4033,-3
12884,2015-06-28 15:00:00,4030,-3
12884,2015-06-28 16:00:00,4036,6
12884,2015-06-28 17:00:00,4047,11
12884,2015-06-28 18:00:00,4075,28
12884,2015-06-28 19:00:00,4102,27
12884,2015-06-28 20:00:00,4133,31
12884,2015-06-28 21:00:00,4158,25
12884,2015-06-28 22:00:00,4177,19
12884,2015-06-28 23:00:00,4194,17
12884,2015-06-29 00:00:00,4208,14
12884,2015-06-29 01:00:00,4222,14
12884,2015-06-29 02:00:00,4236,14
12884,2015-06-29 03:00:00,4244,8
12884,2015-06-29 04:00:00,4255,11
12884,2015-06-29 05:00:00,4266,11
12884,2015-06-29 06:00:00,4272,6
12884,2015-06-29 07:00:00,4300,28
12884,2015-06-29 08:00:00,226,-4074
12884,2015-06-29 09:00:00,223,-3
12884,2015-06-29 10:00:00,226,3
12884,2015-06-29 11:00:00,216,-10
12884,2015-06-29 12:00:00,207,-9
12884,2015-06-29 13:00:00,190,-17
12884,2015-06-29 14:00:00,183,-7
12884,2015-06-29 15:00:00,176,-7
12884,2015-06-29 16:00:00,173,-3
12884,2015-06-29 17:00:00,159,-14
12884,2015-06-29 18:00:00,161,2
12884,2015-06-29 19:00:00,176,15
12884,2015-06-29 20:00:00,195,19
12884,2015-06-29 21:00:00,209,14
12884,2015-06-29 22:00:00,223,14
12884,2015-06-29 23:00:00,235,12
12884,2015-06-30 00:00:00,247,12
12884,2015-06-30 01:00:00,259,12
12884,2015-06-30 02:00:00,261,2
12884,2015-06-30 03:00:00,269,8
12884,2015-06-30 04:00:00,278,9
12884,2015-06-30 05:00:00,285,7
12884,2015-06-30 06:00:00,297,12
12884,2015-06-30 07:00:00,319,22
12884,2015-06-30 08:00:00,321,2
12884,2015-06-30 09:00:00,330,9
12884,2015-06-30 10:00:00,340,10
12884,2015-06-30 11:00:00,338,-2
12884,2015-06-30 12:00:00,345,7
12884,2015-06-30 13:00:00,342,-3
12884,2015-06-30 14:00:00,342,0
12884,2015-06-30 15:00:00,342,0
12884,2015-06-30 16:00:00,342,0
12884,2015-06-30 17:00:00,333,-9
12884,2015-06-30 18:00:00,335,2
12884,2015-06-30 19:00:00,347,12
12884,2015-06-30 20:00:00,364,17
12884,2015-06-30 21:00:00,385,21
12884,2015-06-30 22:00:00,404,19
12884,2015-06-30 23:00:00,421,17
12884,2015-07-01 00:00:00,442,21
12884,2015-07-01 01:00:00,457,15
12884,2015-07-01 02:00:00,461,4
12884,2015-07-01 03:00:00,471,10
12884,2015-07-01 04:00:00,488,17
12884,2015-07-01 05:00:00,504,16
12884,2015-07-01 06:00:00,514,10
12884,2015-07-01 07:00:00,532,18
12884,2015-07-01 08:00:00,534,2
12884,2015-07-01 09:00:00,542,8
12884,2015-07-01 10:00:00,548,6
12884,2015-07-01 11:00:00,548,0
12884,2015-07-01 12:00:00,554,6
12884,2015-07-01 13:00:00,558,4
12884,2015-07-01 14:00:00,552,-6
12884,2015-07-01 15:00:00,552,0
