sensor_id,datetime,value,gap
12884,2015-08-09 00:00:00,2411,3
12884,2015-08-09 01:00:00,2415,4
12884,2015-08-09 02:00:00,2416,1
12884,2015-08-09 03:00:00,2416,0
12884,2015-08-09 04:00:00,2418,2
12884,2015-08-09 05:00:00,2418,0
12884,2015-08-09 06:00:00,2422,4
12884,2015-08-09 07:00:00,2423,1
12884,2015-08-09 08:00:00,2425,2
12884,2015-08-09 09:00:00,2423,-2
12884,2015-08-09 10:00:00,2418,-5
12884,2015-08-09 11:00:00,2411,-7
12884,2015-08-09 12:00:00,2398,-13
12884,2015-08-09 13:00:00,2377,-21
12884,2015-08-09 14:00:00,2362,-15
12884,2015-08-09 15:00:00,2357,-5
12884,2015-08-09 16:00:00,2357,0
12884,2015-08-09 17:00:00,2361,4
12884,2015-08-09 18:00:00,2367,6
12884,2015-08-09 19:00:00,2377,10
12884,2015-08-09 20:00:00,2384,7
12884,2015-08-09 21:00:00,2391,7
12884,2015-08-09 22:00:00,2394,3
12884,2015-08-09 23:00:00,2398,4
12884,2015-08-10 00:00:00,2401,3
12884,2015-08-10 01:00:00,2406,5
12884,2015-08-10 02:00:00,2408,2
12884,2015-08-10 03:00:00,2410,2
12884,2015-08-10 04:00:00,2411,1
12884,2015-08-10 05:00:00,2411,0
12884,2015-08-10 06:00:00,2411,0
12884,2015-08-10 07:00:00,2416,5
12884,2015-08-10 08:00:00,2418,2
12884,2015-08-10 09:00:00,2415,-3
12884,2015-08-10 10:00:00,2406,-9
12884,2015-08-10 11:00:00,2389,-17
12884,2015-08-10 12:00:00,2364,-25
12884,2015-08-10 13:00:00,2347,-17
12884,2015-08-10 14:00:00,2318,-29
12884,2015-08-10 15:00:00,2303,-15
12884,2015-08-10 16:00:00,2305,2
12884,2015-08-10 17:00:00,2313,8
12884,2015-08-10 18:00:00,2327,14
12884,2015-08-10 19:00:00,2340,13
12884,2015-08-10 20:00:00,2354,14
12884,2015-08-10 21:00:00,2359,5
12884,2015-08-10 22:00:00,2366,7
12884,2015-08-10 23:00:00,2369,3
12884,2015-08-11 00:00:00,2372,3
12884,2015-08-11 01:00:00,2376,4
12884,2015-08-11 02:00:00,2379,3
12884,2015-08-11 03:00:00,2384,5
12884,2015-08-11 04:00:00,2388,4
12884,2015-08-11 05:00:00,2388,0
12884,2015-08-11 06:00:00,2388,0
12884,2015-08-11 07:00:00,2391,3
12884,2015-08-11 08:00:00,2394,3
12884,2015-08-11 09:00:00,2389,-5
12884,2015-08-11 10:00:00,2383,-6
12884,2015-08-11 11:00:00,2371,-12
12884,2015-08-11 12:00:00,2350,-21
12884,2015-08-11 13:00:00,2332,-18
12884,2015-08-11 14:00:00,2316,-16
12884,2015-08-11 15:00:00,2311,-5
12884,2015-08-11 16:00:00,2313,2
12884,2015-08-11 17:00:00,2318,5
12884,2015-08-11 18:00:00,2332,14
12884,2015-08-11 19:00:00,2347,15
12884,2015-08-11 20:00:00,2357,10
12884,2015-08-11 21:00:00,2367,10
12884,2015-08-11 22:00:00,2372,5
12884,2015-08-11 23:00:00,2377,5
12884,2015-08-12 00:00:00,2383,6
12884,2015-08-12 01:00:00,2386,3
12884,2015-08-12 02:00:00,2388,2
12884,2015-08-12 03:00:00,2391,3
12884,2015-08-12 04:00:00,2394,3
12884,2015-08-12 05:00:00,2393,-1
12884,2015-08-12 06:00:00,2396,3
12884,2015-08-12 07:00:00,2400,4
12884,2015-08-12 08:00:00,2401,1
12884,2015-08-12 09:00:00,2401,0
12884,2015-08-12 10:00:00,2391,-10
12884,2015-08-12 11:00:00,2384,-7
12884,2015-08-12 12:00:00,2366,-18
12884,2015-08-12 13:00:00,2350,-16
12884,2015-08-12 14:00:00,2340,-10
12884,2015-08-12 15:00:00,2337,-3
12884,2015-08-12 16:00:00,2338,1
12884,2015-08-12 17:00:00,2340,2
12884,2015-08-12 18:00:00,2347,7
12884,2015-08-12 19:00:00,2357,10
12884,2015-08-12 20:00:00,2366,9
12884,2015-08-12 21:00:00,2369,3
12884,2015-08-12 22:00:00,2374,5
12884,2015-08-12 23:00:00,2377,3
12884,2015-08-13 00:00:00,2379,2
12884,2015-08-13 01:00:00,2383,4
12884,2015-08-13 02:00:00,2384,1
12884,2015-08-13 03:00:00,2386,2
12884,2015-08-13 04:00:00,2388,2
12884,2015-08-13 05:00:00,2389,1
12884,2015-08-13 06:00:00,2391,2
12884,2015-08-13 07:00:00,2394,3
12884,2015-08-13 08:00:00,2398,4
12884,2015-08-13 09:00:00,2394,-4
12884,2015-08-13 10:00:00,2384,-10
12884,2015-08-13 11:00:00,2371,-13
12884,2015-08-13 12:00:00,2345,-26
12884,2015-08-13 13:00:00,2323,-22
12884,2015-08-13 14:00:00,2301,-22
12884,2015-08-13 15:00:00,2293,-8
12884,2015-08-13 16:00:00,2296,3
12884,2015-08-13 17:00:00,2306,10
12884,2015-08-13 18:00:00,2322,16
12884,2015-08-13 19:00:00,2338,16
12884,2015-08-13 20:00:00,2349,11
12884,2015-08-13 21:00:00,2355,6
12884,2015-08-13 22:00:00,2359,4
12884,2015-08-13 23:00:00,2362,3
12884,2015-08-14 00:00:00,2366,4
12884,2015-08-14 01:00:00,2371,5
12884,2015-08-14 02:00:00,2374,3
12884,2015-08-14 03:00:00,2376,2
12884,2015-08-14 04:00:00,2379,3
12884,2015-08-14 05:00:00,2379,0
12884,2015-08-14 06:00:00,2381,2
12884,2015-08-14 07:00:00,2386,5
12884,2015-08-14 08:00:00,2389,3
12884,2015-08-14 09:00:00,2388,-1
12884,2015-08-14 10:00:00,2376,-12
12884,2015-08-14 11:00:00,2355,-21
12884,2015-08-14 12:00:00,2338,-17
12884,2015-08-14 13:00:00,2315,-23
12884,2015-08-14 14:00:00,2294,-21
12884,2015-08-14 15:00:00,2286,-8
12884,2015-08-14 16:00:00,2288,2
12884,2015-08-14 17:00:00,2298,10
12884,2015-08-14 18:00:00,2315,17
12884,2015-08-14 19:00:00,2333,18
12884,2015-08-14 20:00:00,2349,16
12884,2015-08-14 21:00:00,2359,10
12884,2015-08-14 22:00:00,2366,7
12884,2015-08-14 23:00:00,2371,5
12884,2015-08-15 00:00:00,2374,3
12884,2015-08-15 01:00:00,2377,3
12884,2015-08-15 02:00:00,2381,4
12884,2015-08-15 03:00:00,2384,3
12884,2015-08-15 04:00:00,2386,2
12884,2015-08-15 05:00:00,2386,0
12884,2015-08-15 06:00:00,2388,2
12884,2015-08-15 07:00:00,2393,5
12884,2015-08-15 08:00:00,2398,5
12884,2015-08-15 09:00:00,2396,-2
12884,2015-08-15 10:00:00,2391,-5
12884,2015-08-15 11:00:00,2386,-5
12884,2015-08-15 12:00:00,2372,-14
12884,2015-08-15 13:00:00,2354,-18
12884,2015-08-15 14:00:00,2335,-19
12884,2015-08-15 15:00:00,2327,-8
12884,2015-08-15 16:00:00,2325,-2
12884,2015-08-15 17:00:00,2327,2
12884,2015-08-15 18:00:00,2333,6
12884,2015-08-15 19:00:00,2344,11
12884,2015-08-15 20:00:00,2354,10
12884,2015-08-15 21:00:00,2362,8
12884,2015-08-15 22:00:00,2369,7
12884,2015-08-15 23:00:00,2372,3
12890,2015-08-09 00:00:00,2579,2
12890,2015-08-09 01:00:00,2581,2
12890,2015-08-09 02:00:00,2583,2
12890,2015-08-09 03:00:00,2586,3
12890,2015-08-09 04:00:00,2589,3
12890,2015-08-09 05:00:00,2591,2
12890,2015-08-09 06:00:00,2593,2
12890,2015-08-09 07:00:00,2600,7
12890,2015-08-09 08:00:00,2610,10
12890,2015-08-09 09:00:00,2613,3
12890,2015-08-09 10:00:00,2611,-2
12890,2015-08-09 11:00:00,2603,-8
12890,2015-08-09 12:00:00,2591,-12
12890,2015-08-09 13:00:00,2557,-34
12890,2015-08-09 14:00:00,2535,-22
12890,2015-08-09 15:00:00,2515,-20
12890,2015-08-09 16:00:00,2505,-10
12890,2015-08-09 17:00:00,2508,3
12890,2015-08-09 18:00:00,2513,5
12890,2015-08-09 19:00:00,2522,9
12890,2015-08-09 20:00:00,2530,8
12890,2015-08-09 21:00:00,2538,8
12890,2015-08-09 22:00:00,2545,7
12890,2015-08-09 23:00:00,2554,9
12890,2015-08-10 00:00:00,2557,3
12890,2015-08-10 01:00:00,2561,4
12890,2015-08-10 02:00:00,2566,5
12890,2015-08-10 03:00:00,2571,5
12890,2015-08-10 04:00:00,2574,3
12890,2015-08-10 05:00:00,2576,2
12890,2015-08-10 06:00:00,2579,3
12890,2015-08-10 07:00:00,2586,7
12890,2015-08-10 08:00:00,2594,8
12890,2015-08-10 09:00:00,2600,6
12890,2015-08-10 10:00:00,2598,-2
12890,2015-08-10 11:00:00,2591,-7
12890,2015-08-10 12:00:00,2586,-5
12890,2015-08-10 13:00:00,2574,-12
12890,2015-08-10 14:00:00,2562,-12
12890,2015-08-10 15:00:00,2554,-8
12890,2015-08-10 16:00:00,2550,-4
12890,2015-08-10 17:00:00,2550,0
12890,2015-08-10 18:00:00,2552,2
12890,2015-08-10 19:00:00,2557,5
12890,2015-08-10 20:00:00,2559,2
12890,2015-08-10 21:00:00,2562,3
12890,2015-08-10 22:00:00,2566,4
12890,2015-08-10 23:00:00,2569,3
12890,2015-08-11 00:00:00,2571,2
12890,2015-08-11 01:00:00,2572,1
12890,2015-08-11 02:00:00,2576,4
12890,2015-08-11 03:00:00,2579,3
12890,2015-08-11 04:00:00,2583,4
12890,2015-08-11 05:00:00,2586,3
12890,2015-08-11 06:00:00,2591,5
12890,2015-08-11 07:00:00,2593,2
12890,2015-08-11 08:00:00,2600,7
12890,2015-08-11 09:00:00,2600,0
12890,2015-08-11 10:00:00,2596,-4
12890,2015-08-11 11:00:00,2589,-7
12890,2015-08-11 12:00:00,2574,-15
12890,2015-08-11 13:00:00,2561,-13
12890,2015-08-11 14:00:00,2547,-14
12890,2015-08-11 15:00:00,2538,-9
12890,2015-08-11 16:00:00,2533,-5
12890,2015-08-11 17:00:00,2535,2
12890,2015-08-11 18:00:00,2535,0
12890,2015-08-11 19:00:00,2540,5
12890,2015-08-11 20:00:00,2547,7
12890,2015-08-11 21:00:00,2552,5
12890,2015-08-11 22:00:00,2555,3
12890,2015-08-11 23:00:00,2561,6
12890,2015-08-12 00:00:00,2562,1
12890,2015-08-12 01:00:00,2566,4
12890,2015-08-12 02:00:00,2567,1
12890,2015-08-12 03:00:00,2571,4
12890,2015-08-12 04:00:00,2574,3
12890,2015-08-12 05:00:00,2576,2
12890,2015-08-12 06:00:00,2581,5
12890,2015-08-12 07:00:00,2584,3
12890,2015-08-12 08:00:00,2593,9
12890,2015-08-12 09:00:00,2594,1
12890,2015-08-12 10:00:00,2591,-3
12890,2015-08-12 11:00:00,2584,-7
12890,2015-08-12 12:00:00,2574,-10
12890,2015-08-12 13:00:00,2557,-17
12890,2015-08-12 14:00:00,2544,-13
12890,2015-08-12 15:00:00,2537,-7
12890,2015-08-12 16:00:00,2530,-7
12890,2015-08-12 17:00:00,2528,-2
12890,2015-08-12 18:00:00,2530,2
12890,2015-08-12 19:00:00,2532,2
