sensor_id,gap_corr_sum Week1,gap_corr_sum Week10,gap_corr_sum Week11,gap_corr_sum Week12,gap_corr_sum Week13,gap_corr_sum Week14,gap_corr_sum Week15,gap_corr_sum Week2,gap_corr_sum Week3,gap_corr_sum Week4,gap_corr_sum Week5,gap_corr_sum Week6,gap_corr_sum Week7,gap_corr_sum Week8,gap_corr_sum Week9,gap_corr_sum_square Week1,gap_corr_sum_square Week10,gap_corr_sum_square Week11,gap_corr_sum_square Week12,gap_corr_sum_square Week13,gap_corr_sum_square Week14,gap_corr_sum_square Week15,gap_corr_sum_square Week2,gap_corr_sum_square Week3,gap_corr_sum_square Week4,gap_corr_sum_square Week5,gap_corr_sum_square Week6,gap_corr_sum_square Week7,gap_corr_sum_square Week8,gap_corr_sum_square Week9,raw_corr_sum Week1,raw_corr_sum Week10,raw_corr_sum Week11,raw_corr_sum Week12,raw_corr_sum Week13,raw_corr_sum Week14,raw_corr_sum Week15,raw_corr_sum Week2,raw_corr_sum Week3,raw_corr_sum Week4,raw_corr_sum Week5,raw_corr_sum Week6,raw_corr_sum Week7,raw_corr_sum Week8,raw_corr_sum Week9,raw_corr_sum_square Week1,raw_corr_sum_square Week10,raw_corr_sum_square Week11,raw_corr_sum_square Week12,raw_corr_sum_square Week13,raw_corr_sum_square Week14,raw_corr_sum_square Week15,raw_corr_sum_square Week2,raw_corr_sum_square Week3,raw_corr_sum_square Week4,raw_corr_sum_square Week5,raw_corr_sum_square Week6,raw_corr_sum_square Week7,raw_corr_sum_square Week8,raw_corr_sum_square Week9
12884,,290.2334,356.6905,368.3026,387.6832,398.1046,366.4812,,102.869,,236.9902,271.0773,217.2831,217.9436,274.771,,168.2054,254.0071,278.0048,310.257,324.6936,308.9048,,39.7509,,123.1007,157.2349,105.4415,100.9895,154.246,,147.1439,244.569,336.8072,325.4923,330.5483,307.9441,,336.8981,,416.6271,297.0989,-147.2552,265.5323,261.1641,,119.0999,163.6801,255.8502,248.9408,257.9265,252.5975,,340.7159,,460.6835,427.6934,174.8066,328.2134,285.9216
12890,,316.0667,288.419,277.6678,333.2994,363.5801,307.4582,,-0.0826,237.8323,166.4651,150.813,230.1637,321.3648,328.9428,,200.1381,168.671,161.6916,233.9026,273.1371,220.954,,6.5349,133.6451,65.0733,52.1491,116.2295,215.3015,222.0248,,249.923,232.2636,281.3916,295.5146,277.373,234.1959,,333.0458,397.2402,-239.7728,293.5994,-181.0837,290.6151,287.4158,,151.2845,127.9206,223.8051,223.1243,203.5597,173.4591,,333.1878,440.2728,219.3665,425.0452,263.7817,303.3027,288.6128
13343,,293.5318,265.7606,324.4134,355.424,374.6057,336.1195,,141.6597,219.3088,,211.2084,157.2303,236.1653,258.5507,,173.5576,143.4786,217.0583,262.9119,288.855,261.7803,,69.9116,112.1375,,101.0649,56.3273,118.2623,137.4825,,4.9083,71.5562,314.4569,288.7457,319.7277,286.6782,,336.4437,396.9859,,324.3067,250.6386,270.3681,280.8324,,156.0846,124.2124,251.8993,230.1314,225.1169,201.8748,,339.7109,440.8712,,435.4896,369.5663,297.3442,201.5951
13355,,271.581,295.2332,281.2649,365.3272,368.1135,336.6356,,125.5909,171.9977,,168.58,159.4517,162.3459,-32.2956,,151.4374,175.3344,162.1696,276.2587,278.6931,261.8473,,68.7581,81.3217,,65.1422,58.6351,60.5433,8.651,,10.7028,99.0768,287.9891,302.6987,290.3846,288.7196,,336.5203,396.5873,,323.6738,242.6657,263.5796,186.3747,,157.6393,126.8718,186.9565,237.9904,209.9018,204.3508,,339.6812,437.4563,,434.8353,342.7679,310.7355,217.5225
13580,,226.5233,,,,,,,,229.16,214.1474,258.196,148.0172,209.776,118.5074,,105.0954,,,,,,,,127.0646,101.9493,145.9696,51.9313,96.8021,35.7598,,-16.3049,,,,,,,,393.4455,417.5796,325.162,252.307,268.8456,229.5374,,146.6516,,,,,,,,444.1408,464.5772,437.6461,372.6556,292.9098,219.7657
17221,,206.4814,205.798,140.3856,57.8666,98.8342,138.3781,,,,,,,132.3311,181.5513,,85.731,85.3249,44.7666,9.7653,22.1319,45.0804,,,,,,,39.0515,68.4661,,101.511,230.6595,216.9717,172.9196,241.7237,177.3187,,,,,,,266.8905,190.0985,,44.476,142.8481,131.4879,92.019,128.1339,103.2531,,,,,,,306.6192,93.9355
17222,,317.8485,341.327,345.1599,346.046,376.6244,324.5935,,,,,,,268.0103,289.3235,,201.3102,232.5095,244.3093,247.8803,290.773,242.4594,,,,,,,152.8351,171.5405,,187.3198,217.5756,330.5639,314.7186,305.5502,273.3791,,,,,,,284.6657,289.6491,,153.2901,163.7326,234.0984,217.4212,217.9472,191.1141,,,,,,,325.0544,298.2109
19767,,365.1321,380.4102,363.9828,393.0779,409.3105,361.4246,,,274.8848,295.8546,308.5157,297.2693,308.5093,335.2116,,269.3956,291.6332,274.3004,319.9488,343.9154,300.8172,,,173.6519,191.3083,205.8749,197.7459,204.3757,237.3172,,294.9642,270.4164,337.6449,363.7597,375.1558,292.6977,,,395.7895,417.4022,-227.0821,264.5041,292.6679,187.4568,,210.0496,206.3847,279.4161,292.4483,311.8913,213.6088,,,431.0316,460.995,326.1778,361.6088,307.1745,126.8144
19768,,362.7925,361.5441,359.6422,381.9529,386.9173,348.8138,,,267.7169,294.4253,295.0167,306.8256,324.999,336.0789,,267.4108,265.7796,268.5834,303.136,309.5992,281.1436,,,166.4504,188.5721,189.3672,210.6037,225.2263,236.9129,,287.0529,288.7273,333.5121,355.1643,356.8244,288.4231,,,397.3638,419.0104,-232.5445,267.607,305.5653,322.3143,,204.0788,209.1622,263.6836,282.7829,284.7343,233.1075,,,435.3638,461.6324,336.6132,370.2214,347.5525,291.1041
19769,,344.6795,346.3178,354.6101,364.1463,383.841,346.9141,,,271.5489,292.963,296.3419,275.0247,324.8011,319.3265,,244.2827,247.4592,261.465,276.5993,304.9639,279.2734,,,171.3018,186.6793,191.7076,170.1372,227.3311,217.0013,,285.7104,279.9498,339.877,349.7746,357.0262,299.1761,,,397.6085,419.7217,-223.527,264.945,298.4797,317.862,,198.8032,197.3125,273.1798,280.4293,284.978,221.193,,,435.7844,463.7176,320.3487,384.0888,351.4893,270.3258
19794,,183.4241,254.3026,214.0104,102.592,228.8314,187.4385,,86.8013,125.2306,131.6854,116.462,224.2727,280.5314,194.4093,,74.4236,131.3593,95.3332,23.5233,108.2828,83.1118,,29.9858,39.7,42.4187,33.6233,114.522,169.1687,83.0118,,20.138,168.7697,42.5921,140.1571,262.0799,214.0358,,337.3407,396.3772,-321.3994,162.8731,258.6902,286.8196,270.6413,,113.8803,139.7832,72.7727,53.8121,167.369,142.2998,,341.6204,439.5619,312.9055,186.5232,392.7532,318.8207,258.9708
19795,,236.9735,246.1766,303.8917,310.5646,333.186,332.9541,,42.8977,82.5638,134.1476,,303.1702,301.0187,157.9748,,114.4396,123.7203,189.9084,198.9116,230.0461,255.5259,,9.9916,22.4986,47.1791,,200.549,189.7243,56.0836,,44.0098,183.4346,175.799,231.1058,322.354,276.3994,,336.6717,395.5147,349.0555,,258.7699,289.1879,229.8108,,155.9442,123.1593,106.1878,124.3914,231.1457,192.2313,,340.4489,439.9743,353.4243,,381.6007,349.1194,261.8735
19796,,243.2783,246.5951,312.1183,354.0917,356.1291,354.7221,,44.3301,157.3164,219.9325,305.8637,251.7078,303.6479,262.8972,,120.3301,122.7235,198.7451,259.4329,261.8044,289.3416,,10.1866,58.655,108.1385,202.7674,138.4874,192.7431,144.3576,,130.3315,228.6684,335.4805,304.8337,299.2714,271.9368,,336.2113,396.0302,-136.7121,-214.3634,230.7578,291.9713,247.6839,,56.8493,140.1014,282.0456,223.1252,204.3903,186.3031,,339.588,441.4903,93.1942,303.1274,294.3886,348.4564,158.8923
19857,,358.8309,366.5266,358.4433,347.9169,385.4492,331.6037,,43.5847,78.0541,114.4179,143.8616,257.4714,302.3456,335.0616,,257.4123,271.4908,263.1559,250.4236,304.338,253.8057,,8.5829,17.0794,33.6306,48.9168,148.233,193.043,231.5319,,271.4569,285.0544,353.9578,242.3834,225.973,170.1236,,334.5697,378.6476,308.0464,229.945,248.827,197.252,259.5429,,179.8681,201.6969,283.552,172.6234,186.4582,148.1784,,337.2113,390.1615,248.1662,282.1108,342.9852,124.5209,281.4829
19858,,290.084,282.749,322.4952,318.3217,374.5158,350.5949,,26.6359,69.185,116.895,167.3594,309.5946,329.4507,276.3266,,168.6234,162.1083,213.2083,210.6387,287.7242,282.5537,,5.2513,16.3828,34.2434,64.3329,211.8861,229.0721,162.2767,,71.7326,93.271,114.7991,193.2721,231.7436,290.0889,,326.8507,-1.8943,-53.4858,-252.5165,260.3119,293.1274,275.8129,,151.1703,126.0861,76.4682,108.2733,190.3754,238.0286,,322.5123,6.3023,19.2345,361.9237,379.2881,337.8027,296.5492
19859,,278.3496,282.99,311.5785,289.4551,347.7291,314.1767,,84.2374,76.867,125.5907,184.11,224.7511,196.192,255.4802,,156.1743,161.4943,200.9485,175.7304,248.9154,226.5996,,25.2793,16.187,38.4175,76.2471,114.9092,84.6408,138.8571,,178.4028,130.585,279.3438,148.1126,178.0205,246.6289,,323.0014,43.5175,5.7196,242.7143,185.558,127.042,241.562,,135.6173,117.8152,235.2982,111.5751,152.7111,195.036,,315.2285,8.5808,16.413,347.4742,207.6493,63.9997,264.2113
19860,,246.6987,125.4934,121.7431,169.8572,321.7201,326.5299,,128.1744,234.3201,197.416,238.2742,282.7428,309.5653,234.6257,,123.8499,34.6569,37.1202,65.82,215.6526,247.2957,,57.5093,130.0143,84.8664,123.8551,174.1386,202.5303,118.4417,,148.8778,60.5174,233.7417,145.1068,210.3651,245.682,,337.5248,395.7029,415.2609,-221.298,251.6671,201.651,-224.4879,,107.61,100.7258,145.1868,97.886,173.7309,197.863,,341.8654,441.8205,461.6873,314.5513,350.909,139.7745,254.7451
19861,,306.497,198.0199,264.7587,257.116,322.0535,333.0882,,96.662,266.3616,264.4939,287.0818,277.4652,315.9393,284.8572,,187.7536,79.4645,144.1598,140.0025,215.5863,255.6649,,34.7599,165.6126,150.6528,176.9712,169.8681,210.4517,170.5198,,199.602,143.8171,244.0735,159.512,157.9583,201.2863,,337.3135,396.8847,416.3865,-232.6598,221.1711,93.654,282.7475,,143.4435,56.9154,218.935,129.0663,144.2617,167.3759,,341.4135,442.368,464.0974,335.6633,263.883,47.825,245.391
19862,,320.8808,320.4285,286.7098,293.2865,370.4918,314.5096,,101.284,197.9247,235.2326,283.5205,275.2682,307.7611,267.6626,,205.7261,204.6759,169.69,180.071,281.5315,227.9958,,35.5165,92.3126,121.9897,173.711,167.3724,199.8034,148.9728,,201.5664,185.7955,299.7449,171.318,169.8857,207.8182,,337.2255,396.1298,414.383,-231.65,210.5265,50.0996,264.4239,,161.1835,114.3242,252.0182,132.0728,150.0369,168.2172,,342.1175,440.909,460.5496,333.912,216.2097,39.776,229.8006
19866,,346.5398,355.1059,299.5885,364.0577,393.8792,361.924,54.8402,76.718,205.1436,226.0803,232.7338,187.0409,243.6151,318.0771,,240.0604,250.9558,185.0107,274.6787,318.663,301.868,29.0129,21.0242,101.063,111.0255,118.0936,78.651,124.7987,209.4292,,242.9927,243.3358,290.3461,352.3138,347.6292,318.895,-87.8227,335.1961,396.5163,418.9517,-249.6335,240.9223,185.1519,158.993,,204.0028,192.0932,252.7222,278.0389,265.2551,255.9582,75.9108,337.0998,442.4266,462.5902,364.6426,309.9598,161.2926,114.0288
19867,,227.6792,275.9458,334.795,315.8042,351.7397,351.7026,58.0497,113.3736,246.1715,223.9165,257.685,241.7527,299.1714,215.5442,,107.2359,155.6225,231.9923,206.4071,255.956,285.1879,34.2424,49.7238,147.9654,109.0054,143.9917,129.336,186.9387,98.1961,,175.0737,213.9813,340.7511,236.2342,328.2596,283.1914,95.1995,337.3768,397.141,418.0708,-258.4091,261.8072,297.229,226.7816,,87.2091,123.8877,281.2271,138.9798,237.1427,222.2059,77.7576,341.5888,442.0031,462.6921,382.314,387.7,347.5305,155.8342
19868,,340.6265,314.8235,339.4817,319.3533,344.6932,329.4955,48.7566,113.7893,272.7237,266.0375,292.6142,297.7361,334.4194,334.6353,,231.989,197.8842,236.387,212.229,245.5034,250.8916,25.1987,49.8761,176.0894,153.3381,183.4733,193.6749,232.8478,229.7335,,265.3111,232.9999,312.9397,290.2511,331.7252,246.7336,-68.1604,337.1735,397.345,419.4141,-232.1529,262.4159,303.7864,319.7452,,175.3356,130.0594,263.4201,185.4033,244.1512,196.245,51.0673,341.1274,442.2048,463.2866,330.8733,382.9985,353.3857,280.8981
19869,,371.6513,346.1702,373.3667,376.3737,402.4258,352.8394,,114.9075,283.755,289.7186,311.6746,311.4578,338.0514,311.2667,,275.7026,239.1812,285.6031,293.9045,332.2233,287.0633,,51.3758,186.9563,183.27,209.5433,213.1904,239.3341,201.102,,276.1155,284.0028,360.8633,336.6545,347.9562,315.3628,,337.4878,397.8577,-252.9407,302.1272,262.0679,295.2523,310.9401,,202.5135,193.3586,287.4166,264.5872,271.6278,240.9366,,341.7673,439.2621,216.2839,429.5711,397.7523,279.0037,278.5971
19870,,366.0452,370.0611,377.4391,393.641,401.1141,362.5689,,103.6854,225.8556,251.4398,273.5076,272.1776,320.9532,331.8363,,268.8047,274.7669,291.6553,320.1958,330.2348,302.2011,,38.3332,117.6371,140.1712,163.537,165.8111,217.862,229.0307,,272.171,293.8534,356.3431,349.6968,361.4359,310.6338,,337.4225,397.1936,-312.9458,295.2824,244.2233,265.2151,308.9536,,207.1714,199.3459,296.99,286.8398,289.9953,235.4343,,341.7904,439.6999,300.2084,401.0407,289.7034,213.2654,245.878
19871,,359.0533,374.7919,356.4822,350.1006,374.3522,354.1979,,158.6821,264.6052,257.5696,276.8275,266.6665,312.2977,310.5024,,264.1641,285.7784,264.4668,256.5045,290.0841,289.2826,,87.3461,160.886,149.9819,172.3562,162.0105,211.4569,207.5555,,256.3371,309.1827,345.5227,349.8692,361.7417,323.8438,,336.8241,392.5653,379.4515,293.7038,253.4827,229.5201,192.1945,,204.6567,228.9597,274.6487,287.2893,292.1382,255.1721,,340.1425,420.0989,406.4928,393.407,327.2387,158.4424,120.9555
20330,,352.5242,364.0206,381.3742,366.2415,390.0238,346.0987,,117.3336,245.5256,231.1047,297.9909,303.7488,337.4035,347.9155,,250.667,267.526,296.6756,277.7001,312.4013,276.7817,,50.9162,145.7653,118.7219,190.9903,203.7241,239.9394,250.9528,,256.0415,267.1295,368.5386,349.0664,344.6441,288.4114,,336.8273,397.2888,-339.3011,271.8866,261.0114,238.2226,163.4423,,210.9136,190.7459,306.4445,282.6342,259.1567,202.8099,,340.5009,441.6836,341.1812,328.1481,339.147,178.9812,119.7963
20331,,371.6243,364.1689,372.7821,373.4641,376.0867,314.4275,,119.468,236.6776,251.7074,305.4795,306.9753,322.6352,343.7933,,278.4353,268.0637,285.1832,289.9359,290.7382,229.6854,,52.304,136.3164,141.5419,200.8519,207.7016,220.6845,244.6195,,266.1744,262.0006,359.4672,333.8932,315.0784,269.2768,,337.348,397.0352,-333.3504,285.6241,262.6918,293.0109,-212.5352,,201.4645,171.2727,283.2689,256.0199,221.2977,180.4223,,341.5927,440.4119,331.6793,368.6796,358.8386,317.3168,244.0422
20332,,341.9038,346.8154,380.9316,377.3219,397.9184,326.5037,,78.4149,229.2259,259.3309,302.7185,302.3834,340.1929,325.7909,,235.3757,242.324,296.4308,295.5709,324.8807,246.7927,,24.6456,124.5735,147.2862,198.3094,202.9351,245.0736,219.981,,216.2285,235.1056,359.3594,328.1622,299.1243,240.4482,,337.2494,396.3878,-330.8249,294.0648,258.904,268.3867,271.9916,,187.4219,149.9287,307.7641,264.2782,202.4178,148.3004,,341.3724,442.2552,327.6219,397.324,333.4972,232.4348,183.926
20339,,319.9827,340.559,349.8913,365.8295,364.6294,285.4784,61.0711,141.5822,274.1511,282.2379,262.108,279.8241,311.4901,314.9428,,203.4692,230.5719,252.4524,276.7774,275.1712,190.7296,35.728,70.8503,174.2173,174.9408,150.881,175.1728,206.5757,203.6674,,207.0229,252.1267,287.2611,227.6737,265.1279,167.6653,115.2787,337.5087,395.8987,412.0301,281.7013,88.5629,183.421,148.5205,,114.1607,158.3615,196.8853,129.095,169.623,108.1005,116.3584,341.8688,437.5166,449.4056,357.2027,35.1904,101.8593,84.0129
20340,,341.8559,346.6197,354.151,359.5147,358.3171,287.4222,63.3519,141.345,267.8908,253.2818,236.5432,255.0662,297.2398,315.2155,,239.7559,245.7818,260.1246,268.7176,267.874,194.2447,35.5766,67.8807,163.6788,142.6578,125.5022,150.1311,193.6682,212.2295,,256.5725,293.9537,300.138,253.2274,287.6741,166.994,106.3208,337.5502,396.494,416.0172,295.765,229.8841,226.8495,194.2991,,167.0319,209.6539,219.626,156.4538,195.0906,111.2168,96.0421,341.9922,438.6414,456.4027,408.3657,243.4729,151.6013,114.3071
20341,,326.8517,332.8888,341.0378,345.1138,379.2581,347.4031,63.6221,106.3454,254.6926,266.1397,245.2726,237.9475,296.1599,305.1998,,219.3087,228.2564,241.1097,246.8617,296.6919,278.7196,38.1509,42.3143,153.7521,155.1429,132.0697,126.0285,188.1675,198.5144,,222.5385,262.218,309.9686,269.0105,296.0305,279.3192,-39.6139,337.0703,396.8629,417.455,272.0529,153.8058,128.2387,121.9026,,129.9641,182.3205,241.4577,166.534,198.7541,197.5121,25.845,340.9488,440.9849,461.6786,327.1405,93.7185,65.1132,86.9602
23172,,,,,,,,,,58.5218,,,,,,,,,,,,,,,10.3282,,,,,,,,,,,,,,,-350.6257,,,,,,,,,,,,,,,355.6504,,,,,
23178,,,,,,126.1276,103,,69.2598,130.7218,54.7897,,,,,,,,,,40.6433,33.1472,,18.179,42.0901,9.5614,,,,,,,,,,37.1198,179.6196,,248.5875,276.9362,-20.111,,,,,,,,,,75.1538,115.0607,,189.4963,236.219,5.2204,,,,
23499,,385.525,387.6497,364.6811,397.0719,398.8511,351.3783,,80.2627,235.376,229.668,,,300.4788,355.7644,,298.4562,301.9609,274.211,325.6001,326.9027,285.138,,24.1231,126.2132,115.5931,,,190.8726,261.2563,,164.8154,294.3224,143.2931,208.9365,360.6175,300.8966,,333.6402,392.8729,417.0736,,,269.6219,268.2035,,167.9225,211.0681,91.3529,131.603,284.4099,240.8745,,334.3506,439.483,464.4419,,,333.5017,292.2905
23501,,374.1448,393.9747,372.1507,141.2694,-14.1052,-56.7534,,82.3726,202.9414,195.8144,141.918,172.0826,217.3922,315.2989,,283.5719,312.6688,286.055,48.3617,6.4532,11.3968,,24.2425,95.0128,84.4793,44.8665,68.5419,101.3615,207.9677,,298.0228,316.0077,337.2687,24.0928,41.0985,27.0615,,337.2135,396.7442,418.3418,295.5442,254.1063,272.3389,289.6009,,214.86,237.7144,260.2443,63.1146,57.2452,80.4826,,341.2323,442.1014,463.0776,413.6489,367.7556,339.4946,213.084
23505,,378.3505,397.1006,379.8078,400.0268,409.1188,363.2973,,89.4738,237.4762,291.9967,308.259,288.2992,344.9139,358.1185,,287.2975,316.0326,296.3796,330.8843,343.9032,304.5699,,31.6923,141.3994,185.4994,204.6094,183.8,250.5033,265.8368,,298.2418,328.5187,337.2876,360.881,365.1514,324.9237,,327.2638,395.0217,416.6845,300.3735,-64.8032,298.0707,277.2356,,219.7905,245.5203,257.2122,287.9811,292.1876,256.37,,321.8621,442.0284,461.1544,429.3658,83.0257,289.3529,188.7869
23507,,380.3056,388.8416,366.9432,390.6815,401.2216,358.1736,,145.0386,259.0831,303.5295,301.7019,295.5043,350.9872,358.2122,,291.6884,304.3813,277.3155,315.8496,330.8679,296.2357,,78.2187,160.9227,199.644,196.1538,194.1117,259.4472,266.8222,,296.3017,325.5227,304.2708,350.4515,352.5491,323.1774,,336.7083,395.2683,419.4792,300.0925,-200.7737,302.8335,320.6656,,214.2481,242.5382,207.9342,270.4225,272.4807,259.1203,,340.1297,441.3785,465.7757,430.8464,301.9093,357.9554,290.8353
23578,,,,,,403.2433,351.5774,,,186.9032,244.8495,,,,,,,,,,334.1311,285.6493,,,82.0492,137.5163,,,,,,,,,,356.7749,311.4701,,,336.8863,49.3843,,,,,,,,,,280.1841,237.0995,,,317.2985,13.5541,,,,
23584,,,,,,399.2085,344.4428,,,85.8837,97.4918,,,,,,,,,,327.0794,273.8799,,,19.8277,25.5489,,,,,,,,,,362.1375,306.9681,,,13.951,45.1945,,,,,,,,,,291.5118,228.3865,,,4.6068,10.9565,,,,
23590,,,,,221.3318,350.2683,333.3338,,,,,,,,,,,,,111.2597,253.8347,255.7547,,,,,,,,,,,,,-62.4063,295.9656,317.3549,,,,,,,,,,,,,90.1789,199.0825,252.6423,,,,,,,,
23608,,,,,,398.7677,339.4682,,,148.3112,227.1128,211.0466,,,,,,,,,326.6076,265.9346,,,62.6223,113.1494,96.3053,,,,,,,,,355.3327,300.3186,,,-196.6531,-34.8907,-108.9669,,,,,,,,,276.1154,229.5925,,,108.3657,10.6087,107.5808,,,
23614,,,,,,,,,,,,64.5116,,,,,,,,,,,,,,,11.7067,,,,,,,,,,,,,,,133.6396,,,,,,,,,,,,,,,72.6934,,,
23620,,,,,,,353.5385,,28.7374,88.2232,95.1756,,,,,,,,,,,288.4814,,7.0344,21.7255,24.6789,,,,,,,,,,,224.7725,,332.2554,193.2497,189.722,,,,,,,,,,,151.244,,332.6371,95.2081,95.4505,,,,
23756,,,,,,,,,75.1332,72.1076,33.0414,,,,,,,,,,,,,21.3637,16.0218,6.9903,,,,,,,,,,,,,138.3615,90.3676,91.1674,,,,,,,,,,,,,58.2652,22.5184,24.8365,,,,
23786,,281.3152,335.6348,347.0316,369.6936,375.1403,249.7485,,,,,,,,320.1132,,161.54,227.4248,247.862,284.5324,290.2531,148.2929,,,,,,,,214.912,,170.0105,317.2193,362.8906,325.9646,327.5475,237.5092,,,,,,,,286.0909,,131.604,227.6005,306.8245,260.964,236.0439,187.2428,,,,,,,,200.8391
23926,,,,,,190.713,209.6979,,,,,,,,,,,,,,81.5925,107.0941,,,,,,,,,,,,,,135.2019,241.9552,,,,,,,,,,,,,,93.0479,151.8063,,,,,,,,
23930,,215.7172,282.631,306.3483,353.9132,371.5394,325.8033,,,-0.6136,55.1341,46.8783,126.798,,188.6726,,94.5322,161.3642,194.3912,260.73,284.8428,246.0375,,,3.4135,10.5695,8.0543,38.224,,75.7892,,164.7076,226.2044,266.4991,277.2674,281.7513,229.995,,,327.6706,350.1347,211.0586,-184.096,,202.4642,,129.383,146.5984,228.2881,223.3864,178.7321,167.8797,,,294.0478,331.6525,207.5046,241.403,,227.0495
23932,,,,,,,,,,72.9296,104.069,92.568,146.8376,,,,,,,,,,,,15.5421,30.1205,22.6984,54.5197,,,,,,,,,,,,-100.3744,52.2877,224.0869,-122.9594,,,,,,,,,,,,37.8091,12.6123,220.6114,142.7972,,
24129,,264.914,,,,386.6865,,,,,,,,264.7437,87.4527,,144.1372,,,,307.0413,,,,,,,,146.952,18.6715,,164.885,,,,336.1151,,,,,,,,280.0952,235.716,,132.2824,,,,278.0352,,,,,,,,342.4195,266.9336
24131,,,,-8.4408,,,,,,,,,,,,,,,4.5789,,,,,,,,,,,,,,,-34.4186,,,,,,,,,,,,,,,52.3957,,,,,,,,,,,
24144,,,,,393.0385,402.0727,,,,,,,,,,,,,,319.9083,330.9696,,,,,,,,,,,,,,21.2246,162.5299,,,,,,,,,,,,,,81.0045,120.6736,,,,,,,,,
24150,,,,,,,,,42.1675,,119.1049,217.6182,179.1968,,,,,,,,,,,8.9814,,33.7728,103.2458,73.3336,,,,,,,,,,,5.8395,,-114.6048,-164.8809,-60.5695,,,,,,,,,,,3.523,,66.7084,177.2227,73.1618,,
24162,,368.4617,358.8445,351.4457,375.4069,384.4174,,,,,,,,,346.2539,,272.187,257.8923,256.5664,291.2816,304.2507,,,,,,,,,248.8297,,260.2452,237.6498,188.8603,302.2215,292.007,,,,,,,,,310.2008,,169.7942,143.1011,101.0728,206.0302,205.0001,,,,,,,,,231.0156
24218,,,,,,,,,,183.4403,84.6126,43.5147,,,,,,,,,,,,,81.8149,18.7223,7.1806,,,,,,,,,,,,,-36.2857,394.9176,293.8164,,,,,,,,,,,,,12.3353,406.5999,420.7052,,,
24219,,,,,,,131.0745,,,,,,,,,,,,,,,44.33,,,,,,,,,,,,,,,132.8201,,,,,,,,,,,,,,,113.3277,,,,,,,,
24226,,,,,,,,,108.1047,,,,,,,,,,,,,,,39.463,,,,,,,,,,,,,,,331.8276,,,,,,,,,,,,,,,329.5556,,,,,,
24519,,223.1426,283.9582,270.2143,218.3205,125.2626,161.5591,,,,,,,,,,99.9628,159.9569,149.7562,100.0443,35.6009,64.7069,,,,,,,,,,219.6585,232.1477,296.1571,253.837,154.157,147.7409,,,,,,,,,,130.7084,152.1232,245.5494,192.4832,131.8477,130.8486,,,,,,,,
24520,,342.4091,347.3067,365.7981,388.5929,395.2321,340.0686,,,,,,,,,,238.4295,244.9229,272.7097,310.9685,319.7025,266.6114,,,,,,,,,,281.5978,243.9252,350.8657,315.9054,331.6618,291.6443,,,,,,,,,,200.8194,186.8069,302.7665,261.0799,260.455,216.9588,,,,,,,,
24524,,380.6974,360.2012,386.5695,400.9963,414.2718,364.9676,,,,,,,,,,291.161,259.8461,306.8516,331.987,352.5109,306.6697,,,,,,,,,,306.862,330.3738,353.4687,366.0867,364.8568,318.475,,,,,,,,,,224.3887,248.6993,275.9764,292.2931,290.3938,248.4187,,,,,,,,
24525,,356.7385,351.1372,365.8021,379.3134,389.1498,344.5905,,,,,,,,,,256.2548,246.9653,275.2262,297.9859,312.1579,274.8081,,,,,,,,,,283.1425,286.8277,350.8746,336.1031,342.4451,311.86,,,,,,,,,,196.9263,202.119,280.3654,246.675,258.7563,240.7672,,,,,,,,
24526,,336.8007,357.2571,366.5667,389.0961,399.5055,,,121.8904,236.1846,272.3401,275.7248,209.2542,317.8324,339.369,,231.7364,259.6075,277.0174,313.4306,328.3416,,,58.067,132.2139,160.931,164.5519,99.4776,213.6447,238.6951,,261.0902,315.5062,340.2005,354.8626,357.3304,,,336.9676,397.3411,418.6487,301.406,-154.7923,308.9813,323.9549,,167.9621,228.6069,261.1769,285.1462,286.7494,,,340.747,440.7221,461.9432,429.0203,197.977,346.5347,271.398
24529,,310.0904,331.2555,343.6284,341.3985,371.3579,329.9665,,141.7137,239.5311,188.8598,149.5176,202.8452,164.6996,233.98,,194.4387,221.601,243.5642,244.1824,284.0523,252.2851,,75.5652,142.5487,82.3981,50.6893,91.5359,58.7432,117.2084,,220.4048,259.8016,337.0102,309.3532,303.1156,284.2825,,336.5263,397.5557,-261.7209,295.1407,-197.9954,266.994,279.5579,,132.0605,170.6286,253.2267,223.1939,231.838,221.9428,,339.7382,439.4541,250.9259,423.6874,298.5313,330.7564,283.711
24570,,322.0296,332.9258,306.5168,362.1283,386.2202,299.8713,,32.4736,97.9052,173.601,121.0135,179.3145,251.1315,333.1536,,208.2227,225.4397,196.9942,272.0021,307.0161,208.6327,,17.5105,34.6195,68.5298,34.8323,72.5812,133.8296,230.181,,254.8096,240.7434,316.102,326.6286,312.7773,135.6306,,336.4398,-218.34,415.4668,-193.7032,254.3378,174.7587,287.0659,,168.0106,138.0372,227.3069,274.0834,216.0637,81.209,,339.7197,183.4264,459.2861,265.1913,367.7044,118.7208,203.9977
24571,,354.49,335.223,356.4411,383.1135,405.8276,360.6064,,-1.5616,,,293.2816,279.1034,315.5392,344.8329,,256.5316,228.6076,263.3741,304.3549,338.6218,299.6858,,18.896,,,187.7462,175.0285,213.0554,249.4944,,288.43,277.2425,317.313,351.0559,361.8669,311.3733,,335.9527,,,-272.3629,256.43,292.9395,318.2541,,203.8821,188.1343,238.8847,283.4373,285.6676,235.4821,,338.7202,,,379.8579,391.3653,341.0807,290.7288
