sensor_id,gap_corr_sum Week1,gap_corr_sum Week10,gap_corr_sum Week11,gap_corr_sum Week12,gap_corr_sum Week13,gap_corr_sum Week14,gap_corr_sum Week15,gap_corr_sum Week2,gap_corr_sum Week3,gap_corr_sum Week4,gap_corr_sum Week5,gap_corr_sum Week6,gap_corr_sum Week7,gap_corr_sum Week8,gap_corr_sum Week9,gap_corr_sum_square Week1,gap_corr_sum_square Week10,gap_corr_sum_square Week11,gap_corr_sum_square Week12,gap_corr_sum_square Week13,gap_corr_sum_square Week14,gap_corr_sum_square Week15,gap_corr_sum_square Week2,gap_corr_sum_square Week3,gap_corr_sum_square Week4,gap_corr_sum_square Week5,gap_corr_sum_square Week6,gap_corr_sum_square Week7,gap_corr_sum_square Week8,gap_corr_sum_square Week9,raw_corr_sum Week1,raw_corr_sum Week10,raw_corr_sum Week11,raw_corr_sum Week12,raw_corr_sum Week13,raw_corr_sum Week14,raw_corr_sum Week15,raw_corr_sum Week2,raw_corr_sum Week3,raw_corr_sum Week4,raw_corr_sum Week5,raw_corr_sum Week6,raw_corr_sum Week7,raw_corr_sum Week8,raw_corr_sum Week9,raw_corr_sum_square Week1,raw_corr_sum_square Week10,raw_corr_sum_square Week11,raw_corr_sum_square Week12,raw_corr_sum_square Week13,raw_corr_sum_square Week14,raw_corr_sum_square Week15,raw_corr_sum_square Week2,raw_corr_sum_square Week3,raw_corr_sum_square Week4,raw_corr_sum_square Week5,raw_corr_sum_square Week6,raw_corr_sum_square Week7,raw_corr_sum_square Week8,raw_corr_sum_square Week9
25020,,226.8001,229.9784,293.8725,336.3765,363.6766,,,,,144.4292,84.6549,124.6544,193.8005,239.3982,,104.7177,108.9217,180.2878,236.4082,272.2641,,,,,50.2917,18.2633,35.4917,80.1185,118.37,,166.9006,108.0412,260.3815,281.442,304.5635,,,,,407.9291,283.5545,243.4709,285.8285,220.5091,,85.6545,80.7395,227.5161,187.3747,206.7166,,,,,437.3546,377.3629,347.0282,296.8712,234.5117
25024,,346.665,335.8315,352.708,389.9973,389.3791,351.2383,,119.2451,214.8747,247.9146,223.3824,234.1111,119.4778,96.7911,,242.6521,227.499,253.9718,314.1884,311.8552,285.3613,,55.7645,109.8962,136.0693,107.7949,121.5618,32.342,23.3748,,257.7619,279.9369,314.8558,326.1472,363.0665,320.3635,,334.5548,395.7036,-273.7603,242.2068,185.0686,267.1769,-104.3206,,186.1949,189.9708,222.3703,278.7593,297.0009,249.4247,,336.0841,440.9802,205.3996,289.6893,181.7358,297.2266,116.8549
25026,,,338.1485,337.3818,350.0395,371.6177,322.6078,,133.421,191.2384,287.6463,239.5452,294.1933,273.6914,312.6963,,,230.2946,233.5523,252.8551,285.3481,241.7762,,62.9394,89.865,179.6447,124.2961,192.1031,159.7149,204.4974,,,263.5632,313.2356,335.7791,347.3341,282.0277,,337.2127,395.551,417.5401,298.4039,263.9281,286.6627,-171.0558,,,200.397,221.8502,265.5756,265.3456,198.5239,,341.2641,440.43,455.7986,428.615,380.3352,334.8278,186.8662
25036,,198.6373,167.822,286.3984,336.0311,352.7514,327.3524,,,,249.6607,269.4244,274.5447,288.4727,285.7563,,81.8084,58.3267,170.5171,235.2252,256.7093,247.5056,,,,135.7608,159.8293,168.1609,180.2868,170.6513,,93.0962,88.8147,302.8212,288.7303,287.5674,294.7284,,,,418.9936,301.1954,264.7888,221.3632,232.2493,,89.5769,116.1753,262.9997,243.8063,224.3398,216.4903,,,,462.9872,424.3767,371.2701,145.8662,133.276
25038,,304.8264,282.1885,295.2147,382.0906,372.2783,343.7976,,,,137.8392,297.6653,274.7498,271.2872,285.7673,,187.0236,160.2583,178.371,300.5933,283.7284,271.8588,,,,44.1347,191.839,167.417,154.7327,168.5049,,245.222,294.5791,335.3022,354.3575,351.5793,298.5963,,,,416.8671,301.2801,259.482,272.3668,303.1339,,168.9078,195.0782,283.2176,298.7084,284.9731,220.6494,,,,462.1408,431.3823,398.7318,235.4393,232.5148
25042,,,,333.8756,360.2372,367.7732,328.5762,,,,252.5585,200.3416,,,,,,,228.1262,270.0841,278.8706,250.4228,,,,139.2985,89.2218,,,,,,,278.821,275.0857,278.584,287.4452,,,,418.599,297.0836,,,,,,,168.2801,168.6634,175.8184,199.5925,,,,465.22,418.8695,,,
25044,,,-34.1221,-134.2912,-189.7687,-173.2674,-104.4229,,,,100.6476,-3.2991,,,,,,5.8253,41.8777,77.9048,64.7995,26.7122,,,,28.6957,7.1644,,,,,,-88.1345,-282.3851,-310.9159,-266.474,-262.9488,,,,415.3598,292.8936,,,,,,39.7159,178.6456,215.8677,166.6019,174.9732,,,,458.8918,419.3869,,,
25048,,,323.5287,,,,,,,,130.9311,171.9088,259.6232,279.8834,292.8778,,,210.9009,,,,,,,,41.1155,65.7773,148.796,163.8546,176.3639,,,292.1525,,,,,,,,414.7513,297.6744,259.5946,286.354,309.403,,,205.4332,,,,,,,,457.0151,425.6973,382.3522,337.913,255.4335
25050,,,378.3182,,,,,,,,-78.7271,-45.7298,92.9829,216.5103,212.9754,,,288.0777,,,,,,,,18.156,8.935,22.2577,102.4449,95.8442,,,143.5711,,,,,,,,353.3475,127.9971,250.7288,273.1556,253.0512,,,125.2814,,,,,,,,336.7599,78.8638,380.5754,327.8108,280.5972
25054,,365.6541,367.8496,374.5772,376.5697,371.4695,335.9699,,,268.0046,239.4638,215.4049,299.1049,298.1082,298.6823,,267.7756,271.8469,287.7817,294.0905,284.0951,261.8238,,,164.7366,124.7242,100.7822,199.4418,188.3941,189.0119,,255.7708,263.2347,363.2438,318.9626,300.887,282.4979,,,396.9718,417.6405,295.5001,257.1388,273.4296,288.8498,,192.6086,176.5091,302.149,261.3781,225.848,211.7403,,,441.0349,463.7621,425.5431,397.5204,338.0556,244.1103
25056,,372.6487,377.9341,384.0314,391.9393,403.5353,362.4783,,155.7384,254.1811,245.2122,261.8624,306.2691,326.4008,310.8869,,279.3162,287.6676,302.0758,317.3581,333.8711,302.3365,,86.2622,148.6843,132.1663,147.9719,209.97,224.6062,204.573,,260.3311,286.2653,367.1415,340.842,341.5641,310.0312,,333.3913,395.9868,417.6149,297.785,247.1086,290.5845,255.1668,,202.8942,200.2118,297.7989,284.8743,269.7416,242.5279,,333.0929,435.7957,464.1559,429.1422,342.002,350.8183,170.0637
25060,,366.9767,363.8365,369.9228,,,,,,245.5176,243.7505,238.8511,254.704,336.3949,336.9885,,271.7861,267.2096,281.601,,,,,,137.5083,129.2323,123.0661,145.9836,239.9803,238.1576,,272.8169,272.4121,352.568,,,,,,395.4052,417.1014,297.1761,-145.9894,291.0835,300.9511,,203.7861,187.0847,272.3531,,,,,,440.601,463.428,429.4193,178.1678,349.0444,230.9575
25062,,375.4888,373.1565,381.0269,,,,,163.8498,283.8562,273.8046,255.6792,269.7977,339.3764,340.6387,,284.6526,280.7973,297.8274,,,,,93.345,184.2098,162.9174,140.001,163.3843,244.6737,243.0077,,258.0388,277.3206,363.475,,,,,336.446,396.5199,417.4177,298.0717,-159.8665,295.587,302.3165,,199.6326,195.1129,299.793,,,,,339.4332,440.5401,464.2851,430.4851,200.5916,351.3352,237.2618
25066,,368.2394,373.5361,369.9113,395.0744,412.1056,367.3484,,,281.7322,310.605,243.2815,303.6589,344.5149,351.5085,,272.7934,279.9963,280.6934,322.678,348.2859,310.5648,,,184.1165,207.628,126.3704,204.8713,251.1004,256.3734,,270.8381,305.1099,359.6182,363.8455,377.7316,324.1163,,,396.2955,419.6301,297.9357,-166.8501,308.1778,266.7931,,194.2751,218.8831,285.4742,295.0523,323.5379,265.9738,,,441.3839,466.5822,429.4412,209.4282,339.5218,181.1056
25068,,358.7617,366.6535,348.4145,378.4097,404.2553,341.4303,,,246.3246,237.4188,217.4618,255.6178,291.3252,292.482,,261.2187,272.2518,251.0285,297.2357,335.777,269.5531,,,139.9792,122.2483,101.9681,146.6789,180.0125,179.2755,,253.8717,264.9154,241.4018,323.7849,366.8859,318.1232,,,395.0639,417.6249,297.4328,-138.2372,278.3044,274.3482,,176.2689,192.2525,146.8196,231.1547,295.8268,247.2661,,,440.5708,464.2915,428.2485,162.9025,338.4884,292.2907
25072,,,,,,,,,,146.5587,115.4949,177.952,284.4113,162.0575,,,,,,,,,,,54.8917,32.6007,69.0691,179.412,57.1511,,,,,,,,,,,392.865,416.3348,296.2835,255.8297,290.3304,,,,,,,,,,,438.3869,460.5589,425.6078,391.681,293.8324,
25074,,377.0884,382.9528,374.8007,401.8735,411.3306,362.3961,,151.166,256.9357,212.626,68.6961,239.7288,312.3741,308.4296,,285.3094,293.1835,288.1245,333.6194,346.6451,302.0874,,80.0383,151.6426,97.7623,14.7465,128.8717,206.9041,199.0239,,-30.5397,308.3261,347.2909,356.0226,364.7082,318.3686,,335.8228,395.0294,416.9425,293.2959,256.2661,296.2682,302.975,,119.9216,217.3255,265.2811,294.5041,292.6944,246.1666,,338.2029,441.3285,463.3443,421.9165,377.5962,338.3171,264.5878
25083,16.7742,216.2092,219.8696,280.4412,333.9486,345.8967,333.2009,37.0066,85.6614,165.5014,213.4485,294.5626,260.8264,244.5178,159.2841,12.0215,97.3394,101.0851,164.4126,232.279,247.3405,258.0065,17.8534,31.6092,69.6546,101.2532,186.73,149.8048,126.8967,55.9497,27.5593,148.0026,105.3643,315.4998,340.4124,114.9683,204.4064,114.6972,337.2595,-314.3978,389.465,-75.9302,13.846,135.5999,203.9936,27.1501,153.0967,108.5186,226.6114,261.6881,98.5196,133.0705,116.1494,341.379,320.4301,394.6463,71.0168,23.2327,67.8982,116.4325
25084,16.1467,340.3799,342.2207,361.3007,380.3679,390.1106,316.0254,33.6642,87.1688,161.4832,233.7442,302.0358,304.2226,331.9781,332.4861,11.5114,233.9207,236.3271,267.211,299.3778,312.107,229.8107,16.2735,33.0476,66.7568,120.3008,198.1403,203.9519,232.9184,229.4514,27.5484,234.2339,168.8016,346.1957,327.363,331.6275,183.9744,114.7854,337.1904,-313.5941,412.0281,189.4277,232.8612,274.4366,176.8154,27.1233,196.6816,146.1161,297.1715,269.5946,252.0862,101.6349,116.1973,341.1763,319.1871,451.5011,153.9107,252.2804,243.3906,114.2221
25086,16.3394,317.6885,360.6389,374.297,394.6795,405.729,341.9741,,,,231.4339,293.4392,289.8364,309.2991,335.2595,11.5768,205.4669,263.6979,286.4373,321.5959,338.0147,271.0213,,,,118.481,187.2877,186.9902,202.5721,236.0371,27.6182,261.5306,215.5234,355.981,330.3157,301.9529,240.2558,,,,417.1571,263.2417,229.7256,293.2468,119.5663,27.2624,207.288,166.4624,303.7948,278.0355,213.3902,158.2458,,,,465.6528,303.073,248.4091,295.3497,107.5498
25089,17.1747,258.7344,305.0305,322.7444,364.5378,373.4097,356.6314,44.8317,82.0884,146.0524,253.9818,299.6058,281.9492,255.6885,229.3465,12.6385,137.0752,186.2771,213.8871,273.527,287.4111,292.568,22.1809,30.8881,53.2696,141.6664,193.8541,175.0086,138.0824,110.193,27.6393,-16.7035,106.8911,345.6669,354.4871,275.7178,325.5894,115.214,337.284,-320.4155,412.2276,302.4244,260.611,268.8742,257.2205,27.2994,149.4984,136.6088,283.4113,294.8799,221.253,268.4067,116.7873,341.4054,330.4492,452.0239,429.9352,385.8508,331.4657,287.25
25090,16.5147,340.1393,342.1181,330.1267,374.0861,367.9687,364.4262,41.5782,66.6323,176.6269,255.933,304.0769,322.019,331.7507,341.6402,11.8531,231.3963,233.8501,224.138,289.961,277.6447,305.1122,20.239,25.9228,76.5281,143.3997,201.038,226.598,230.0781,240.1873,27.6419,288.3615,289.5796,356.0974,342.2846,283.0792,327.4769,115.1669,336.9467,-316.7605,417.9966,301.7965,264.9167,288.981,300.2264,27.3047,197.468,199.4167,287.4537,293.7901,230.3326,270.4097,116.7617,340.7446,324.63,469.3434,424.188,388.35,348.9766,308.3051
25092,17.2433,332.3398,345.2222,298.9504,336.4084,350.3331,356.4124,44.6548,97.6605,174.0524,236.0507,290.3685,279.9233,289.4936,317.8379,12.5106,222.5511,239.2578,183.0196,233.7355,252.1277,292.3294,21.836,34.5675,75.8226,122.503,183.6565,174.2918,178.8723,212.5049,27.5981,-37.6674,215.9801,292.725,276.3167,277.5201,327.0297,115.3518,336.969,-314.4006,416.849,300.8196,267.0929,288.308,252.2912,27.2216,143.8724,145.1419,254.0441,227.7097,221.4393,258.897,116.6422,340.8735,320.4482,467.8424,415.0732,375.3663,340.4085,161.6474
25095,,357.0223,367.2315,349.9653,360.2117,361.6022,335.1759,,32.2964,179.0229,251.6555,303.1663,,322.2016,255.0067,,256.5427,272.1745,251.871,268.9844,269.648,259.9345,,10.4643,82.32,137.2452,197.7936,,216.3963,136.3385,,293.672,294.6873,356.1948,303.1147,283.9017,256.3593,,336.1196,396.6027,417.7693,300.7735,,-201.249,290.3103,,209.9157,205.9313,285.0571,211.6982,205.6016,196.0125,,339.1951,439.6833,464.5951,432.1539,,243.3276,270.6349
25096,,337.2233,319.2603,344.6593,381.5873,367.6754,340.7719,,-20.4988,50.3319,145.1123,263.2628,300.1653,307.2692,323.9235,,232.7692,208.9388,243.6678,301.2863,278.0093,268.2093,,10.9337,14.7028,48.2744,154.296,199.859,200.9169,220.0698,,159.847,258.5901,332.2751,314.0772,278.6912,267.2696,,336.3657,395.8568,415.8498,-241.9187,-71.5721,287.8279,281.2495,,166.5967,168.0159,278.5942,230.7976,202.252,203.7625,,339.6663,438.0007,460.4891,342.5009,102.6492,349.7862,308.8186
25098,,340.5037,319.0513,327.5065,357.9469,356.0071,336.1649,42.69,80.7587,257.461,280.9353,297.0393,290.2327,291.0006,257.9946,,235.5233,207.6703,220.2357,265.8401,261.4637,260.9845,17.9374,23.0975,152.1091,171.0932,192.4312,188.1715,177.8446,142.0933,,207.2097,256.0557,342.2863,321.1249,304.4608,281.2481,112.4069,337.0557,397.2828,418.6929,301.4821,-99.8989,-227.324,239.544,,170.979,163.5602,279.6497,244.9164,226.9404,218.4858,117.4712,340.8821,441.7083,464.2815,431.2944,117.7398,253.2789,235.0672
25101,,358.4611,353.0299,360.6222,365.6946,362.3718,336.9326,58.6427,144.033,238.0653,191.3154,284.7444,312.5412,330.7021,343.9505,,259.0725,253.622,267.6665,276.7527,270.6671,262.0174,32.4327,73.1346,132.7765,83.5804,176.0909,214.1576,229.5817,244.6577,,285.2078,280.6747,347.4363,309.3184,306.6358,272.5582,107.3421,335.643,397.1099,416.1255,328.8708,264.9112,-200.4399,324.6557,,201.448,192.5154,285.1823,213.5537,210.4659,182.8599,106.4862,338.6207,438.2108,461.1693,439.1098,384.809,241.315,285.7849
25102,,342.3811,280.8728,360.0738,378.4478,392.7755,358.7201,,68.6326,211.898,137.8996,213.1728,178.7331,258.9925,284.1325,,237.4005,161.4553,266.6575,296.3309,316.855,296.0422,,19.8544,109.1594,43.0803,102.7285,73.3227,141.634,166.1014,,261.9711,290.3701,357.3651,353.5298,325.7025,314.0858,,335.1912,396.8586,412.5669,280.4381,255.5046,-190.1054,282.9695,,173.7233,196.7503,298.1692,292.271,258.3284,239.4209,,337.1808,440.9695,459.0864,384.4295,376.1099,226.5473,296.663
25104,,170.798,159.2979,198.5431,339.683,348.1188,326.5873,54.837,87.0802,167.344,242.4961,209.8027,230.3583,278.2574,232.4039,,61.3168,53.7621,82.6873,238.5306,249.3487,245.9999,28.9952,28.1048,65.9655,127.8063,98.2486,117.531,164.994,113.5633,,135.3044,35.2383,230.0924,287.7969,269.638,275.5618,112.3106,336.5528,396.5204,417.7359,291.7151,252.5659,-195.1843,263.0329,,54.6021,91.7439,120.6212,186.0843,205.764,185.585,117.6194,340.0265,440.6024,462.6378,412.386,392.3429,233.5943,271.3589
25107,,243.0815,226.3711,306.2567,315.5521,316.5738,289.8637,56.7687,125.3675,230.8567,287.4436,297.1728,298.7157,304.5302,264.6759,,118.8682,102.6575,193.2574,208.8829,208.2791,197.0831,33.8531,58.4169,128.7813,178.0303,191.8204,195.6808,194.1244,144.4256,,91.8146,254.999,320.0137,279.5428,227.0321,207.1645,111.8499,335.8304,396.6274,418.7738,328.341,-155.5312,284.9981,252.0301,,144.1338,146.6962,258.0706,202.1681,172.7081,162.0878,116.7462,338.5204,441.1247,465.0683,443.2483,190.1416,309.851,281.2099
25108,,135.6119,183.453,146.0182,183.131,221.1403,271.7398,46.882,65.5437,194.6765,232.6269,,,265.4479,219.5108,,39.7736,70.1776,45.6818,74.5033,105.9126,173.854,22.9222,16.3241,92.5353,119.6392,,,151.3973,103.3568,,27.3552,103.3052,165.0416,228.0547,191.115,202.5727,111.648,334.9969,392.5952,418.0579,,,278.2982,235.0663,,160.9822,130.2204,82.4382,173.9978,156.9493,163.4847,116.9451,336.848,443.7965,463.5215,,,306.2941,262.1724
25110,,237.3012,267.4707,306.7754,327.651,329.5205,306.2395,,39.5932,131.4288,226.7399,228.0654,,305.3275,293.214,,112.9503,143.2834,193.3467,224.8645,225.0264,218.5597,,8.1246,40.6759,110.7813,111.9894,,197.6637,177.1837,,150.0896,279.5258,316.4835,262.8851,229.0089,206.1136,,336.9595,395.6528,417.155,297.6574,,293.9964,265.2803,,145.8071,194.4705,264.1959,212.1111,177.8028,163.0322,,340.7672,441.2375,464.18,429.2722,,315.5473,291.8389
25113,,309.3641,315.43,338.6542,350.9938,317.01,317.034,,81.9601,199.2071,196.4659,,,324.8435,301.6974,,191.058,198.1697,234.2817,256.4125,208.6843,233.5203,,24.9818,102.437,86.005,,,219.7106,188.2987,,224.1936,282.2188,309.1718,316.4493,236.3929,227.936,,337.2587,396.4659,417.0422,,,-191.3964,280.3964,,154.63,181.5266,264.5338,243.3406,168.6993,173.8396,,341.3533,441.4058,459.03,,,229.3467,292.2566
25114,,338.8465,336.2421,343.3257,363.8968,360.9258,338.5669,,100.4207,188.1113,252.0117,,265.532,311.4712,327.4823,,230.6845,227.2862,241.0842,274.9869,268.3424,264.7997,,34.634,82.6098,138.2327,,157.8902,203.7464,221.4331,,240.9248,305.0047,342.9593,326.5245,269.9888,243.5575,,337.2204,396.6158,417.8256,,298.8293,-194.955,281.0569,,173.7448,218.216,278.7171,256.2022,203.7963,191.8226,,341.3646,441.3194,464.7434,,381.0885,235.1103,297.6089
25116,,268.7733,289.4139,311.1772,370.1701,359.7441,335.2991,48.3279,69.0273,46.1087,18.612,237.8608,216.4464,288.7623,277.4668,,146.871,170.3538,200.2808,283.4733,265.3418,259.6332,22.1587,17.9218,12.04,6.792,124.6696,108.9337,176.5501,161.7205,,134.1895,239.3924,304.5373,337.8619,272.0772,244.9791,112.3137,337.0928,394.9073,415.448,324.2744,300.2277,-189.5127,280.0407,,156.8455,159.759,247.099,282.6745,208.9938,194.4347,117.2337,341.0581,439.7479,459.9808,429.2029,386.1226,225.7577,296.2925
25119,,344.2712,348.6824,358.3714,372.3285,399.4206,357.8902,,120.0687,178.1535,166.4192,256.6056,296.9011,324.3098,335.5626,,242.8819,248.7613,264.5441,288.2929,328.1898,295.8338,,48.888,76.0609,62.1304,142.7657,194.1747,223.8722,238.1646,,287.1163,307.2329,346.7988,332.4238,352.1142,329.1629,,337.3189,396.5973,414.2076,-237.844,261.5021,303.3748,319.8757,,208.129,217.1292,284.5417,271.2254,284.8385,264.8382,,341.5047,439.7197,457.2149,344.2689,381.6837,332.192,276.597
25120,,359.2695,373.1812,385.3083,397.8735,402.2826,356.5209,,154.2885,272.2062,,,319.4431,351.9944,350.9298,,261.8654,281.1603,303.3139,326.9301,332.1086,292.5415,,78.7253,169.6336,,,223.8411,261.7951,258.1408,,279.4635,313.1568,370.4692,351.8169,344.6022,326.6856,,337.4634,397.5849,,,267.464,305.3395,278.2955,,221.5081,235.9851,315.4596,302.6975,286.8637,271.5897,,341.7585,441.6037,,,377.2857,316.5805,191.8242
25122,,387.283,387.5846,383.8852,388.1284,405.8415,360.1572,,155.2765,285.8248,290.6707,303.3837,316.7913,345.1108,352.8538,,302.6133,302.9831,302.753,312.0442,338.6077,299.3271,,83.1811,188.6927,182.889,197.4827,220.0114,251.1292,259.9456,,303.3604,319.3541,365.0934,353.6666,361.9337,321.3014,,337.3525,397.8287,417.8006,-238.842,259.115,306.0314,318.9717,,224.2645,236.9722,301.4688,283.7236,295.0331,264.6804,,341.4532,439.7681,465.4323,346.8794,398.2652,354.1787,262.0417
25125,17.2508,337.4135,339.3004,254.7448,355.5034,364.0769,311.7824,40.1776,86.6575,145.8423,235.5108,273.7258,273.2062,306.5973,298.8518,12.2981,233.4992,235.8054,136.8333,261.5649,272.2426,224.8864,18.6902,32.8867,59.6825,122.6187,163.1589,163.5181,198.7984,190.1502,27.5774,271.0305,284.0293,324.862,283.7826,310.1565,261.2508,115.1742,336.4976,-321.2286,398.7302,279.7203,261.7232,158.1615,266.9748,27.1715,205.5626,203.4324,273.4423,242.1075,239.3279,181.9071,116.0952,339.7298,331.8871,424.5363,347.0267,354.0083,94.3264,177.4927
25126,16.3709,316.8039,336.4824,278.3186,359.7625,398.9124,339.7643,38.3908,86.702,112.0241,247.8763,257.3441,267.132,284.5406,277.9198,11.2686,200.895,227.4471,160.1251,268.5943,325.8061,265.4001,17.9924,31.8102,34.2116,133.8374,145.6911,157.0862,170.0221,160.0348,27.5895,262.2039,300.2959,320.0889,286.1851,347.5161,290.6843,115.1705,336.9521,-319.6261,416.2533,301.188,260.973,296.5864,312.3956,27.1936,201.67,209.169,272.574,242.0059,278.3334,207.1885,116.5668,340.6549,329.2457,470.1539,430.0877,383.1325,346.1158,255.0919
25128,15.3736,298.6632,349.9021,278.8202,392.1707,404.5795,339.7915,22.8829,-33.0204,,209.694,255.2285,261.6553,274.8373,296.0003,10.1904,179.9425,249.2423,162.3035,317.3798,335.2712,266.304,5.9294,14.1734,,100.9027,146.1316,151.5699,160.8534,182.4554,27.408,263.5016,251.1896,326.3307,308.9569,332.4939,276.0775,114.5112,335.7938,,410.2782,295.0056,260.2653,164.8629,88.0911,26.8526,208.9687,182.1989,280.5823,265.9022,272.104,189.0834,116.0655,338.5438,,449.1142,397.2969,350.7832,96.2208,96.9951
25131,,330.6495,342.9432,325.8786,346.5263,391.5954,339.5753,,90.5628,218.527,226.2448,241.6108,,,308.9065,,218.2919,235.2487,217.7966,250.4085,314.9915,266.1075,,28.6001,113.4715,111.0884,128.5694,,,195.3082,,189.4254,275.3909,319.0236,269.9128,322.9995,278.0215,,336.9897,396.6451,415.577,301.2506,,,269.7556,,155.4519,178.0729,226.7298,162.3736,241.9405,192.5713,,340.9475,441.465,462.2488,417.391,,,294.4861
25132,,335.0794,339.9724,344.3886,343.3017,374.4191,333.477,,-8.8008,46.705,57.0497,266.7741,319.7615,323.3937,326.8413,,224.6939,232.9015,242.9336,244.5131,288.3982,257.4047,,9.2311,15.7669,15.2856,153.9514,224.6115,221.2982,219.1154,,104.619,241.3437,323.8593,197.6995,313.2014,274.2654,,335.0614,392.1825,413.2593,298.5764,232.7072,-235.9968,254.7757,,155.7307,150.002,251.5652,113.6268,240.3899,184.3122,,337.0916,436.6568,458.5323,416.25,284.6858,294.2912,288.1855
25134,,331.6116,327.8632,350.8477,370.9787,407.387,356.0523,,99.874,205.6279,266.5443,291.64,301.1132,,318.0119,,219.4486,215.2204,252.2713,284.0635,340.6227,292.3705,,36.0986,99.7035,152.4592,184.3344,199.5066,,207.9028,,252.3641,238.2937,337.6447,317.4368,353.8077,302.0004,,337.2241,392.3533,414.8681,299.524,262.8623,,306.3063,,178.2965,156.9352,271.954,221.5607,276.8857,221.5787,,341.4139,438.5879,461.4397,420.0018,365.1585,,288.5478
25137,,320.6837,300.5958,319.6881,334.3632,349.8106,321.2218,,95.7369,59.0357,-16.1119,,,,272.6895,,205.3358,180.917,208.7229,233.6216,252.5061,239.837,,31.958,18.141,7.9081,,,,152.642,,213.1484,231.3758,323.2601,283.1901,276.2267,232.1556,,337.1499,394.7523,410.1882,,,,255.0459,,143.1609,130.9852,238.102,186.6227,178.005,178.3185,,341.0032,439.7638,452.7045,,,,287.4453
25138,,353.7921,333.5485,369.6923,374.4475,390.9123,358.1177,,47.853,131.0234,135.8547,286.8931,222.9014,281.1872,325.8371,,249.7469,222.2435,278.9526,290.7849,313.8063,295.3097,,13.4474,45.4272,44.5286,177.0041,112.3194,165.7228,220.0952,,231.7067,230.9155,335.6094,317.1527,312.4895,246.4454,,336.5632,394.6722,414.5426,299.2078,211.2587,-212.9959,266.4245,,150.7497,131.6907,264.3036,239.429,220.6914,194.0666,,339.9691,440.2531,460.5935,425.4755,253.2708,239.3749,285.0109
25140,,261.72,268.6675,305.927,328.6518,362.2212,347.0799,,134.534,226.7503,229.1096,267.5909,304.3936,280.0279,253.136,,137.8617,145.6335,192.8081,225.569,269.9513,277.9429,,59.7453,118.5081,113.9203,155.0424,204.6328,167.7316,134.0509,,135.2308,149.7046,294.7112,292.5145,285.018,247.3484,,337.4089,396.4215,415.6644,298.9994,-132.2257,-239.873,253.628,,133.024,71.0845,192.0265,197.14,184.9321,192.9316,,341.5672,442.0007,461.3766,428.881,171.4559,265.7304,285.5889
25158,,309.0966,288.8058,296.5618,,,,,131.3019,234.0758,229.4402,298.1349,314.654,325.1189,323.4574,,193.1298,170.4317,181.6219,,,,,59.1343,127.861,113.5499,191.1542,217.8893,225.2241,218.0352,,150.5369,157.8419,203.2502,,,,,337.2057,396.8576,417.6768,300.2111,248.1667,294.9553,285.7247,,149.9023,143.7872,116.4298,,,,,341.3588,441.6445,462.8965,431.926,347.3199,332.1899,308.4037
25159,,243.359,201.1485,258.7145,,,,,76.1442,153.8103,169.645,269.0048,235.6543,319.4296,307.2326,,119.9046,82.436,140.1693,,,,,21.4464,59.2725,63.5523,155.826,122.8502,214.5633,194.832,,89.5388,121.9803,291.1692,,,,,337.0206,396.5944,416.36,296.9307,254.8054,289.697,272.436,,138.075,122.8719,207.0814,,,,,341.0934,438.5486,461.2228,428.8195,379.28,324.7544,302.0422
25161,,284.186,275.8234,258.1502,,,,,87.8412,117.4789,55.3209,236.806,,327.3094,288.7924,,163.0894,155.672,140.166,,,,,28.0591,36.2318,11.7778,120.9372,,224.5313,174.215,,70.0217,202.913,290.9018,,,,,337.4013,396.3897,415.0583,296.963,,303.1643,259.4872,,154.9799,160.9819,238.9854,,,,,341.6807,438.5185,460.6853,427.9441,,311.6581,295.4008
25164,,285.8493,303.773,356.0389,382.5874,399.1202,334.2775,,137.3147,,,153.2022,198.2271,243.5846,291.1335,,165.4105,187.7196,260.8614,303.2619,327.1269,257.6446,,66.9444,,,52.8145,86.5927,124.4105,175.6069,,180.1312,286.2188,361.4394,349.0667,331.6933,258.3775,,337.0465,,,315.9299,251.7747,-202.8056,315.0985,,179.6576,189.0977,293.2633,276.736,262.8662,177.7415,,340.616,,,415.9861,392.1617,244.8577,283.5984
25165,,286.2927,320.6902,349.0814,363.2185,394.2882,358.2844,,155.9771,279.6654,293.5554,298.5619,306.5002,339.6745,310.4095,,162.6444,203.8902,249.6631,275.5738,319.3253,295.3239,,86.8262,185.234,185.3174,194.3392,205.9415,242.2841,199.0948,,168.5818,156.7828,287.2037,312.6392,294.8689,294.9108,,337.3846,397.7009,418.3457,318.7038,258.4319,-196.6493,287.1257,,160.5376,132.0531,256.5724,252.5345,235.6675,225.8647,,341.7053,441.2276,462.2861,418.1066,329.0408,234.2341,219.4238
25167,,158.1671,234.9465,295.6042,320.8021,377.8651,323.08,,97.376,258.1944,281.7924,308.6046,296.9892,316.2686,237.0067,,51.121,111.041,179.0192,214.8709,293.5137,241.6716,,35.4311,155.8998,171.6226,207.3572,195.7243,211.6323,116.5773,,132.2878,170.226,244.6882,233.8029,266.3558,250.8068,,337.6216,397.6941,418.4822,301.6699,265.5809,-195.7782,283.8837,,120.3452,92.029,220.3387,195.5336,215.7999,200.2802,,341.9448,441.7216,465.2504,424.1654,384.9058,236.1502,269.9038
