sensor_id,datetime,value,gap
12884,2015-08-16 00:00:00,2377,5
12884,2015-08-16 01:00:00,2377,0
12884,2015-08-16 02:00:00,2381,4
12884,2015-08-16 03:00:00,2386,5
12884,2015-08-16 04:00:00,2384,-2
12884,2015-08-16 05:00:00,2384,0
12884,2015-08-16 06:00:00,2384,0
12884,2015-08-16 07:00:00,2391,7
12884,2015-08-16 08:00:00,2393,2
12884,2015-08-16 09:00:00,2391,-2
12884,2015-08-16 10:00:00,2384,-7
12884,2015-08-16 11:00:00,2366,-18
12884,2015-08-16 12:00:00,2338,-28
12884,2015-08-16 13:00:00,2293,-45
12884,2015-08-16 14:00:00,2249,-44
12884,2015-08-16 15:00:00,2222,-27
12884,2015-08-16 16:00:00,2220,-2
12884,2015-08-16 17:00:00,2238,18
12884,2015-08-16 18:00:00,2264,26
12884,2015-08-16 19:00:00,2288,24
12884,2015-08-16 20:00:00,2301,13
12884,2015-08-16 21:00:00,2310,9
12884,2015-08-16 22:00:00,2318,8
12884,2015-08-16 23:00:00,2325,7
12884,2015-08-17 00:00:00,2327,2
12884,2015-08-17 01:00:00,2328,1
12884,2015-08-17 02:00:00,2328,0
12884,2015-08-17 03:00:00,2332,4
12884,2015-08-17 04:00:00,2335,3
12884,2015-08-17 05:00:00,2338,3
12884,2015-08-17 06:00:00,2342,4
12884,2015-08-17 07:00:00,2344,2
12884,2015-08-17 08:00:00,2349,5
12884,2015-08-17 09:00:00,2350,1
12884,2015-08-17 10:00:00,2332,-18
12884,2015-08-17 11:00:00,2303,-29
12884,2015-08-17 12:00:00,2271,-32
12884,2015-08-17 13:00:00,2223,-48
12884,2015-08-17 14:00:00,2157,-66
12884,2015-08-17 15:00:00,2113,-44
12884,2015-08-17 16:00:00,2094,-19
12884,2015-08-17 17:00:00,2106,12
12884,2015-08-17 18:00:00,2140,34
12884,2015-08-17 19:00:00,2177,37
12884,2015-08-17 20:00:00,2206,29
12884,2015-08-17 21:00:00,2218,12
12884,2015-08-17 22:00:00,2233,15
12884,2015-08-17 23:00:00,2247,14
12884,2015-08-18 00:00:00,2264,17
12884,2015-08-18 01:00:00,2283,19
12884,2015-08-18 02:00:00,2296,13
12884,2015-08-18 03:00:00,2305,9
12884,2015-08-18 04:00:00,2311,6
12884,2015-08-18 05:00:00,2315,4
12884,2015-08-18 06:00:00,2320,5
12884,2015-08-18 07:00:00,2323,3
12884,2015-08-18 08:00:00,2325,2
12884,2015-08-18 09:00:00,2318,-7
12884,2015-08-18 10:00:00,2301,-17
12884,2015-08-18 11:00:00,2276,-25
12884,2015-08-18 12:00:00,2242,-34
12884,2015-08-18 13:00:00,2205,-37
12884,2015-08-18 14:00:00,2164,-41
12884,2015-08-18 15:00:00,2147,-17
12884,2015-08-18 16:00:00,2152,5
12884,2015-08-18 17:00:00,2171,19
12884,2015-08-18 18:00:00,2194,23
12884,2015-08-18 19:00:00,2218,24
12884,2015-08-18 20:00:00,2235,17
12884,2015-08-18 21:00:00,2249,14
12884,2015-08-18 22:00:00,2257,8
12884,2015-08-18 23:00:00,2264,7
12884,2015-08-19 00:00:00,2274,10
12884,2015-08-19 01:00:00,2284,10
12884,2015-08-19 02:00:00,2294,10
12884,2015-08-19 03:00:00,2303,9
12884,2015-08-19 04:00:00,2310,7
12884,2015-08-19 05:00:00,2313,3
12884,2015-08-19 06:00:00,2320,7
12884,2015-08-19 07:00:00,2327,7
12884,2015-08-19 08:00:00,2328,1
12884,2015-08-19 09:00:00,2325,-3
12884,2015-08-19 10:00:00,2318,-7
12884,2015-08-19 11:00:00,2301,-17
12884,2015-08-19 12:00:00,2276,-25
12884,2015-08-19 13:00:00,2247,-29
12884,2015-08-19 14:00:00,2206,-41
12884,2015-08-19 15:00:00,2181,-25
12884,2015-08-19 16:00:00,2177,-4
12884,2015-08-19 17:00:00,2189,12
12884,2015-08-19 18:00:00,2213,24
12884,2015-08-19 19:00:00,2230,17
12884,2015-08-19 20:00:00,2247,17
12884,2015-08-19 21:00:00,2257,10
12884,2015-08-19 22:00:00,2269,12
12884,2015-08-19 23:00:00,2274,5
12884,2015-08-20 00:00:00,2279,5
12884,2015-08-20 01:00:00,2283,4
12884,2015-08-20 02:00:00,2288,5
12884,2015-08-20 03:00:00,2293,5
12884,2015-08-20 04:00:00,2298,5
12884,2015-08-20 05:00:00,2303,5
12884,2015-08-20 06:00:00,2306,3
12884,2015-08-20 07:00:00,2313,7
12884,2015-08-20 08:00:00,2320,7
12884,2015-08-20 09:00:00,2313,-7
12884,2015-08-20 10:00:00,2293,-20
12884,2015-08-20 11:00:00,2257,-36
12884,2015-08-20 12:00:00,2215,-42
12884,2015-08-20 13:00:00,2157,-58
12884,2015-08-20 14:00:00,2111,-46
12884,2015-08-20 15:00:00,2079,-32
12884,2015-08-20 16:00:00,2076,-3
12884,2015-08-20 17:00:00,2091,15
12884,2015-08-20 18:00:00,2122,31
12884,2015-08-20 19:00:00,2152,30
12884,2015-08-20 20:00:00,2177,25
12884,2015-08-20 21:00:00,2194,17
12884,2015-08-20 22:00:00,2210,16
12884,2015-08-20 23:00:00,2227,17
12884,2015-08-21 00:00:00,2240,13
12884,2015-08-21 01:00:00,2250,10
12884,2015-08-21 02:00:00,2255,5
12884,2015-08-21 03:00:00,2257,2
12884,2015-08-21 04:00:00,2264,7
12884,2015-08-21 05:00:00,2271,7
12884,2015-08-21 06:00:00,2277,6
12884,2015-08-21 07:00:00,2288,11
12884,2015-08-21 08:00:00,2289,1
12884,2015-08-21 09:00:00,2276,-13
12884,2015-08-21 10:00:00,2252,-24
12884,2015-08-21 11:00:00,2230,-22
12884,2015-08-21 12:00:00,2196,-34
12884,2015-08-21 13:00:00,2166,-30
12884,2015-08-21 14:00:00,2127,-39
12884,2015-08-21 15:00:00,2111,-16
12884,2015-08-21 16:00:00,2111,0
12884,2015-08-21 17:00:00,2123,12
12884,2015-08-21 18:00:00,2145,22
12884,2015-08-21 19:00:00,2167,22
12884,2015-08-21 20:00:00,2186,19
12884,2015-08-21 21:00:00,2200,14
12884,2015-08-21 22:00:00,2211,11
12884,2015-08-21 23:00:00,2225,14
12884,2015-08-22 00:00:00,2230,5
12884,2015-08-22 01:00:00,2233,3
12884,2015-08-22 02:00:00,2240,7
12884,2015-08-22 03:00:00,2250,10
12884,2015-08-22 04:00:00,2257,7
12884,2015-08-22 05:00:00,2262,5
12884,2015-08-22 06:00:00,2271,9
12884,2015-08-22 07:00:00,2279,8
12884,2015-08-22 08:00:00,2286,7
12884,2015-08-22 09:00:00,2286,0
12884,2015-08-22 10:00:00,2272,-14
12884,2015-08-22 11:00:00,2244,-28
12884,2015-08-22 12:00:00,2218,-26
12884,2015-08-22 13:00:00,2179,-39
12884,2015-08-22 14:00:00,2128,-51
12884,2015-08-22 15:00:00,2105,-23
12884,2015-08-22 16:00:00,2105,0
12884,2015-08-22 17:00:00,2120,15
12884,2015-08-22 18:00:00,2144,24
12884,2015-08-22 19:00:00,2166,22
12884,2015-08-22 20:00:00,2184,18
12884,2015-08-22 21:00:00,2201,17
12884,2015-08-22 22:00:00,2213,12
12884,2015-08-22 23:00:00,2228,15
12890,2015-08-16 00:00:00,2493,2
12890,2015-08-16 01:00:00,2498,5
12890,2015-08-16 02:00:00,2506,8
12890,2015-08-16 03:00:00,2510,4
12890,2015-08-16 04:00:00,2515,5
12890,2015-08-16 05:00:00,2515,0
12890,2015-08-16 06:00:00,2520,5
12890,2015-08-16 07:00:00,2527,7
12890,2015-08-16 08:00:00,2537,10
12890,2015-08-16 09:00:00,2542,5
12890,2015-08-16 10:00:00,2538,-4
12890,2015-08-16 11:00:00,2527,-11
12890,2015-08-16 12:00:00,2501,-26
12890,2015-08-16 13:00:00,2448,-53
12890,2015-08-16 14:00:00,2390,-58
12890,2015-08-16 15:00:00,2336,-54
12890,2015-08-16 16:00:00,2306,-30
12890,2015-08-16 17:00:00,2310,4
12890,2015-08-16 18:00:00,2328,18
12890,2015-08-16 19:00:00,2346,18
12890,2015-08-16 20:00:00,2365,19
12890,2015-08-16 21:00:00,2380,15
12890,2015-08-16 22:00:00,2393,13
12890,2015-08-16 23:00:00,2403,10
12890,2015-08-17 00:00:00,2408,5
12890,2015-08-17 01:00:00,2413,5
12890,2015-08-17 02:00:00,2420,7
12890,2015-08-17 03:00:00,2425,5
12890,2015-08-17 04:00:00,2430,5
12890,2015-08-17 05:00:00,2435,5
12890,2015-08-17 06:00:00,2441,6
12890,2015-08-17 07:00:00,2450,9
12890,2015-08-17 08:00:00,2461,11
12890,2015-08-17 09:00:00,2468,7
12890,2015-08-17 10:00:00,2465,-3
12890,2015-08-17 11:00:00,2441,-24
12890,2015-08-17 12:00:00,2411,-30
12890,2015-08-17 13:00:00,2375,-36
12890,2015-08-17 14:00:00,2333,-42
12890,2015-08-17 15:00:00,2293,-40
12890,2015-08-17 16:00:00,2270,-23
12890,2015-08-17 17:00:00,2270,0
12890,2015-08-17 18:00:00,2275,5
12890,2015-08-17 19:00:00,2285,10
12890,2015-08-17 20:00:00,2296,11
12890,2015-08-17 21:00:00,2311,15
12890,2015-08-17 22:00:00,2325,14
12890,2015-08-17 23:00:00,2340,15
12890,2015-08-18 00:00:00,2351,11
12890,2015-08-18 01:00:00,2365,14
12890,2015-08-18 02:00:00,2378,13
12890,2015-08-18 03:00:00,2388,10
12890,2015-08-18 04:00:00,2396,8
12890,2015-08-18 05:00:00,2406,10
12890,2015-08-18 06:00:00,2413,7
12890,2015-08-18 07:00:00,2423,10
12890,2015-08-18 08:00:00,2435,12
12890,2015-08-18 09:00:00,2438,3
12890,2015-08-18 10:00:00,2440,2
12890,2015-08-18 11:00:00,2440,0
12890,2015-08-18 12:00:00,2425,-15
12890,2015-08-18 13:00:00,2396,-29
12890,2015-08-18 14:00:00,2358,-38
12890,2015-08-18 15:00:00,2340,-18
12890,2015-08-18 16:00:00,2333,-7
12890,2015-08-18 17:00:00,2336,3
12890,2015-08-18 18:00:00,2345,9
12890,2015-08-18 19:00:00,2353,8
12890,2015-08-18 20:00:00,2361,8
12890,2015-08-18 21:00:00,2370,9
12890,2015-08-18 22:00:00,2375,5
12890,2015-08-18 23:00:00,2380,5
12890,2015-08-19 00:00:00,2386,6
12890,2015-08-19 01:00:00,2395,9
12890,2015-08-19 02:00:00,2400,5
12890,2015-08-19 03:00:00,2406,6
12890,2015-08-19 04:00:00,2410,4
12890,2015-08-19 05:00:00,2418,8
12890,2015-08-19 06:00:00,2420,2
12890,2015-08-19 07:00:00,2430,10
12890,2015-08-19 08:00:00,2441,11
12890,2015-08-19 09:00:00,2443,2
12890,2015-08-19 10:00:00,2441,-2
12890,2015-08-19 11:00:00,2431,-10
12890,2015-08-19 12:00:00,2410,-21
12890,2015-08-19 13:00:00,2378,-32
12890,2015-08-19 14:00:00,2335,-43
12890,2015-08-19 15:00:00,2306,-29
12890,2015-08-19 16:00:00,2306,0
12890,2015-08-19 17:00:00,2310,4
12890,2015-08-19 18:00:00,2321,11
12890,2015-08-19 19:00:00,2335,14
12890,2015-08-19 20:00:00,2346,11
12890,2015-08-19 21:00:00,2356,10
12890,2015-08-19 22:00:00,2365,9
12890,2015-08-19 23:00:00,2373,8
12890,2015-08-20 00:00:00,2381,8
12890,2015-08-20 01:00:00,2388,7
12890,2015-08-20 02:00:00,2396,8
12890,2015-08-20 03:00:00,2401,5
12890,2015-08-20 04:00:00,2405,4
12890,2015-08-20 05:00:00,2410,5
12890,2015-08-20 06:00:00,2413,3
12890,2015-08-20 07:00:00,2423,10
12890,2015-08-20 08:00:00,2435,12
12890,2015-08-20 09:00:00,2438,3
12890,2015-08-20 10:00:00,2436,-2
12890,2015-08-20 11:00:00,2428,-8
12890,2015-08-20 12:00:00,2406,-22
12890,2015-08-20 13:00:00,2380,-26
12890,2015-08-20 14:00:00,2348,-32
12890,2015-08-20 15:00:00,2325,-23
12890,2015-08-20 16:00:00,2315,-10
12890,2015-08-20 17:00:00,2315,0
12890,2015-08-20 18:00:00,2323,8
12890,2015-08-20 19:00:00,2331,8
12890,2015-08-20 20:00:00,2340,9
12890,2015-08-20 21:00:00,2345,5
12890,2015-08-20 22:00:00,2350,5
12890,2015-08-20 23:00:00,2358,8
12890,2015-08-21 00:00:00,2366,8
12890,2015-08-21 01:00:00,2375,9
12890,2015-08-21 02:00:00,2383,8
12890,2015-08-21 03:00:00,2388,5
12890,2015-08-21 04:00:00,2390,2
12890,2015-08-21 05:00:00,2396,6
12890,2015-08-21 06:00:00,2403,7
12890,2015-08-21 07:00:00,2411,8
12890,2015-08-21 08:00:00,2423,12
12890,2015-08-21 09:00:00,2421,-2
12890,2015-08-21 10:00:00,2408,-13
12890,2015-08-21 11:00:00,2386,-22
12890,2015-08-21 12:00:00,2351,-35
12890,2015-08-21 13:00:00,2311,-40
12890,2015-08-21 14:00:00,2273,-38
12890,2015-08-21 15:00:00,2226,-47
12890,2015-08-21 16:00:00,2210,-16
12890,2015-08-21 17:00:00,2213,3
12890,2015-08-21 18:00:00,2223,10
12890,2015-08-21 19:00:00,2231,8
12890,2015-08-21 20:00:00,2246,15
12890,2015-08-21 21:00:00,2256,10
12890,2015-08-21 22:00:00,2266,10
12890,2015-08-21 23:00:00,2275,9
12890,2015-08-22 00:00:00,2283,8
12890,2015-08-22 01:00:00,2290,7
12890,2015-08-22 02:00:00,2296,6
12890,2015-08-22 03:00:00,2301,5
12890,2015-08-22 04:00:00,2308,7
12890,2015-08-22 05:00:00,2318,10
12890,2015-08-22 06:00:00,2323,5
12890,2015-08-22 07:00:00,2331,8
12890,2015-08-22 08:00:00,2346,15
12890,2015-08-22 09:00:00,2350,4
12890,2015-08-22 10:00:00,2335,-15
12890,2015-08-22 11:00:00,2305,-30
12890,2015-08-22 12:00:00,2266,-39
12890,2015-08-22 13:00:00,2220,-46
12890,2015-08-22 14:00:00,2156,-64
12890,2015-08-22 15:00:00,2096,-60
12890,2015-08-22 16:00:00,2068,-28
12890,2015-08-22 17:00:00,2065,-3
12890,2015-08-22 18:00:00,2083,18
12890,2015-08-22 19:00:00,2105,22
12890,2015-08-22 20:00:00,2123,18
12890,2015-08-22 21:00:00,2138,15
12890,2015-08-22 22:00:00,2148,10
12890,2015-08-22 23:00:00,2158,10
13343,2015-08-16 00:00:00,3885,25
13343,2015-08-16 01:00:00,3910,25
13343,2015-08-16 02:00:00,3935,25
13343,2015-08-16 03:00:00,3950,15
13343,2015-08-16 04:00:00,3970,20
13343,2015-08-16 05:00:00,3990,20
13343,2015-08-16 06:00:00,4010,20
13343,2015-08-16 07:00:00,4010,0
