sensor_id,datetime,value,gap
12884,2015-07-19 00:00:00,2301,3
12884,2015-07-19 01:00:00,2303,2
12884,2015-07-19 02:00:00,2306,3
12884,2015-07-19 03:00:00,2308,2
12884,2015-07-19 04:00:00,2313,5
12884,2015-07-19 05:00:00,2315,2
12884,2015-07-19 06:00:00,2316,1
12884,2015-07-19 07:00:00,2322,6
12884,2015-07-19 08:00:00,2320,-2
12884,2015-07-19 09:00:00,2315,-5
12884,2015-07-19 10:00:00,2310,-5
12884,2015-07-19 11:00:00,2298,-12
12884,2015-07-19 12:00:00,2283,-15
12884,2015-07-19 13:00:00,2272,-11
12884,2015-07-19 14:00:00,2261,-11
12884,2015-07-19 15:00:00,2254,-7
12884,2015-07-19 16:00:00,2255,1
12884,2015-07-19 17:00:00,2259,4
12884,2015-07-19 18:00:00,2264,5
12884,2015-07-19 19:00:00,2277,13
12884,2015-07-19 20:00:00,2288,11
12884,2015-07-19 21:00:00,2298,10
12884,2015-07-19 22:00:00,2303,5
12884,2015-07-19 23:00:00,2308,5
12884,2015-07-20 00:00:00,2313,5
12884,2015-07-20 01:00:00,2318,5
12884,2015-07-20 02:00:00,2323,5
12884,2015-07-20 03:00:00,2332,9
12884,2015-07-20 04:00:00,2350,18
12884,2015-07-20 05:00:00,2362,12
12884,2015-07-20 06:00:00,2372,10
12884,2015-07-20 07:00:00,2386,14
12884,2015-07-20 08:00:00,2388,2
12884,2015-07-20 09:00:00,2386,-2
12884,2015-07-20 10:00:00,2383,-3
12884,2015-07-20 11:00:00,2379,-4
12884,2015-07-20 12:00:00,2372,-7
12884,2015-07-20 13:00:00,2369,-3
12884,2015-07-20 14:00:00,2362,-7
12884,2015-07-20 15:00:00,2355,-7
12884,2015-07-20 16:00:00,2352,-3
12884,2015-07-20 17:00:00,2350,-2
12884,2015-07-20 18:00:00,2352,2
12884,2015-07-20 19:00:00,2354,2
12884,2015-07-20 20:00:00,2359,5
12884,2015-07-20 21:00:00,2366,7
12884,2015-07-20 22:00:00,2369,3
12884,2015-07-20 23:00:00,2372,3
12884,2015-07-21 00:00:00,2374,2
12884,2015-07-21 01:00:00,2377,3
12884,2015-07-21 02:00:00,2377,0
12884,2015-07-21 03:00:00,2379,2
12884,2015-07-21 04:00:00,2386,7
12884,2015-07-21 05:00:00,2384,-2
12884,2015-07-21 06:00:00,2386,2
12884,2015-07-21 07:00:00,2391,5
12884,2015-07-21 08:00:00,2393,2
