sensor_id,datetime,value,gap
12884,2015-07-26 00:00:00,2374,2
12884,2015-07-26 01:00:00,2379,5
12884,2015-07-26 02:00:00,2381,2
12884,2015-07-26 03:00:00,2383,2
12884,2015-07-26 04:00:00,2386,3
12884,2015-07-26 05:00:00,2386,0
12884,2015-07-26 06:00:00,2391,5
12884,2015-07-26 07:00:00,2391,0
12884,2015-07-26 08:00:00,2391,0
12884,2015-07-26 09:00:00,2393,2
12884,2015-07-26 10:00:00,2393,0
12884,2015-07-26 11:00:00,2388,-5
12884,2015-07-26 12:00:00,2371,-17
12884,2015-07-26 13:00:00,2357,-14
12884,2015-07-26 14:00:00,2345,-12
12884,2015-07-26 15:00:00,2332,-13
12884,2015-07-26 16:00:00,2330,-2
12884,2015-07-26 17:00:00,2333,3
12884,2015-07-26 18:00:00,2340,7
12884,2015-07-26 19:00:00,2352,12
12884,2015-07-26 20:00:00,2361,9
12884,2015-07-26 21:00:00,2364,3
12884,2015-07-26 22:00:00,2366,2
12884,2015-07-26 23:00:00,2371,5
12884,2015-07-27 00:00:00,2372,1
12884,2015-07-27 01:00:00,2376,4
12884,2015-07-27 02:00:00,2377,1
12884,2015-07-27 03:00:00,2379,2
12884,2015-07-27 04:00:00,2383,4
12884,2015-07-27 05:00:00,2386,3
12884,2015-07-27 06:00:00,2388,2
12884,2015-07-27 07:00:00,2389,1
12884,2015-07-27 08:00:00,2389,0
12884,2015-07-27 09:00:00,2386,-3
12884,2015-07-27 10:00:00,2383,-3
12884,2015-07-27 11:00:00,2372,-11
12884,2015-07-27 12:00:00,2357,-15
12884,2015-07-27 13:00:00,2342,-15
12884,2015-07-27 14:00:00,2327,-15
12884,2015-07-27 15:00:00,2316,-11
12884,2015-07-27 16:00:00,2316,0
12884,2015-07-27 17:00:00,2320,4
12884,2015-07-27 18:00:00,2327,7
12884,2015-07-27 19:00:00,2342,15
12884,2015-07-27 20:00:00,2352,10
12884,2015-07-27 21:00:00,2354,2
12884,2015-07-27 22:00:00,2361,7
12884,2015-07-27 23:00:00,2366,5
12884,2015-07-28 00:00:00,2367,1
12884,2015-07-28 01:00:00,2369,2
12884,2015-07-28 02:00:00,2371,2
12884,2015-07-28 03:00:00,2374,3
12884,2015-07-28 04:00:00,2374,0
