sensor_id,datetime,value,gap
12884,2015-08-02 00:00:00,2418,3
12884,2015-08-02 01:00:00,2422,4
12884,2015-08-02 02:00:00,2423,1
12884,2015-08-02 03:00:00,2425,2
12884,2015-08-02 04:00:00,2427,2
12884,2015-08-02 05:00:00,2427,0
12884,2015-08-02 06:00:00,2428,1
12884,2015-08-02 07:00:00,2432,4
12884,2015-08-02 08:00:00,2435,3
12884,2015-08-02 09:00:00,2437,2
12884,2015-08-02 10:00:00,2435,-2
12884,2015-08-02 11:00:00,2432,-3
12884,2015-08-02 12:00:00,2423,-9
12884,2015-08-02 13:00:00,2406,-17
12884,2015-08-02 14:00:00,2396,-10
12884,2015-08-02 15:00:00,2384,-12
12884,2015-08-02 16:00:00,2379,-5
12884,2015-08-02 17:00:00,2381,2
12884,2015-08-02 18:00:00,2388,7
12884,2015-08-02 19:00:00,2398,10
12884,2015-08-02 20:00:00,2405,7
12884,2015-08-02 21:00:00,2408,3
12884,2015-08-02 22:00:00,2413,5
12884,2015-08-02 23:00:00,2416,3
12884,2015-08-03 00:00:00,2415,-1
12884,2015-08-03 01:00:00,2416,1
12884,2015-08-03 02:00:00,2420,4
12884,2015-08-03 03:00:00,2422,2
12884,2015-08-03 04:00:00,2422,0
12884,2015-08-03 05:00:00,2423,1
12884,2015-08-03 06:00:00,2425,2
12884,2015-08-03 07:00:00,2427,2
12884,2015-08-03 08:00:00,2427,0
12884,2015-08-03 09:00:00,2427,0
12884,2015-08-03 10:00:00,2422,-5
12884,2015-08-03 11:00:00,2416,-6
12884,2015-08-03 12:00:00,2405,-11
12884,2015-08-03 13:00:00,2386,-19
12884,2015-08-03 14:00:00,2374,-12
12884,2015-08-03 15:00:00,2367,-7
12884,2015-08-03 16:00:00,2367,0
12884,2015-08-03 17:00:00,2374,7
12884,2015-08-03 18:00:00,2383,9
12884,2015-08-03 19:00:00,2398,15
12884,2015-08-03 20:00:00,2408,10
12884,2015-08-03 21:00:00,2420,12
12884,2015-08-03 22:00:00,2425,5
12884,2015-08-03 23:00:00,2428,3
12884,2015-08-04 00:00:00,2432,4
12884,2015-08-04 01:00:00,2433,1
12884,2015-08-04 02:00:00,2435,2
12884,2015-08-04 03:00:00,2435,0
12884,2015-08-04 04:00:00,2437,2
12884,2015-08-04 05:00:00,2438,1
12884,2015-08-04 06:00:00,2442,4
12884,2015-08-04 07:00:00,2444,2
12884,2015-08-04 08:00:00,2442,-2
12884,2015-08-04 09:00:00,2435,-7
12884,2015-08-04 10:00:00,2427,-8
12884,2015-08-04 11:00:00,2420,-7
12884,2015-08-04 12:00:00,2410,-10
12884,2015-08-04 13:00:00,2398,-12
12884,2015-08-04 14:00:00,2391,-7
12884,2015-08-04 15:00:00,2384,-7
12884,2015-08-04 16:00:00,2384,0
12884,2015-08-04 17:00:00,2384,0
12884,2015-08-04 18:00:00,2391,7
12884,2015-08-04 19:00:00,2398,7
12884,2015-08-04 20:00:00,2408,10
12884,2015-08-04 21:00:00,2416,8
12884,2015-08-04 22:00:00,2420,4
12884,2015-08-04 23:00:00,2422,2
12884,2015-08-05 00:00:00,2427,5
12884,2015-08-05 01:00:00,2430,3
12884,2015-08-05 02:00:00,2432,2
12884,2015-08-05 03:00:00,2433,1
12884,2015-08-05 04:00:00,2435,2
12884,2015-08-05 05:00:00,2437,2
12884,2015-08-05 06:00:00,2438,1
12884,2015-08-05 07:00:00,2440,2
12884,2015-08-05 08:00:00,2442,2
12884,2015-08-05 09:00:00,2440,-2
12884,2015-08-05 10:00:00,2437,-3
12884,2015-08-05 11:00:00,2430,-7
12884,2015-08-05 12:00:00,2422,-8
12884,2015-08-05 13:00:00,2408,-14
12884,2015-08-05 14:00:00,2400,-8
12884,2015-08-05 15:00:00,2394,-6
12884,2015-08-05 16:00:00,2394,0
12884,2015-08-05 17:00:00,2398,4
12884,2015-08-05 18:00:00,2401,3
12884,2015-08-05 19:00:00,2405,4
12884,2015-08-05 20:00:00,2410,5
12884,2015-08-05 21:00:00,2411,1
12884,2015-08-05 22:00:00,2416,5
