sensor_id,D_C1,DN_PC1,DN_PC2,DN_PC3,DN_PC4,DN_PC5,DN_PC6,DN_PC7,DN_PC8,DN_PC9,DN_PC10,DN_PC_dist_2,DN_PC_dist_3,DN_PC_dist_5,DN_PC_dist_7,DN_PC_dist_10,DN_CM_Sum,DN_CM_Sum_Square,DN_CM_Sum_sd,DN_CM_Sum_Square_sd,DN_T2_Hourly,DN_T2_Hourly_Flag,T2_MDS,T2_MDS_Flag,T2_Growth,T2_Growth_Flag,WN_C1,WN_PC1,WN_PC2,WN_PC3,WN_PC4,WN_PC5,WN_PC6,WN_PC7,WN_PC8,WN_PC9,WN_PC10,WN_PC_dist_2,WN_PC_dist_3,WN_PC_dist_5,WN_PC_dist_7,WN_PC_dist_10,WN_CM_Sum,WN_CM_Sum_Square,WN_CM_Sum_sd,WN_CM_Sum_Square_sd,WN_T2_Hourly,DNT_CM_Sum,DNT_CM_Sum_Square,DNT_CM_Sum_sd,DNT_CM_Sum_Square_sd,WN_T2_Hourly_Flag,MDS_D1,MDS_D2,MDS_D3,MDS_D4,MDS_D5,MDS_D6,MDS_D7,RZ_MDS_D1,RZ_MDS_D2,RZ_MDS_D3,RZ_MDS_D4,RZ_MDS_D5,RZ_MDS_D6,RZ_MDS_D7,Growth_D1,Growth_D2,Growth_D3,Growth_D4,Growth_D5,Growth_D6,Growth_D7,RZ_Growth_D1,RZ_Growth_D2,RZ_Growth_D3,RZ_Growth_D4,RZ_Growth_D5,RZ_Growth_D6,RZ_Growth_D7
12884,1,555.8096686,-218.3994855,-38.54440353,26.03779825,-71.80614317,44.67587692,-25.28714491,24.75568281,-28.74107405,47.40216323,2.094219458,2.169055165,2.095664792,2.05337317,2.044646262,221.0478687,204.7256989,-0.80139102,-0.517092495,147.5746539,0,2.672531019,0,6.321608622,0,1,1360.574611,417.6218506,-54.03654361,23.07194341,-42.55168865,46.75353341,-62.27346895,34.63592475,-4.795691133,20.06520414,1.053355136,1.065887843,1.06971834,1.074043256,1.076075044,115.3254059,52.6457192,-2.235420234,-2.901218022,141.2240434,240.0808821,154.3600959,-1.294598081,-2.11774507,0,28,22,25,25,38,46,59,-1.173613921,-1.088178425,-1.011736139,-1.124151266,-0.971266694,-0.593551868,-0.627569663,91,79,32,63,65,27,8,1.259049418,1.326498494,-0.179864203,0.741939835,1.214083367,0.741939835,-0.458653716
12890,1,307.0705855,172.8828018,-134.8537771,13.86141393,-2.547421054,9.771851528,13.0194672,-61.45782341,-43.58134236,-45.7412371,1.235790705,1.367624967,1.311631579,1.281723791,1.303986566,245.1362944,214.0326907,-0.474974975,-0.340750831,59.7394584,0,2.400751932,0,1.717647706,0,2,-592.7110319,179.2979185,330.5327949,29.33210976,23.51641631,13.07014746,32.62553154,-20.22799463,62.04375745,-9.853145944,0.45830833,0.52531389,0.527652714,0.529657667,0.532775075,184.999178,107.4593112,-1.242723994,-1.919555311,58.39897862,280.6976499,209.8356476,-0.6816826,-1.191457997,0,96,54,31,56,63,33,49,-0.256306489,-0.512612977,-0.910562525,-0.659502076,-0.634021314,-0.768919466,-0.744872404,14,3,24,34,10,17,45,-0.472143532,-0.38221143,-0.359728405,0.089932101,-0.269796304,0.404694456,0.539592608
13343,1,260.9052331,-3.91107827,-190.47702,58.2817526,25.61893619,47.11571466,30.6826141,9.92136866,-18.12328821,-13.88049923,0.915059354,1.170975258,1.143833984,1.132878348,1.125546581,243.5195138,163.1812468,-0.496883551,-1.304244563,135.1452847,0,2.804462429,0,1.405067303,0,3,-1153.574067,358.4850522,98.9462672,-0.009605033,-59.93385618,4.610562401,-30.92771794,-4.016553383,29.43468958,-35.82232376,0.894056794,0.907070445,0.910916568,0.91354017,0.915575474,218.8333891,138.366741,-0.76066176,-1.366030717,146.4856852,261.6805806,181.0935168,-0.968654134,-1.671371462,0,50,15,25,35,40,35,85,-0.876837987,-1.214083367,-1.011736139,-0.97426443,-0.944287063,-0.741939835,-0.322582537,-5,5,15,10,15,-15,25,-0.899321013,-0.33724538,-0.562075633,-0.449660506,-0.134898152,-0.674490759,0
13355,1,657.8930515,-96.9065421,-182.0098206,78.13609207,13.32848271,5.87613711,-4.457160068,35.42765577,-6.48196851,20.89429146,2.332029284,2.49900033,2.410792205,2.353767875,2.336262521,156.1514566,151.8529497,-1.680785565,-1.518884353,175.4466463,0,4.490125195,0,1.767694875,0,2,-162.5075597,638.683676,123.9094617,38.58017724,2.742006683,19.39699239,-49.378755,38.7773034,1.114426448,23.90844508,0.487762871,0.501852732,0.50420221,0.50706082,0.508977527,-77.0394706,42.2499266,-4.976191749,-3.087397427,176.4047579,-82.5448999,38.66289601,-6.163088291,-4.049565797,0,15,0,5,0,0,0,20,-1.348981519,-1.483879671,-1.348981519,-1.498868354,-1.483879671,-1.214083367,-1.085050352,35,25,5,20,25,10,10,0,0.112415127,-0.786905886,-0.224830253,0.134898152,0.16862269,-0.404694456
13580,1,614.4089449,69.70012559,-165.2417515,1.905321558,-293.0239861,74.28785918,22.62193142,-36.86643783,4.304222397,27.62711297,2.16846242,2.319934984,2.445341577,2.401848068,2.384779862,193.7764795,157.6138746,-1.170938582,-1.409730814,227.9733102,0,9.599165162,0,2.529679979,0,2,-506.5891156,343.9403618,365.359018,11.61446932,-29.16363294,179.5820924,31.076103,63.28502907,103.0658428,34.25417086,0.45318414,0.533622334,0.53574945,0.554348983,0.563201542,57.57634803,24.54618457,-3.058215829,-3.40445571,249.597904,103.213188,42.23329248,-3.359960076,-3.989950129,0,135,35,25,60,25,5,30,0.269796304,-0.854354962,-1.011736139,-0.599547342,-1.146634291,-1.146634291,-0.967747611,25,-25,25,35,5,15,25,-0.224830253,-1.011736139,-0.33724538,0.112415127,-0.404694456,0.33724538,0
17221,1,335.0679882,-17.57017976,-199.3196612,49.42638965,4.744338667,3.454346363,18.10325406,62.0407903,13.86892565,26.54977782,1.176648904,1.414568971,1.366636896,1.335698669,1.343479958,166.2705927,80.37660709,-1.543663761,-2.873162674,213.5676963,0,3.071178301,0,5.123694056,0,3,-1200.994482,444.4686867,102.2665488,-20.01818266,-15.21507243,8.276495661,-11.6639581,34.20633181,-0.544986493,0.477977836,0.947796394,0.961433755,0.964516808,0.967033718,0.968820001,181.254961,96.73818077,-1.296070756,-2.111561228,205.2875939,221.487205,130.4189007,-1.575180538,-2.517496292,0,60,20,15,35,35,50,85,-0.741939835,-1.124151266,-1.180358829,-0.97426443,-1.011736139,-0.539592608,-0.322582537,75,-15,5,20,0,0,15,0.899321013,-0.786905886,-0.786905886,-0.224830253,-0.539592608,-0.16862269,-0.269796304
17222,1,347.4566771,16.49559567,-62.7669844,92.07432175,-68.79071349,-50.38138542,-72.87403005,-35.80978677,52.4419951,-33.48513694,1.219852229,1.28118109,1.291152089,1.29585461,1.3063734,246.4654605,219.2265227,-0.456963787,-0.242342128,221.1072236,0,2.33204955,0,9.687626887,0,2,494.4498215,199.4412424,110.5078248,10.62942863,87.9314335,88.60990372,-36.1317715,20.69200537,-7.812820327,-32.68756214,0.394599897,0.407488062,0.414088734,0.421343399,0.423019263,222.1689499,139.8571895,-0.713137439,-1.339338108,213.8692918,286.3758944,216.0914911,-0.595996707,-1.087002849,0,90,60,40,85,85,85,85,-0.33724538,-0.404694456,-0.758802104,-0.224830253,-0.33724538,-0.067449076,-0.322582537,130,20,25,70,35,25,50,2.135887405,0,-0.33724538,0.899321013,0.404694456,0.674490759,0.674490759
19767,2,-535.7904301,-57.40637487,8.284996765,-141.6181012,111.087918,47.38137215,120.4830665,-70.19549291,18.70347412,56.00533429,1.889692856,1.953386626,1.973756381,1.976350947,1.982240841,166.846792,111.7904062,-1.535855833,-2.277958365,248.5440584,0,4.433000451,0,3.140342183,0,4,-1871.231237,-194.3099602,-177.0185953,18.94608859,-60.85109997,-202.6870451,103.3691825,-70.18274675,38.90478835,-2.861868001,1.392378957,1.41414987,1.419219549,1.433100388,1.436514213,263.7308532,205.3272897,-0.120972785,-0.166826809,245.886396,305.448828,254.1761014,-0.308182169,-0.451096019,0,210,115,140,195,210,185,245,1.281532443,0.584558658,0.927424794,1.423924937,1.348981519,1.281532443,1.554261315,10,10,30,5,-20,-40,25,-0.562075633,-0.224830253,-0.224830253,-0.562075633,-1.079185215,-1.517604209,0
19768,3,-255.9831029,2.542887128,191.8942488,8.159842429,129.6081284,1.336692312,50.34358102,-35.943448,-17.83660033,53.57081544,0.897739658,1.159638388,1.199454465,1.183406941,1.193872831,277.4244432,227.5067535,-0.037446595,-0.085454735,301.44044,1,8.119701409,0,8.985752737,0,2,322.3511024,-245.8179381,-138.9590535,-104.4550889,12.72374268,-166.2805021,17.60344256,-26.18984833,3.089703808,-35.28065031,0.300032514,0.320712617,0.331235176,0.355120655,0.357196602,266.9760628,203.8748051,-0.074735768,-0.192839518,308.0111677,312.0445925,262.2794165,-0.208650709,-0.315793245,1,195,100,120,170,240,180,210,1.079185215,0.314762354,0.590179415,1.049207848,1.753675975,1.214083367,1.143701723,50,0,95,75,35,-35,75,0.33724538,-0.449660506,1.236566392,1.011736139,0.404694456,-1.348981519,1.348981519
19769,3,-316.910941,61.9346154,132.1670732,-105.129595,164.8683044,94.08046477,30.75427065,-116.6493016,21.75641272,69.08037669,1.132385044,1.26466031,1.389393328,1.397371308,1.459339285,274.0210684,215.6333985,-0.08356485,-0.310421859,318.9852826,1,5.403045248,0,4.914367209,0,2,-430.318298,-311.1042791,19.67552384,60.33698562,-55.67727498,-209.5459153,27.68990781,-95.19415373,-0.894101678,-27.98105076,0.393001836,0.397664117,0.403595904,0.434767017,0.44179127,257.1352476,193.3274996,-0.214945491,-0.381732383,334.6318588,300.6089025,247.0897296,-0.381217652,-0.569418675,1,225,135,150,160,220,170,215,1.483879671,0.944287063,1.096047484,0.899321013,1.483879671,1.079185215,1.202353093,65,-5,60,35,40,-15,65,0.674490759,-0.562075633,0.449660506,0.112415127,0.539592608,-0.674490759,1.079185215
19794,1,247.9216837,350.9714891,-3.415271327,-135.0293287,42.64569165,-105.2122119,126.246505,154.5850027,124.3108211,35.64932642,1.506911717,1.55756862,1.571716882,1.632540193,1.753543448,231.9380681,189.6295361,-0.653820736,-0.803122882,316.274452,1,7.2470253,0,11.36735201,0,2,12.16881488,51.36707997,258.8688331,-214.0823067,-187.3823128,-62.31583327,154.8387447,71.30464955,-137.0718132,3.691240787,0.039069946,0.197720551,0.291441184,0.318038391,0.339144221,135.3387306,66.63136511,-1.950274884,-2.650747535,314.973746,211.8603482,125.7452986,-1.720451812,-2.595532421,1,85,120,15,65,100,60,55,-0.404694456,0.674490759,-1.180358829,-0.524603924,-0.134898152,-0.404694456,-0.674490759,10,0,75,65,-5,35,-25,-0.562075633,-0.449660506,0.786905886,0.786905886,-0.674490759,1.011736139,-1.348981519
19795,1,761.7556581,55.18882524,19.5418919,-25.44442893,39.41260054,23.20203324,-196.917096,-75.45275392,-38.30671909,26.15397807,2.678367604,2.769223197,2.658993303,2.681633377,2.673528565,193.8904398,186.4841569,-1.169394336,-0.86271909,321.4656095,1,8.451753522,0,21.17734507,0,5,2535.620892,240.8253312,451.6027434,237.2383363,170.0838439,10.80133614,-13.16724512,-8.746529265,-16.71001111,130.67068,1.885104328,1.935890039,1.954050369,1.959070045,1.964515053,4.945919107,13.61696968,-3.808082348,-3.600188234,308.687453,161.419379,73.52676897,-2.481616537,-3.467436303,1,95,75,0,-15,15,0,0,-0.269796304,-0.134898152,-1.433292864,-1.723698608,-1.281532443,-1.214083367,-1.319655834,85,40,20,50,100,95,100,1.124151266,0.449660506,-0.449660506,0.449660506,2.15837043,3.035208418,2.023472278
19796,1,139.2325792,135.0071153,-111.7779391,230.4648619,10.86772222,57.32240199,-45.50502537,-27.11622974,3.709971151,26.6094457,0.680118438,0.811357561,1.116703243,1.118126347,1.115219461,217.103118,129.0738289,-0.854845319,-1.950485471,299.5893738,1,7.631081692,0,9.071686263,0,3,-743.3426024,256.866616,-28.76033776,-141.2021664,-38.80287037,94.14889912,-11.35914448,-6.611684475,-55.63678795,197.7964818,0.582082422,0.588977313,0.600892382,0.606635535,0.626986554,185.1893302,104.0546423,-1.240014747,-1.980529905,322.7677448,253.8070064,172.4176961,-1.087468008,-1.816233483,1,165,125,80,70,110,90,15,0.674490759,0.764422861,-0.084311345,-0.449660506,0,0,-1.143701723,25,0,20,-10,25,5,-75,-0.224830253,-0.449660506,-0.449660506,-0.899321013,0.134898152,0,-2.697963038
19861,3,-240.0720975,807.4951249,-4.47468154,-292.7966487,-247.7417538,153.5167595,119.9181156,42.22334058,-71.89777581,-45.84407057,2.954267944,3.053526343,3.215491871,3.20802119,3.194488077,241.9616975,185.0974902,-0.517993119,-0.888992576,341.8657548,1,55.89345235,1,27.17283771,0,3,-562.8807943,-737.2571428,701.0385855,-386.3892017,-396.5161484,98.7368119,206.3510095,74.86780249,50.11091073,82.54096228,0.686510102,0.870136254,0.966655152,0.984289155,0.990050004,165.3903929,96.43451421,-1.522105555,-2.116999626,341.1853974,244.65433,164.3682446,-1.2255838,-1.950636885,1,415,290,25,100,130,45,70,4.046944557,3.732182202,-1.011736139,0,0.269796304,-0.607041684,-0.498536648,-50,-75,85,100,-15,-20,70,-1.911057152,-2.135887405,1.011736139,1.573811772,-0.944287063,-0.843113449,1.214083367
19862,3,-38.80785571,856.0713482,89.96772644,-226.9032154,-249.7098763,2.138227196,237.1882724,224.8120802,-8.446350987,-43.85141969,3.005200372,3.12319721,3.214534034,3.239782096,3.30101794,225.2232243,170.8390909,-0.744811852,-1.159149669,461.3028062,1,32.20016818,1,46.95398463,1,3,-790.2170552,-716.2043903,986.2952422,-300.6928166,-231.9724467,99.45794285,62.55270162,269.765119,43.57343414,-77.85049706,0.789325409,1.087135473,1.127061066,1.133386413,1.155101609,143.6456957,76.62522004,-1.831919112,-2.471766477,454.9470598,265.0871051,187.6481177,-0.917248969,-1.561927897,1,345,265,65,105,170,45,65,3.102657494,3.282521696,-0.33724538,0.074943418,0.809388911,-0.607041684,-0.557188019,-70,-125,110,80,5,0,65,-2.360717658,-3.260038671,1.573811772,1.124151266,-0.404694456,-0.16862269,1.079185215
19866,1,16.83968988,73.19333719,-183.3518157,5.636299474,11.32985533,-9.238720681,36.07461973,-32.23354147,-44.49995647,24.57952217,0.263384107,0.718176945,0.689695637,0.685085254,0.708265105,141.7748559,100.1676687,-1.875599174,-2.498176983,181.1909664,0,1.233798815,0,23.61012124,0,4,-1821.284808,157.264125,164.2741896,-8.622209329,6.573762093,-26.35898364,14.08449457,10.76257843,34.05662513,29.83260832,1.352981791,1.373606451,1.377771402,1.38146423,1.383970222,253.8196779,191.3003421,-0.262184982,-0.418036972,168.2096564,317.3803915,266.0250456,-0.128132392,-0.25325168,0,105,85,75,75,100,60,85,-0.134898152,0.044966051,-0.16862269,-0.374717089,-0.134898152,-0.404694456,-0.322582537,-140,-5,0,0,0,-40,15,-3.93452943,-0.562075633,-0.899321013,-0.674490759,-0.539592608,-1.517604209,-0.269796304
19867,1,290.2468759,108.1050773,-99.8226143,-23.64591722,63.79737523,-24.63767559,208.0452108,33.48269226,119.7032654,8.156052503,1.08616251,1.179505775,1.154870365,1.332684976,1.385152861,198.8724054,118.411199,-1.101885004,-2.152512716,208.7473045,0,7.030295053,0,7.352683129,0,3,-827.9727418,373.5378076,72.08026566,-197.4441742,-99.43948159,-96.23654057,105.1400659,14.66200024,-6.71811234,37.25894722,0.672273945,0.681919777,0.703818324,0.713717621,0.71543732,153.3235806,74.19365288,-1.694030784,-2.515313683,220.3761035,244.9901701,159.976036,-1.220515902,-2.023974524,0,100,35,0,60,45,25,15,-0.202347228,-0.854354962,-1.433292864,-0.599547342,-0.876837987,-0.876837987,-1.143701723,0,-15,25,50,-35,-15,-10,-0.786905886,-0.786905886,-0.33724538,0.449660506,-1.483879671,-0.674490759,-0.944287063
19868,1,113.7840636,81.9988186,1.373161514,10.80992896,-48.18089229,-54.38281898,61.00186494,46.8050337,55.11022291,42.5500772,0.491843235,0.508385527,0.516543921,0.575442127,0.636023084,275.9541904,220.6421899,-0.057369613,-0.215519165,200.0392386,0,2.802265721,0,5.073569901,0,2,-362.8248558,113.2669337,16.52683935,-119.1980117,34.48986002,-8.84719867,69.81513604,31.31930433,-5.271898561,68.5887233,0.281314296,0.284725158,0.300389678,0.305776072,0.311485895,260.8074631,192.865412,-0.162624591,-0.390007963,223.220849,314.8981583,261.3279105,-0.165589809,-0.331680743,0,135,85,60,105,130,60,85,0.269796304,0.044966051,-0.421556725,0.074943418,0.269796304,-0.404694456,-0.322582537,60,0,50,30,15,-45,50,0.562075633,-0.449660506,0.224830253,0,-0.134898152,-1.686226899,0.674490759
19870,3,-64.7144858,63.49479804,-67.54945283,-102.8708385,-18.94885107,68.71318467,-6.140586356,-30.48526104,11.96261139,-7.705067177,0.317937542,0.409799055,0.535055644,0.57237262,0.578253604,265.5660439,197.306381,-0.198136707,-0.657667978,225.1953785,0,3.68305973,0,6.299081409,0,3,-1094.881324,-61.15799299,193.6258986,158.2508961,-63.56748235,1.6255083,72.50229633,-5.166073574,10.13249277,-3.737690704,0.811604734,0.833364803,0.845623039,0.84953201,0.850847568,262.7531405,199.5874025,-0.134903015,-0.269623087,223.4821111,308.1026616,253.6985355,-0.268135268,-0.459070039,0,200,120,95,125,110,85,135,1.146634291,0.674490759,0.16862269,0.374717089,0,-0.067449076,0.263931167,25,-25,25,15,-15,50,15,-0.224830253,-1.011736139,-0.33724538,-0.33724538,-0.944287063,1.517604209,-0.269796304
20330,2,-760.0913469,-215.4849144,-98.24183448,-12.70519973,54.12546179,-71.96699548,-69.99163568,87.51968099,-159.2633765,6.53034795,2.770575796,2.885676935,2.772338114,2.727938674,2.770998648,145.471999,104.6146484,-1.825500142,-2.413919061,282.9549768,1,14.39212958,0,2.959945585,0,4,-1829.075094,-192.603998,-373.0159517,97.98133274,16.14660489,14.1127134,-43.62593673,40.64115944,-46.41993382,11.9557344,1.361216309,1.404443854,1.41064853,1.414662909,1.417565445,251.8632297,190.7874491,-0.290060016,-0.42722243,285.6246909,315.0315107,266.2809377,-0.163577493,-0.248978996,1,210,145,215,160,210,185,295,1.281532443,1.124151266,2.192094968,0.899321013,1.348981519,1.281532443,2.140775019,0,10,10,-20,10,-35,25,-0.786905886,-0.224830253,-0.674490759,-1.124151266,-0.269796304,-1.348981519,0
20332,1,21.53531629,-62.0237057,-85.74735294,40.653618,-8.187321184,139.1715686,-87.62376009,48.61583197,58.92814173,11.89961872,0.230245995,0.391448302,0.401867858,0.681922649,0.723862292,236.9690035,155.2475516,-0.585647828,-1.454566067,294.3607116,1,2.199769429,0,6.684377828,0,3,-966.2164345,187.8904703,-118.9110148,21.30560115,-53.44082477,-1.440309516,-90.76789327,-38.03869345,-7.28921749,50.73382502,0.728509771,0.742002595,0.745491344,0.750506186,0.753163979,238.2245349,167.0411114,-0.484381074,-0.85249823,285.6134914,303.1961407,244.2100043,-0.342175689,-0.61750206,1,120,75,95,100,110,75,160,0.067449076,-0.134898152,0.16862269,0,0,-0.202347228,0.557188019,-15,30,10,15,35,-60,35,-1.124151266,0.224830253,-0.674490759,-0.33724538,0.404694456,-2.192094968,0.269796304
20339,1,71.39526353,158.3384767,-141.7238054,4.829974714,13.45973377,-80.2786977,-35.29847735,64.1895504,-41.14759473,20.1944431,0.609106891,0.812547275,0.780319665,0.817817525,0.852522074,128.480584,74.2711099,-2.055746424,-2.988844901,209.4125192,0,2.370538192,0,7.417483414,0,4,-1846.875275,116.1069505,278.921255,-29.52821178,97.62025754,-37.78259182,-7.802997007,66.82791674,-31.4816881,-29.24499202,1.369604396,1.4005449,1.406851558,1.410734165,1.41410769,227.9840856,156.1247122,-0.630284693,-1.048001237,209.2150501,304.6193608,243.8301812,-0.320699002,-0.623844048,0,100,100,90,85,95,50,75,-0.202347228,0.314762354,0.084311345,-0.224830253,-0.202347228,-0.539592608,-0.439885278,15,-35,0,35,-45,-30,50,-0.449660506,-1.236566392,-0.899321013,0.112415127,-1.753675975,-1.180358829,0.674490759
20340,3,-394.6190842,241.657663,-80.94639306,-80.30235542,259.4355736,-8.944287505,-77.77628178,-60.4505947,-31.79351008,27.12456508,1.62274017,1.702706843,1.8849362,1.859301963,1.858639257,169.4040657,102.0296033,-1.501202877,-2.462898491,223.6097768,0,6.510776757,0,2.239986441,0,4,-2112.030303,-243.7812185,252.2370794,35.58957849,-5.455117856,-206.0669833,-22.57090072,-63.56229885,-108.7492049,-9.492954857,1.573530389,1.602264501,1.607321976,1.618950349,1.624158942,232.647012,167.5766063,-0.563848367,-0.842907994,216.8654599,287.0344012,226.7489646,-0.586059703,-0.909052749,0,170,200,140,130,195,135,125,0.741939835,2.11340438,0.927424794,0.449660506,1.146634291,0.607041684,0.146628426,15,-25,-5,15,-10,-10,0,-0.449660506,-1.011736139,-1.011736139,-0.33724538,-0.809388911,-0.50586807,-0.674490759
20341,3,-162.2523833,165.4266527,-112.741333,-43.77627858,194.5908859,-35.83078938,-91.88275255,0.214967411,-37.03954991,73.27128971,0.812590462,0.934018128,1.131972282,1.15463974,1.176789413,107.7078425,75.33386774,-2.337232488,-2.96870859,195.1342842,0,7.342480565,0,3.190586995,0,4,-2105.232711,-26.20854889,250.3837583,10.65093541,69.0997086,-180.4048885,-51.68035605,-23.58133149,-102.4510905,11.33611999,1.558241665,1.586749332,1.59239786,1.602688675,1.607057477,230.8916415,163.8907493,-0.588858491,-0.908918416,186.4413098,289.7867484,228.6966035,-0.54452621,-0.876532609,0,110,155,135,100,160,95,95,-0.067449076,1.304015468,0.843113449,0,0.674490759,0.067449076,-0.205279796,0,-15,-10,5,-5,-50,25,-0.786905886,-0.786905886,-1.124151266,-0.562075633,-0.674490759,-1.854849589,0
23499,4,518.5888601,-61.56351913,541.995092,56.47430222,-106.6891084,-75.13740725,-200.8422112,-108.7123532,179.8556778,-49.23359695,1.831385367,2.728078394,2.647976251,2.685541077,2.757864275,227.6482725,211.8321568,-0.71195065,-0.382444841,294.4996364,1,8.347887017,0,26.39551659,0,6,6528.94843,-349.2306419,-8.4124811,117.5529242,387.2564548,58.72696647,-34.6254733,-35.56627023,34.79322144,62.4361125,4.839101038,4.893154624,4.917298578,4.930091874,4.937815422,226.5962845,141.8621603,-0.650057772,-1.303430864,293.443878,317.7230598,267.9820997,-0.122961457,-0.220574332,1,135,100,115,155,165,180,100,0.269796304,0.314762354,0.50586807,0.824377595,0.741939835,1.214083367,-0.146628426,250,135,175,155,170,115,165,4.833850443,2.585547911,3.035208418,2.810378164,4.046944557,3.709699177,3.777148253
23501,1,-127.0180117,-65.68426679,88.16048982,231.5293671,227.8236418,-13.32488192,40.49071082,-20.8912839,78.0089074,8.504009844,0.501467837,0.608897135,1.270338392,1.248617368,1.266841224,250.4846388,174.7128238,-0.402500939,-1.085753182,374.3235499,1,14.39433875,0,2.239144304,0,3,-528.7007397,31.80491177,-59.06925857,23.88229843,269.7132676,-154.968854,-47.40441273,3.885234224,59.94564177,-1.96109621,0.392008398,0.398844291,0.448718029,0.466099152,0.468987458,224.6225539,149.8146922,-0.678179042,-1.161008087,360.9703992,275.2482019,205.0587734,-0.763915904,-1.271218481,1,70,65,90,120,165,215,110,-0.607041684,-0.314762354,0.084311345,0.299773671,0.741939835,1.686226899,-0.029325685,60,20,20,30,20,25,10,0.562075633,0,-0.449660506,0,0,0.674490759,-0.404694456
23505,2,-856.683966,46.83611196,152.6889329,-36.22313164,-42.74750503,-193.8190569,81.15633876,-2.200378708,-36.98853575,-144.8476098,3.008752055,3.158660271,3.03347807,3.046088886,3.0595369,240.236809,162.8906263,-0.541366638,-1.309751015,258.3629982,0,12.71292556,0,4.895416012,0,3,-1425.021164,-633.7950694,-141.150344,15.73253322,121.8233558,-15.74999171,96.14876042,159.4462622,32.20458038,-88.48468791,1.154295222,1.171958349,1.179102079,1.184377464,1.19432707,268.8795485,210.1954965,-0.047615332,-0.079641554,261.8400145,317.0536437,268.6650486,-0.133063084,-0.209170989,0,245,200,205,280,325,260,305,1.753675975,2.11340438,2.023472278,2.697963038,2.900310266,2.293268582,2.25807776,10,-20,50,60,-15,0,25,-0.562075633,-0.899321013,0.224830253,0.674490759,-0.944287063,-0.16862269,0
23507,3,-377.3388831,-57.421722,128.1277149,-93.12325216,20.22066689,-66.88084164,-17.18527089,-73.30674777,-37.10986734,-67.3129843,1.338506435,1.459328206,1.437246327,1.422579947,1.453952285,275.0938419,226.0652532,-0.069027973,-0.112767165,234.9137859,0,2.72865129,0,3.837710781,0,2,225.8959544,-410.4941482,11.66581373,183.8799406,117.2606654,-61.51720897,51.73024687,47.23401686,57.9794847,-62.4541142,0.346778665,0.350760621,0.388040251,0.393703079,0.401070389,271.1130493,212.1611165,-0.015792915,-0.044439045,239.111401,315.0796902,267.4076811,-0.162850453,-0.230165522,0,175,125,175,195,200,190,230,0.809388911,0.764422861,1.517604209,1.423924937,1.214083367,1.348981519,1.378307204,45,10,75,60,15,55,65,0.224830253,-0.224830253,0.786905886,0.674490759,-0.134898152,1.686226899,1.079185215
24129,1,688.4765423,-110.9295182,-23.2652074,-7.015079156,-59.29403444,133.0196883,65.14241373,-313.1607516,-54.39785523,-11.04200909,2.445525463,2.529061599,2.432684536,2.427548195,2.631903171,199.0104113,190.3611693,-1.100014921,-0.789260465,365.2373628,1,5.341302343,0,16.43871331,0,1,2025.98238,178.9773592,470.5649653,280.1413491,48.42042069,37.66529901,42.9179767,-75.34995505,231.8876662,-83.30665974,1.505305969,1.562327175,1.581501204,1.586112149,1.600305183,32.43531678,14.34648118,-3.41641959,-3.587123332,417.3277538,171.700149,79.04726542,-2.326477578,-3.375259401,1,65,20,15,5,10,15,15,-0.674490759,-1.124151266,-1.180358829,-1.423924937,-1.348981519,-1.011736139,-1.143701723,40,0,105,55,95,90,85,0.112415127,-0.449660506,1.461396646,0.562075633,2.023472278,2.866585728,1.618777823
24526,3,-42.86575498,25.84487985,-42.07533167,-48.60332989,-28.73671369,34.58439973,44.5645434,-57.16957156,5.208522816,41.4395934,0.175533045,0.23701194,0.300114373,0.349926223,0.420474658,280.1878783,218.8086992,0,-0.250258724,210.2762668,0,1.776662091,0,1.347501197,0,3,-826.2235827,-8.329672935,61.10949837,-1.304681501,-9.976744359,-35.26992578,85.55473456,-33.38729656,26.88537678,25.09327232,0.611534141,0.620053455,0.621968544,0.627429792,0.629480233,268.240203,208.4770786,-0.056724582,-0.11041689,199.3401753,318.546479,271.01491,-0.110535889,-0.169934855,0,140,85,95,120,135,85,110,0.33724538,0.044966051,0.16862269,0.299773671,0.33724538,-0.067449076,-0.029325685,10,10,50,25,0,-10,25,-0.562075633,-0.224830253,0.224830253,-0.112415127,-0.539592608,-0.50586807,0
24529,1,359.2239757,-239.1765816,-15.87463687,15.84192159,-142.1986914,45.79914324,61.6229961,155.257073,-59.40551227,-33.14770837,1.513431188,1.565315757,1.580374147,1.564723511,1.651617548,237.5808753,207.1797973,-0.57735651,-0.470594142,223.8874934,0,7.633913978,0,2.896785551,0,1,904.1138879,294.0499671,-122.1534274,32.6429616,-86.06428209,96.92987461,-66.82094073,111.7469218,85.26171946,-67.89352705,0.703652435,0.717360578,0.722833014,0.730070268,0.740564213,172.3369649,92.33478374,-1.42313236,-2.190422155,223.6585671,234.804727,150.2757908,-1.374216359,-2.18594158,0,40,5,45,40,50,95,170,-1.011736139,-1.39394757,-0.674490759,-0.899321013,-0.809388911,0.067449076,0.674490759,25,60,60,40,60,35,25,-0.224830253,0.899321013,0.449660506,0.224830253,1.079185215,1.011736139,0
