datetime,nds_wt_PC1,nds_wt_PC2,nds_wt_PC3,nds_wt_PC4,nds_wt_PC5,nds_wt_PC6,nds_wt_PC7,nds_wt_PC8,nds_wt_PC9,nds_wt_PC10,nd_wt_PC1,nd_wt_PC2,nd_wt_PC3,nd_wt_PC4,nd_wt_PC5,nd_wt_PC6,nd_wt_PC7,nd_wt_PC8,nd_wt_PC9,nd_wt_PC10,nd_PC1,nd_PC2,nd_PC3,nd_PC4,nd_PC5,nd_PC6,nd_PC7,nd_PC8,nd_PC9,nd_PC10,nw_PC1,nw_PC2,nw_PC3,nw_PC4,nw_PC5,nw_PC6,nw_PC7,nw_PC8,nw_PC9,nw_PC10
7/13/2015 20:00,0.005617862,0.060730526,0.017424048,0.077023451,0.054789388,-0.007767754,0.009321821,-0.023925005,-0.11364159,-0.01677696,0.034131117,0.053792882,0.095071395,0.018848589,0.00264755,-0.00985038,0.014048827,-0.070495447,0.046911422,0.079261949,0.061432101,-0.132408459,0.118474842,-0.051650977,0.00437482,0.039909807,0.126315323,-0.150246419,-0.039025217,-0.038173614,0.038200208,0.082975658,-0.119702049,0.073059939,0.005583973,-0.075114613,0.05685569,-0.121923761,0.057416428,-0.035412965
7/13/2015 21:00,0.001518183,0.043602005,0.017972971,0.044525913,0.028613255,0.002579591,-0.001551726,-0.004785063,-0.075900225,-0.023215201,0.018805969,0.033979063,0.051089182,0.007921598,-0.000969108,-0.011459693,0.005238663,-0.044441065,0.029464865,0.051642058,0.053873071,-0.111826518,0.148844725,-0.055716052,-0.016927497,0.038793402,0.110002421,-0.145311905,-0.037311988,-0.04062383,0.039300475,0.060042198,-0.117492711,0.057495953,0.005981098,-0.059459762,0.062549968,-0.113606676,0.039794741,-0.005486142
7/13/2015 22:00,-0.002029965,0.022277136,0.008358979,0.020406708,0.014868136,0.001397328,-0.007922243,0.003449881,-0.039498384,0.005776784,0.007485546,0.017910997,0.023796589,0.000754006,-0.001315138,-0.009936069,0.00129258,-0.018923238,0.009080331,0.026899527,0.047948238,-0.099627173,0.169558911,-0.057977971,-0.034143427,0.038014238,0.0999232,-0.140110737,-0.035236455,-0.045743649,0.04004739,0.043693365,-0.117049698,0.048281795,0.006309982,-0.044793306,0.066385635,-0.10578027,0.029847373,0.006148759
7/13/2015 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044780601,-0.090890051,0.185951066,-0.058396135,-0.054236973,0.037717003,0.087311202,-0.13818957,-0.032612977,-0.049467078,0.040930784,0.031618243,-0.11653012,0.042380711,0.006357079,-0.026593689,0.067810152,-0.098804919,0.022638697,0.019677547
7/14/2015 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041689948,0.020641329,-0.118351322,0.041296766,0.008621015,-0.011230671,0.073899438,-0.09003911,0.025127884,0.023866478
7/14/2015 1:00,0.00578766,-0.013977687,-0.000914479,-0.015500525,-0.000725018,-0.002295248,-0.021653792,0.008331291,0.019382073,-0.014205981,-0.004232114,-0.013293601,-0.004355678,0.003965602,0.005761379,0.004577031,-0.018761123,-0.00062062,0.013698694,-0.016248209,-0.001477816,0.006029711,0.013377146,0.000279067,-0.010789193,-0.005841345,-0.007708132,0.009959669,0.009502652,0.016483941,0.04229609,0.013694568,-0.118561609,0.034902988,0.012765197,-0.00205252,0.075613641,-0.084563109,0.00975058,0.027422274
7/14/2015 2:00,0.012119232,-0.024795598,0.003833223,-0.012116246,0.005046016,0.017441668,-0.075048169,0.005301932,0.06096484,-0.025704761,-0.007152211,-0.033484488,-0.007994423,0.009615175,0.006743551,0.010448331,-0.03749267,-0.007622565,0.008105439,-0.0365481,-0.002017327,0.012311696,0.026370084,0.006926582,-0.027607907,-0.007825209,-0.013118552,0.012754949,0.018823312,0.040492902,0.042952655,0.007613166,-0.118564274,0.026277221,0.018804007,0.013563136,0.075677614,-0.081455403,0.006273845,0.039103731
7/14/2015 3:00,0.016350296,-0.048179745,0.014013325,-0.011029041,0.001836837,0.026109559,-0.093846488,-0.011430163,0.082564605,-0.016657725,-0.010079462,-0.045456575,-0.009323308,0.01898724,0.018636373,0.01725199,-0.047060272,-0.01740066,0.002610561,-0.057264834,-0.001716068,0.015415436,0.04049289,0.006866518,-0.039764822,-0.012350564,-0.018437696,0.010847221,0.029248313,0.053173168,0.04391825,0.002269807,-0.118974323,0.023938373,0.02330111,0.022426367,0.080369771,-0.07829695,0.001809362,0.050740042
7/14/2015 4:00,0.025220808,-0.073218861,0.011510413,-0.012005391,0.01153505,-0.003853891,-0.118838951,-0.015347555,0.109527867,-0.021979531,-0.011556116,-0.056069753,-0.008551707,0.024921383,0.022586025,0.024649399,-0.058293111,-0.025142578,-0.002992264,-0.070019184,-0.001298963,0.018196215,0.050255832,0.00925158,-0.04829435,-0.014553592,-0.021421509,0.011026854,0.035314678,0.070551444,0.044546863,-0.000994524,-0.119220066,0.019252925,0.026859949,0.029652101,0.081277571,-0.077373606,-0.002833289,0.05828777
7/14/2015 5:00,0.032424231,-0.089653124,0.025380214,-0.00690618,0.020461898,0.025300727,-0.131736445,0.007119298,0.129856824,-0.022795836,-0.013420736,-0.066270915,-0.008058464,0.037029113,0.028854674,0.029877372,-0.066403396,-0.028160929,-0.004616573,-0.08918461,-0.001160144,0.020001792,0.059938531,0.008990128,-0.059069714,-0.014988866,-0.023597174,0.014404116,0.046886024,0.081275857,0.045208406,-0.004605099,-0.120148155,0.01620941,0.025722661,0.037951438,0.083649203,-0.072298167,-0.006765556,0.069423917
7/14/2015 6:00,0.042377673,-0.097337343,0.038452316,-0.020636248,0.033454138,0.016726041,-0.148022002,0.006900383,0.128792658,-0.02966101,-0.015507844,-0.079434779,-0.006448345,0.040961253,0.031710155,0.032034047,-0.081696181,-0.037410306,-0.011167099,-0.098679753,-0.00111537,0.023371924,0.071925509,0.013237339,-0.069044459,-0.015966756,-0.024657017,0.015783389,0.055585354,0.099370845,0.04584623,-0.008846021,-0.120688343,0.010735347,0.030012592,0.043939565,0.08408467,-0.066069561,-0.005402631,0.083123935
7/14/2015 7:00,0.062118976,-0.10730136,0.068779879,-0.007907947,0.034961872,0.023165522,-0.172718286,0.047531766,0.101971821,-0.015725689,-0.016111081,-0.091750546,-0.005990578,0.046252538,0.032797112,0.034420766,-0.105202352,-0.045745135,0.012104951,-0.096729827,-6.00E-05,0.02631129,0.083031119,0.017472077,-0.077085906,-0.018530015,-0.029431104,0.021871004,0.060946735,0.121302969,0.046509674,-0.011182783,-0.12170794,0.003721856,0.032938797,0.047984813,0.082682377,-0.058376443,-0.011836018,0.101744719
7/14/2015 8:00,0.078368345,-0.089949464,0.065643273,-0.007013174,0.07125844,0.035319305,-0.186160747,0.050770331,0.044635593,0.039080765,-0.012872943,-0.10639731,-0.005210618,0.053102093,0.034611705,0.019391591,-0.119252231,-0.061711663,0.02785699,-0.054168056,0.00276437,0.032068593,0.087016078,0.024482895,-0.086775488,-0.020842605,-0.030697545,0.027896943,0.061651235,0.126076174,0.046731794,-0.009926596,-0.118917081,-0.002889382,0.037629541,0.056927826,0.081543129,-0.048885311,-0.011800258,0.119645595
7/14/2015 9:00,0.096128988,-0.110302974,0.058237985,0.00751155,0.090381614,0.042227026,-0.164194041,0.079641731,0.023373192,0.076468126,-0.000764085,-0.120451732,-0.004745195,0.06827583,0.038401013,-0.013218435,-0.106302241,-0.046021625,0.034560713,-0.02733573,0.013005271,0.03749802,0.086470025,0.02612773,-0.104783063,-0.023112368,-0.015651393,0.049459488,0.055589262,0.101538745,0.047709088,-0.001355503,-0.111019989,-0.013555334,0.029802967,0.071749054,0.088218723,-0.014203971,-0.000295325,0.123886744
7/14/2015 10:00,0.114062494,-0.112765198,0.057803957,-0.012561015,0.108829464,0.069745902,-0.117137696,0.08501662,-0.012414367,0.104721144,0.019772773,-0.129543007,0.003216585,0.073774007,0.020923762,-0.066612432,-0.070454063,-0.031668134,0.033945867,-0.018069716,0.030093184,0.040653785,0.081903127,0.033343051,-0.115622284,-0.023807681,0.017650176,0.07440515,0.035059138,0.063780224,0.049181895,0.016995776,-0.10135939,-0.032503837,0.022527014,0.080150868,0.09521096,0.019858058,0.030008878,0.120306606
7/14/2015 11:00,0.135757111,-0.1211499,0.051496807,-0.02118952,0.128597769,0.146416138,-0.06574428,0.087394081,-0.011291144,0.140029028,0.051608715,-0.1347311,0.007068925,0.077312348,0.005852555,-0.138882179,-0.009017466,-0.003390108,0.026905402,-0.029344951,0.054242854,0.047052928,0.061278889,0.040961381,-0.124769662,-0.019479362,0.060056903,0.109656882,0.021116518,-0.002584899,0.050471276,0.045652126,-0.083090841,-0.051895053,0.007148873,0.091483111,0.104781991,0.065628695,0.067821125,0.117232686
7/14/2015 12:00,0.150590834,-0.091162933,0.018705024,-0.052461093,0.116782243,0.205194323,-0.009064484,0.063820515,0.024868879,0.098520316,0.084239694,-0.121023039,-0.001623883,0.087703774,-0.004362028,-0.190300342,0.063634146,0.032726716,0.009097239,-0.087951288,0.079450108,0.057284687,0.034927322,0.02917063,-0.126101812,-0.020170247,0.103838869,0.13214479,0.00970474,-0.067587966,0.051907329,0.074086502,-0.059173356,-0.066962992,-0.014103424,0.092356904,0.130634939,0.094740292,0.094881054,0.102635535
7/14/2015 13:00,0.15448226,-0.028226842,0.020344269,-0.041328847,0.097038514,0.304622391,-0.040022777,0.023871186,0.132316116,0.029185867,0.111952817,-0.09481103,-0.023579994,0.082608533,-0.015094247,-0.223985284,0.081368458,0.018492972,-0.000319356,-0.182197735,0.104042248,0.074528283,0.02449047,0.015254493,-0.110561174,-0.009679348,0.131215361,0.139937083,0.043801718,-0.078436562,0.054144244,0.09610769,-0.033497914,-0.080932926,-0.032839639,0.076842379,0.14848557,0.091967942,0.101970518,0.119522908
7/14/2015 14:00,0.140183406,0.004231606,0.025983869,-0.028844814,0.100543713,0.282608346,-0.127546469,0.043292088,0.181088945,0.008543129,0.134207971,-0.039745567,-0.053297466,0.045099117,-0.021346395,-0.281154988,0.019002454,-0.004715988,0.036432182,-0.265815577,0.123975934,0.101970784,0.021705183,-0.016901458,-0.063558898,-0.007513401,0.181252295,0.16694323,0.072884444,-0.001652432,0.055744641,0.11202767,-0.005477587,-0.111336447,-0.063955235,0.021597319,0.174178464,0.084674285,0.068159453,0.089778873
7/14/2015 15:00,0.127140067,0.057050574,0.029679212,0.002990251,0.094388538,0.209542998,-0.15257771,0.060908523,0.158345536,-0.010508562,0.144520767,0.01103598,-0.068395307,0.016643624,-0.037776853,-0.306517267,-0.03437101,-0.03587885,0.07190617,-0.294920135,0.135220524,0.118287154,0.027464204,-0.041994944,-0.014245325,-9.26E-05,0.204496666,0.177182842,0.098082189,0.052658127,0.057075613,0.119838176,0.010266597,-0.12806373,-0.082931311,-0.031692312,0.183693346,0.058322236,0.036374461,0.076623482
7/14/2015 16:00,0.108106887,0.111038793,0.03405045,0.038103723,0.09460252,0.124754686,-0.166879499,0.070375085,0.0929444,0.007082509,0.134321341,0.053926814,-0.056392382,-0.001157705,-0.02859226,-0.301373096,-0.080629795,-0.070874593,0.10210851,-0.216482393,0.130279224,0.121185842,0.045974111,-0.065911434,0.031012585,0.001088984,0.210523824,0.164342922,0.106805873,0.074730286,0.057340453,0.11029026,0.011137651,-0.123267316,-0.087691421,-0.085176027,0.18145645,0.034284958,0.015525006,0.028488561
7/14/2015 17:00,0.090522417,0.126105176,0.037828443,0.050894081,0.096961021,0.081637224,-0.16567882,0.065018028,0.020543731,0.019206244,0.116064825,0.070447332,-0.051547011,-0.025257489,-0.023814557,-0.266510503,-0.103060736,-0.074904999,0.114833295,-0.134994593,0.120551166,0.126828406,0.077460554,-0.077384095,0.05641309,-0.003884182,0.192534896,0.15931931,0.111295614,0.052986497,0.057987871,0.090688223,0.008052238,-0.122237904,-0.078534775,-0.114381783,0.164824815,0.022639919,-0.013512699,-0.012624208
7/14/2015 18:00,0.067082331,0.127420722,0.021776425,0.05987621,0.100920423,0.032216734,-0.11861228,0.078291967,-0.056589078,0.019778761,0.089674638,0.07171744,-0.029095621,-0.035669949,-0.028205608,-0.208119955,-0.084451946,-0.055177492,0.117913184,-0.031761072,0.103037419,0.118249979,0.107591724,-0.076001094,0.070125012,-0.001088394,0.165457743,0.144802949,0.093382334,0.000418053,0.057982924,0.066822222,-0.008172858,-0.113564204,-0.066299112,-0.127628714,0.138921444,0.010939508,-0.017911385,-0.047755414
7/14/2015 19:00,0.038146308,0.109624769,0.01578095,0.070018799,0.096578198,0.048017877,-0.087095331,0.076739597,-0.083416927,0.063512468,0.057045303,0.062929806,-0.011396246,-0.036670674,-0.022133326,-0.160344727,-0.045315584,-0.026172028,0.093155422,0.031222129,0.081563348,0.109867207,0.145175697,-0.074721914,0.071197348,-0.002256572,0.134846095,0.131007847,0.0668673,-0.058396334,0.058143491,0.036315923,-0.028296876,-0.104831073,-0.052503632,-0.128308156,0.119628788,0.003910463,-0.022400881,-0.070934079
7/14/2015 20:00,0.020655006,0.071001554,0.012741356,0.05770484,0.063354141,0.024222111,-0.036123582,0.061763602,-0.061690447,0.062227059,0.03230159,0.042624966,-0.004043322,-0.021197024,-0.015676481,-0.101564018,-0.015176232,-0.002210914,0.060590941,0.039863758,0.065701205,0.10314772,0.174526507,-0.073007983,0.053291675,-0.002357822,0.105023095,0.119220405,0.053831615,-0.088743977,0.05867013,0.011535265,-0.044218937,-0.097709573,-0.044691082,-0.110932265,0.107067459,0.002300029,-0.027507619,-0.071252684
7/14/2015 21:00,0.011113277,0.046358884,0.014457864,0.041196971,0.03559649,0.032786485,-0.022205538,0.044293951,-0.031714887,0.071598835,0.016067586,0.027689576,-0.002895981,-0.018683208,-0.011772893,-0.059418044,7.25E-05,0.002897478,0.020351538,0.029161891,0.056071263,0.1037974,0.196558596,-0.068796797,0.043259728,-0.00286228,0.082808428,0.10744159,0.048136538,-0.096254859,0.059222342,-0.005995547,-0.051419798,-0.09585584,-0.033234287,-0.098476544,0.096457248,-0.006664104,-0.03304933,-0.069624304
7/14/2015 22:00,0.003457095,0.033130699,0.001244888,0.009535083,0.021745263,0.003825573,-0.019647766,0.010106231,-0.026884943,0.028096426,0.006698848,0.017944224,-0.001841815,-0.012888637,-0.007855759,-0.027509673,-0.000648495,0.004545912,0.007484122,0.017478416,0.051082482,0.104814511,0.212008853,-0.06810505,0.035857089,-0.002603832,0.068534546,0.101751673,0.055034222,-0.090892914,0.059816624,-0.016930885,-0.055255225,-0.095160175,-0.028327898,-0.091886254,0.090770793,-0.010607824,-0.040463859,-0.068080525
7/14/2015 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047752678,0.104246901,0.224934356,-0.063360019,0.019755525,-0.003624487,0.054606589,0.098002367,0.059746333,-0.079714269,0.060475325,-0.025163816,-0.05993265,-0.095131044,-0.02340491,-0.076076228,0.087136107,-0.010201319,-0.04512777,-0.056997394
7/15/2015 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061182454,-0.030915286,-0.063491275,-0.093608941,-0.016756539,-0.060885976,0.086109281,-0.013987949,-0.048496246,-0.05794811
7/15/2015 1:00,0.001559965,-0.027985616,-0.003680753,-0.025692334,-0.000682024,-0.019518561,-0.01408357,-0.005034015,0.007760695,-0.02801661,-0.003569277,-0.014137228,-0.00461125,0.005826276,0.006419076,0.010820744,-0.010010309,-0.00238025,-0.004501982,-0.011644629,-0.000982567,0.000483817,0.00876902,0.003704631,-0.012500069,-0.000742496,-0.012769141,-0.003976475,0.000788384,0.013411602,0.061734281,-0.035698164,-0.065137353,-0.09309773,-0.011087056,-0.049049538,0.083606625,-0.014174874,-0.051646726,-0.04662136
7/15/2015 2:00,0.008484816,-0.036730257,-0.01359632,-0.018739512,0.014003637,-0.039136092,-0.02767256,-0.012869324,0.026397508,-0.041916564,-0.007373229,-0.027323198,-0.0042426,0.009500138,0.016588724,0.018388046,-0.022641671,-0.00511747,-0.003263642,-0.011169163,-0.001765901,-0.001786239,0.019652044,0.007963706,-0.023170989,-0.003097631,-0.024824751,-0.008698371,0.001269845,0.025624504,0.062403132,-0.039794558,-0.068406123,-0.092093145,-0.003662494,-0.038191634,0.081265064,-0.015104123,-0.055934468,-0.044514684
7/15/2015 3:00,0.010608727,-0.046367718,-0.007846403,-0.031676433,0.010475392,-0.041396834,-0.035956087,-0.020273914,0.034819277,-0.093639772,-0.010677697,-0.037976122,-0.000898231,0.009214304,0.023821808,0.02760724,-0.030447781,-0.008150277,-0.009822923,-0.033498653,-0.002656739,-0.004685546,0.027478818,0.012873171,-0.03021464,-0.004343918,-0.034692321,-0.01292154,0.000554814,0.03651212,0.062911112,-0.043230738,-0.071028802,-0.089301358,0.00447436,-0.031883248,0.076430477,-0.01373808,-0.053813212,-0.042053773
7/15/2015 4:00,0.016916704,-0.072883589,-0.006598014,-0.055294417,0.030480905,-0.062837251,-0.058631601,-0.00151218,0.040382701,-0.119902516,-0.013086209,-0.054511845,-0.004319037,0.016901623,0.030283726,0.023570324,-0.040694043,-0.00272881,-0.021726139,-0.033956041,-0.003032989,-0.003536607,0.034836189,0.015921919,-0.04688894,-0.006769411,-0.04160419,-0.017726411,0.003515935,0.041081943,0.063352472,-0.04709629,-0.071595109,-0.089578926,0.011471073,-0.018649609,0.080443144,-0.007543438,-0.048529821,-0.031363901
7/15/2015 5:00,0.022481077,-0.08922156,-0.013063326,-0.069404093,0.039185604,-0.080421139,-0.079846525,0.01081709,0.031602152,-0.132199912,-0.015789427,-0.06770737,-0.000670883,0.016572154,0.034935097,0.021828291,-0.064244965,-0.005671675,-0.009616682,-0.028859945,-0.002561186,-0.005257035,0.049056216,0.022051755,-0.055716331,-0.006281949,-0.049825975,-0.011938825,0.002114561,0.058491224,0.064222759,-0.050644444,-0.074300902,-0.091470769,0.016283146,-0.011583268,0.070559152,0.001806371,-0.050665166,-0.034136096
7/15/2015 6:00,0.034345353,-0.092369722,-0.019324419,-0.082004211,0.026686123,-0.103166477,-0.086028281,0.01460772,0.011657506,-0.168417033,-0.016829268,-0.082488919,6.88E-05,0.018753236,0.039099387,0.023170569,-0.077503626,-0.009155409,-0.013972563,-0.037347082,-0.001298294,-0.00672259,0.058544962,0.029037497,-0.067700068,-0.006585116,-0.055851654,-0.015700823,-0.001327015,0.07679138,0.064980305,-0.052413886,-0.076074232,-0.093307763,0.022930519,-0.001444583,0.067308181,0.00533356,-0.045411553,-0.025862108
7/15/2015 7:00,0.054632316,-0.075778681,-0.037128493,-0.116099421,0.047128566,-0.119241964,-0.10737342,0.020363367,-0.008903715,-0.186800582,-0.018027657,-0.096125685,-6.62E-05,0.026856434,0.048641356,0.024116255,-0.093059061,-0.011675139,-4.23E-05,-0.023521305,-0.000372402,-0.008240083,0.066764592,0.032617343,-0.080126121,-0.007285817,-0.068339664,-0.01621947,-0.00746732,0.089175424,0.065611826,-0.054585571,-0.077192379,-0.090490109,0.027612018,0.008615764,0.062730471,0.013525143,-0.045872726,-0.018277344
7/15/2015 8:00,0.068493022,-0.070040789,-0.047566974,-0.112680641,0.075800095,-0.145216955,-0.108705502,0.055613534,-0.081997566,-0.161497019,-0.015020719,-0.10574354,-0.001859552,0.023814179,0.054105673,-0.002129447,-0.104134522,-0.001522096,0.037820872,0.038348772,0.002337434,-0.005301026,0.068734855,0.035350353,-0.086107097,-0.012737538,-0.068285479,-0.005229538,-0.021725206,0.080316163,0.065740263,-0.052433587,-0.074842469,-0.09643391,0.030440995,0.012159053,0.064265659,0.031528561,-0.04787469,-0.022896849
7/15/2015 9:00,0.084827643,-0.064656709,-0.050766458,-0.122219019,0.077146923,-0.131327411,-0.101228726,0.107112889,-0.111088377,-0.125448843,-0.000997264,-0.117570307,-0.007866164,0.017016499,0.03950813,-0.031373495,-0.098019307,0.012459499,0.061659721,0.060968831,0.014678714,0.000146753,0.067059479,0.047140411,-0.092822444,-0.008523382,-0.066252832,0.014897226,-0.036920759,0.063949661,0.066846388,-0.040644255,-0.066282278,-0.109016491,0.030067486,0.021053203,0.055277074,0.053435459,-0.038330257,-0.006219353
7/15/2015 10:00,0.107079654,-0.065237351,-0.043843567,-0.144963323,0.070698843,-0.105646873,-0.064124828,0.133688511,-0.165917957,-0.115955705,0.025239892,-0.126128475,-0.010948732,-0.003304531,0.014484388,-0.067250333,-0.056308738,0.058216577,0.070058695,0.088175739,0.036043696,0.005574131,0.054254479,0.065224494,-0.095111949,-0.000498866,-0.050622568,0.042887526,-0.064433337,0.008682703,0.068351558,-0.016725355,-0.051108106,-0.129518248,0.025802364,0.030998856,0.043955323,0.087143081,-0.013022852,-0.004585328
7/15/2015 11:00,0.133540097,-0.046681496,-0.066478044,-0.162115127,0.090486498,-0.026590276,0.00270069,0.136166244,-0.159772025,-0.09334422,0.060233493,-0.138065028,-0.010798928,-0.021050281,-0.020562992,-0.107229316,0.011882612,0.120135245,0.045956772,0.120212051,0.062766271,0.010603388,0.02860658,0.089163115,-0.101752026,0.012185914,-0.028526177,0.074038171,-0.117637006,-0.059411177,0.069738034,0.015472995,-0.031015764,-0.151727895,0.019249681,0.048444598,0.028467784,0.128934296,0.030992843,-0.006368047
7/15/2015 12:00,0.140283134,-0.016359423,-0.06348533,-0.176617862,0.082200609,-0.003629153,0.076283843,0.128101004,-0.133840954,-0.15646952,0.093165308,-0.126119233,-0.011529048,-0.037995875,-0.050174266,-0.123870294,0.068978597,0.166747692,-0.00210515,0.11747564,0.088265611,0.014423163,-0.000492039,0.098261046,-0.088750832,0.02951998,-0.018091808,0.098626644,-0.15795613,-0.103661844,0.071034202,0.046474682,-0.008554681,-0.159804928,0.007989699,0.049296575,0.009719032,0.148610428,0.055903713,-0.013992757
7/15/2015 13:00,0.14683777,0.02514068,-0.069312468,-0.184330774,0.064418242,0.039611722,0.089562738,0.085192713,-0.048274928,-0.190821574,0.12154946,-0.112871851,-0.030661835,-0.055133478,-0.077895131,-0.110565703,0.085757992,0.185663984,-0.043659111,0.090855423,0.110920552,0.026187175,-0.024498938,0.105132009,-0.072941452,0.04968313,-0.027424809,0.115905318,-0.183891877,-0.090723613,0.072334196,0.071054147,0.015418973,-0.168733673,-0.002968998,0.049303491,-0.015122397,0.146165025,0.054049842,0.007373857
7/15/2015 14:00,0.133653839,0.058894479,-0.025826901,-0.152929119,0.0343497,0.01860596,0.012739086,0.055600373,0.026570647,-0.200348584,0.146010167,-0.05913562,-0.049959737,-0.089791062,-0.117914858,-0.086333731,0.019967509,0.163535337,-0.070855648,0.061504587,0.13335681,0.038884057,-0.034599606,0.096266218,-0.01728282,0.089680934,-0.033576654,0.123734286,-0.20792048,0.028003387,0.074300689,0.092458223,0.040424921,-0.177258115,-0.02933376,0.008434637,-0.052721325,0.100986819,0.029307081,0.020403339
7/15/2015 15:00,0.118347661,0.104530261,-0.026426197,-0.110147788,0.030138077,-0.034148675,0.000562236,0.06029736,0.047581874,-0.220229062,0.155816603,-0.009240129,-0.053743263,-0.099655609,-0.141059431,-0.075867966,-0.024039346,0.144692064,-0.04679668,0.077367927,0.144606896,0.03933398,-0.033263384,0.073718912,0.026667329,0.116069495,-0.03506918,0.127460994,-0.221745437,0.090508593,0.075827912,0.102393543,0.050765778,-0.174581955,-0.055749533,-0.033365823,-0.070208034,0.068509306,0.00974716,0.008481959
7/15/2015 16:00,0.099497078,0.158084955,-0.026753307,-0.018543832,0.015241419,-0.06961441,-0.040617371,0.075052239,0.072168933,-0.187461687,0.150508003,0.030481301,-0.057668118,-0.091072626,-0.155524933,-0.068143111,-0.061569049,0.094432932,-0.020681246,0.131732325,0.1437815,0.03811832,-0.020654699,0.049289489,0.05793274,0.137632491,-0.030033928,0.11384936,-0.2292597,0.152359828,0.076573014,0.099464264,0.049695776,-0.176675659,-0.079702788,-0.053442484,-0.071813335,8.44E-05,-0.023212666,-0.045638304
7/15/2015 17:00,0.079790111,0.149482435,-0.024301375,0.019059654,0.030378679,-0.093783592,-0.054449934,0.077933397,0.030176235,-0.148783931,0.131306869,0.053206673,-0.043324378,-0.073729759,-0.140572067,-0.064350271,-0.064680098,0.065674835,0.024564199,0.166497562,0.131404565,0.026514626,-0.001411437,0.028253083,0.077594152,0.141173242,-0.041672504,0.102436019,-0.225651726,0.13335168,0.076535808,0.084544767,0.036418248,-0.155927433,-0.086082336,-0.078060785,-0.074726281,-0.021944465,-0.036382003,-0.064043472
7/15/2015 18:00,0.055952334,0.139692112,-0.044967302,0.042674171,0.055527064,-0.109454348,-0.063680564,0.077178683,-0.023820173,-0.091751005,0.101759108,0.055855287,-0.032601297,-0.063361738,-0.106645154,-0.065772961,-0.065514054,0.037010116,0.053805437,0.207338217,0.111207327,0.018804271,0.028666847,0.014162816,0.081461294,0.13131042,-0.055878691,0.077526579,-0.218957522,0.100647484,0.076091313,0.057796709,0.019323864,-0.136112108,-0.075345099,-0.09231604,-0.067934341,-0.034118058,-0.041622043,-0.078067607
7/15/2015 19:00,0.035503076,0.11820267,-0.050870868,0.054709149,0.05482466,-0.08033828,-0.030117465,0.076438709,-0.034824287,-0.036808614,0.066195721,0.048656629,-0.015027158,-0.040674405,-0.066505569,-0.056247385,-0.037849128,0.032117237,0.0583583,0.18871705,0.088289178,0.000959149,0.072138313,0.003158418,0.073800612,0.114327146,-0.082062257,0.058943416,-0.215761006,0.040689399,0.07653281,0.020618602,-0.008926394,-0.090925364,-0.050338845,-0.146114055,-0.072257453,0.067514594,0.013010255,0.042950296
7/15/2015 20:00,0.018664924,0.081214697,-0.023558804,0.026835561,0.033674487,-0.054007901,-0.017380336,0.050453637,-0.03671271,-0.010806789,0.036326625,0.035265892,-0.002903202,-0.033184756,-0.039591398,-0.039022188,-0.016918016,0.02069906,0.027150321,0.134161245,0.070080154,-0.00950148,0.110814642,5.84E-06,0.063062002,0.101356667,-0.09673277,0.038889344,-0.206239554,0.007907809,0.077235455,-0.006952012,-0.029275866,-0.077328057,-0.033207561,-0.143656199,-0.070497541,0.065775455,0.016736548,0.04061414
7/15/2015 21:00,0.012884151,0.060153779,0.009759225,0.019737455,0.014474247,-0.020417834,-0.009370151,0.035751456,-0.021772891,0.007148699,0.018483873,0.026384632,0.001912042,-0.02147357,-0.023940141,-0.029538185,-0.011474917,0.010389256,0.011263296,0.084270174,0.060399587,-0.016321175,0.138445615,-0.003735211,0.054252631,0.095526436,-0.106414879,0.033262233,-0.193082497,0.001902512,0.078185244,-0.023531765,-0.042546873,-0.070529179,-0.027881946,-0.1397219,-0.07073022,0.064459343,0.010989134,0.046136726
7/15/2015 22:00,0.005434902,0.030766999,-0.001103406,0.004906382,0.006570446,-0.00585911,-0.004728253,0.022042595,-0.014209494,-0.016313906,0.007303129,0.013881439,-0.00231073,-0.008460431,-0.015998961,-0.009848497,-0.005251416,0.009814711,0.009930355,0.036316456,0.054568254,-0.018525277,0.15441043,-0.004768217,0.040314231,0.097804611,-0.124721559,0.028000805,-0.185380067,-0.003812005,0.078893596,-0.035586436,-0.048410712,-0.063212558,-0.024715302,-0.126360344,-0.075726194,0.060466654,0.008257752,0.055123074
7/15/2015 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051335066,-0.020756936,0.164128435,-0.003965245,0.026504498,0.091949253,-0.125278307,0.016703447,-0.173878299,0.000789885,0.079464296,-0.036773477,-0.052068664,-0.081441986,-0.028618355,-0.064159502,-0.061781483,-0.04105818,-0.047492848,-0.067623399
7/16/2015 0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080165634,-0.042213741,-0.056102288,-0.078329636,-0.020350386,-0.046294948,-0.060530196,-0.043981943,-0.04988609,-0.058946747
