sensor_id,C1,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC_dist_2,PC_dist_3,PC_dist_5,PC_dist_7,PC_dist_10,CM_Sum,CM_Sum_Square,CM_Sum_sd,CM_Sum_Square_sd,T2_Hourly,T2_Hourly_Flag,T2_MDS,T2_MDS_Flag,T2_Growth,T2_Growth_Flag,grade_auto,grade
25018,1,353.0225134,-106.4562592,-189.2524413,-87.65223097,52.96767698,219.480094,-24.51089575,-1.944541523,-21.51882199,-20.97396012,1.293063333,1.502250861,1.483045465,1.630135677,1.618274396,195.9931684,167.9029013,-1.140900803,-1.214782314,299.2916797,1,2.76167669,0,10.68498018,0,Outlier,Outlier
25036,1,148.5664293,48.60588264,-217.9172773,-2.378057272,90.86897451,-44.82837953,-143.0178957,8.700129264,-45.45644642,-13.27108108,0.548175413,0.972065657,0.983677569,1.086580971,1.088652252,200.3472045,113.5868952,-1.081900383,-2.243919885,165.9137853,0,8.130305552,0,4.173350189,0,Good,Good
25038,1,65.88918506,-74.03967883,-144.5914844,47.96778568,-102.1996121,43.82854944,-41.45348266,-102.2840861,10.92160725,-4.542951821,0.347572555,0.635395767,0.724316467,0.736146369,0.807261333,262.4457595,189.1412763,-0.240418877,-0.81237405,313.5338727,1,3.826966181,0,6.879949705,0,Good,Good
25048,1,202.3362389,-25.98980168,-191.7715812,-44.71589959,-19.12019674,-21.8856829,-11.51856316,-26.44264408,-2.027848483,-12.17872011,0.715393258,1.014842303,0.987177259,0.967415338,0.963500122,266.4141343,202.2030269,-0.186644453,-0.564890127,193.4788518,0,2.748737079,0,1.052259011,0,Good,Good
25050,1,518.0401526,-183.9494524,169.4017165,-41.27741601,52.89368733,151.4689831,-356.2876398,107.0004718,-88.02410013,-63.44628965,1.927822615,2.085027045,2.011814558,2.362562533,2.396136246,213.4778465,200.3185597,-0.903970438,-0.600595551,410.6535918,1,14.91020585,0,48.2313896,1,Good,Good
25054,1,17.65669094,-319.7867548,223.534816,72.77307704,56.7737216,-121.5284162,234.3190674,215.9743267,-9.580620361,-20.83204112,1.123153565,1.415662375,1.394127237,1.629083311,1.771384314,249.7043658,189.0134405,-0.413074217,-0.814796185,256.424019,0,28.75631646,1,8.655762897,0,Good,Good
25060,2,-425.9690387,-352.2849841,200.4545602,55.25434328,77.16446847,-108.5037016,191.1833392,106.1997223,-68.51019336,44.55573683,1.9384826,2.131257263,2.06901111,2.153147918,2.180301793,261.3341618,188.8512986,-0.255481851,-0.817868323,276.1282491,0,28.12070771,1,4.143258973,0,Good,Good
25062,2,-426.364634,-284.4689629,240.4880288,36.00355859,86.50332287,11.47579849,147.8081169,209.274686,-50.91378143,24.69613699,1.797444478,2.052140514,1.993500958,2.010134038,2.120643702,262.2833146,192.0310033,-0.242620125,-0.757621744,279.1876002,0,30.29908404,1,4.088461235,0,Good,Good
25066,2,-358.0601266,-128.7516379,111.3719118,35.33745838,10.72819329,0.327095715,97.4160438,167.3647746,-54.50011016,41.29591478,1.334375402,1.437052662,1.383218266,1.390250713,1.505451409,233.559847,155.2789388,-0.631844428,-1.453971367,242.9779933,0,10.74094106,0,4.240075242,0,Good,Good
25068,1,358.9412024,-174.3463557,220.7484279,-83.52342708,-63.1142407,37.43754779,230.6488106,119.7950168,-26.83238396,-46.39391728,1.399386077,1.652946483,1.625372837,1.773713769,1.811846396,232.8553486,211.1080729,-0.641390905,-0.39616422,334.6868169,1,12.47551123,0,18.67449667,0,Good,Good
25074,3,-164.1297872,-79.22242474,245.5763983,25.0608911,-67.00665476,19.26011991,361.7898413,102.0072228,-134.0187086,-133.8824693,0.639121419,1.108463788,1.091020835,1.626138,1.765915776,261.4702754,205.0220894,-0.253637409,-0.511476717,304.1526494,1,39.49436542,1,9.455019831,0,Good,Good
25083,1,348.1757,-26.40330135,-236.4381488,10.43482147,-43.57583317,46.65236079,98.77817729,-29.81560187,-13.67763275,-15.46243611,1.224507108,1.528486218,1.473131686,1.485157687,1.476503588,177.4269963,92.45542186,-1.392486212,-2.644302657,150.9336592,0,5.161547665,0,2.115063572,0,Outlier,Outlier
25084,3,-210.1896318,-36.37159369,-12.50301691,-53.78885524,-102.6390218,159.0390657,221.4382812,-56.98455632,88.08001727,130.4225838,0.748058682,0.774508284,0.844405546,1.238760932,1.350067773,159.3000969,97.82478461,-1.638119153,-2.542568135,249.2597048,0,10.31162077,0,4.301346952,0,Good,Good
25086,3,-187.6826218,-21.31147628,-194.0996142,-144.7241405,64.69853024,80.64921395,48.19885821,-22.54110918,26.49241809,-14.83043608,0.662405134,0.981689352,1.090158296,1.110986879,1.108054351,107.8090556,90.8687936,-2.335860975,-2.674364859,162.991434,0,2.556650238,0,3.154940168,0,Good,Good
25089,1,464.5648835,-8.55736917,-27.9995111,-34.7448206,84.43239301,53.19117353,106.5410485,-9.912361366,-39.74141422,-33.61432109,1.629437583,1.687215233,1.647820806,1.658669902,1.65299576,217.7288611,205.4907534,-0.846366036,-0.502596836,131.5493672,0,4.705952172,0,2.234144348,0,Good,Good
25090,1,158.078967,10.30494128,40.73979364,-57.04687356,-90.043623,69.87155418,86.58113377,-16.83854143,53.7752988,-15.78773453,0.555536498,0.592877365,0.67821168,0.762097815,0.780256635,255.7684161,228.0714661,-0.330901835,-0.074754999,140.4489705,0,4.970981541,0,0.437027826,0,Good,Good
25092,3,8.877852718,77.11399255,-157.9919559,-89.99126068,139.6443084,3.58043863,3.184860992,-25.55257033,4.79694774,-7.724126204,0.272213747,0.638046025,0.840817283,0.821043286,0.818563496,220.1131623,142.1136575,-0.814056985,-1.703416911,163.8754103,0,1.754956741,0,2.146695407,0,Good,Good
25095,1,160.73727,35.85264436,55.55862786,58.09360134,105.7998563,-75.19397449,119.6642564,72.76167775,160.4377176,-43.18446118,0.577534053,0.629983184,0.735078153,0.862993046,1.050023919,247.987272,201.6674893,-0.436342112,-0.57503708,265.6045507,0,5.028736185,0,21.44011977,0,Good,Good
25101,3,-45.84787735,17.40895849,-95.08169543,-9.371571392,17.80863374,39.42556314,-32.42966048,21.85349815,44.89120843,23.08411077,0.171982487,0.387778003,0.378160054,0.407773272,0.444285656,279.4782812,224.2225831,-0.009615567,-0.14768065,130.9510975,0,3.763321635,0,1.361527421,0,Good,Good
25102,1,418.9210309,98.54297586,89.90549478,23.01219019,-96.19089473,-56.73966862,73.37664622,39.75416157,38.83386931,89.53707255,1.509192648,1.593552613,1.565413861,1.560338604,1.585989769,240.8908135,216.8235382,-0.532504391,-0.287872015,172.6221901,0,2.653214214,0,6.019869921,0,Good,Good
25107,1,588.2199975,36.09469899,-0.52154186,50.29496888,-13.17712026,0.70076979,-33.17058299,-113.9751726,64.83225613,-8.913886487,2.0666816,2.136089304,2.055157446,2.009584556,2.039446544,213.6856964,202.1272249,-0.901153918,-0.566326366,150.8830281,0,4.765133903,0,7.799513784,0,Good,Good
25110,1,484.389621,60.12921899,47.31382565,6.469516968,-72.7304601,32.6238578,-80.96756596,-93.00780733,-32.97248424,8.986054145,1.711721363,1.777499691,1.722317302,1.70734602,1.724062241,224.9375806,210.424201,-0.748682536,-0.409121696,226.9771918,0,7.016435346,0,5.735675947,0,Good,Good
25113,1,326.4454301,156.6668443,-39.43677217,23.00061631,-140.9604862,146.2704402,10.56997817,-98.37432055,0.13431671,-9.820215387,1.269806209,1.320212326,1.359076065,1.417007346,1.442711376,238.4798067,213.3910656,-0.565175323,-0.352907844,235.0679564,0,9.93803911,0,17.09208552,0,Good,Good
25114,1,291.5324901,128.8813956,50.18103915,29.78590789,-47.58525252,153.9954777,-5.446906581,-49.75255104,82.43755876,-5.06878521,1.117809955,1.169579889,1.137750965,1.22756991,1.258666991,238.9579201,217.1363521,-0.558696531,-0.28194506,195.6499088,0,2.297217407,0,12.73841748,0,Good,Good
25116,1,341.4270426,142.9695264,25.2054218,28.61454447,0.367205349,31.50576552,-55.68991207,-94.88272989,122.5090307,17.28706075,1.298070003,1.344771009,1.292642721,1.280516062,1.372628458,238.2068174,216.381246,-0.568874531,-0.296252226,288.552056,1,4.864651139,0,8.192873548,0,Good,Good
25119,3,-114.4926638,-25.9923279,-67.86199028,-132.0618365,97.87718457,27.64956994,5.711841315,-48.8708768,51.73211033,18.50182672,0.411725735,0.491526994,0.740252226,0.729017232,0.763387662,275.8649796,219.3609939,-0.058578484,-0.239794272,152.3804296,0,2.86101024,0,1.455851254,0,Good,Good
25120,3,-317.4056159,16.99234835,-94.12589663,-104.2229055,86.18879965,14.78101382,-49.74559382,-32.23939018,36.14024638,17.35953753,1.114689081,1.201577585,1.243727346,1.226928854,1.227848868,242.1683899,165.2256101,-0.515192282,-1.265509551,127.3489743,0,1.443981769,0,1.897110004,0,Good,Good
25122,2,-421.408074,-150.0633553,42.75634185,-78.17748555,92.92691529,-13.46498475,-48.17227496,-11.17190158,51.89521689,6.75214212,1.568719611,1.628792615,1.617014307,1.587764572,1.58337039,275.793525,212.1634023,-0.059546749,-0.376168658,242.7186548,0,3.837401642,0,2.831598335,0,Good,Good
25125,3,-10.17593087,29.45828836,-176.8934293,-118.6395457,127.3349953,14.99273161,97.51727395,-56.56234961,45.37867831,-4.772229547,0.10929578,0.651048288,0.868813629,0.911829368,0.935844152,230.7916493,149.2979182,-0.669355561,-1.567295108,166.6103323,0,1.447453613,0,4.298964548,0,Good,Good
25126,1,141.4682796,50.01727328,-202.1826749,3.263326865,75.09797303,4.215731496,57.34259728,-30.2553449,-44.7541567,-14.29325418,0.526203433,0.912606246,0.912779477,0.912223897,0.923112916,268.9038316,203.7432458,-0.152907206,-0.535707254,138.54018,0,2.852050629,0,1.296933977,0,Good,Good
25128,1,61.82309383,-45.16307682,-210.9040142,-33.58417301,88.54863377,-32.61358097,88.10828202,-44.05673037,-0.476961446,31.96980318,0.268493097,0.813260878,0.84600568,0.8852761,0.895984835,81.15829907,78.71715615,-2.696998505,-2.904604664,137.1679171,0,1.88975557,0,2.647764536,0,Good,Good
25131,4,572.196962,-8.658328196,205.4659884,140.1217624,-109.4100977,57.80635011,-35.83357954,1.792290352,135.0964127,3.100625373,2.006840914,2.203882447,2.200608961,2.16078136,2.188493488,228.7965286,212.2175597,-0.696390928,-0.375142524,237.8690556,0,2.03171681,0,15.01316556,0,Good,Good
25132,4,879.2512962,92.18767186,455.9901443,25.34389315,-72.52365306,13.33446972,-45.39507091,-39.42138178,40.72421361,-60.77236178,3.10030767,3.605563047,3.465824202,3.387455827,3.367824136,215.6638516,206.2042903,-0.874348447,-0.489077291,233.1620159,0,2.58591248,0,18.22237822,0,Good,Good
25134,1,151.4229986,109.2605761,28.37290922,38.08805055,-26.49478795,-99.32492163,32.8058006,110.4695543,71.96577445,-22.34775438,0.654822686,0.684582796,0.67560367,0.748934819,0.867474514,263.148086,217.9576727,-0.230901831,-0.266383315,215.5293078,0,3.399330536,0,3.525348226,0,Good,Good
25137,4,828.0734971,3.403577696,293.2789117,-50.99151271,-164.862765,66.89614603,27.89870878,159.5140117,67.44151631,-36.57000434,2.903957379,3.184168108,3.109995981,3.046195606,3.076159556,215.7574945,204.9499298,-0.873079516,-0.512843941,221.3785408,0,5.755957654,0,13.94243637,0,Good,Good
25140,1,563.0378993,136.1214392,84.27654028,-120.8184951,-71.23581894,180.565901,-67.75216082,115.8928617,-3.038604491,-26.79162351,2.031375929,2.121702275,2.090973565,2.143622073,2.161166863,214.2114875,203.4432607,-0.894029058,-0.54139114,216.9718732,0,7.883395103,0,13.5995844,0,Good,Good
25164,1,181.1797227,48.78922545,-124.6169714,-13.59378341,60.41957126,78.58404756,24.44022132,21.04555511,50.67218899,-2.15502933,0.658004692,0.816433663,0.811497403,0.839983358,0.852448007,269.8928031,218.6038378,-0.139505908,-0.25414028,179.3557388,0,2.71508102,0,2.087971794,0,Good,Good
25167,1,451.1692658,62.87736721,-68.2972442,147.2586556,-5.869891631,-18.16630549,-82.74332072,36.42514114,16.80186218,73.0034815,1.597476001,1.669579718,1.68001253,1.665153948,1.673378061,242.655936,199.69119,-0.508585671,-0.612482467,211.2352225,0,2.892864695,0,5.192466046,0,tbd,Outlier
25170,2,-727.185965,186.4241779,-30.92905599,-23.39710715,-50.91981645,-177.9824666,-60.70010336,-124.7596138,-10.01781616,-89.76698292,2.632602094,2.7233231,2.617253932,2.633588605,2.660142546,198.5133389,126.1544638,-1.106750622,-2.005799339,267.0906036,0,37.05469987,1,36.95884056,1,Good,Good
25171,1,-217.5221497,-174.6763263,-105.847974,-83.3180772,52.64476134,17.98163438,102.7844396,170.0123836,-25.04882635,-59.91351581,0.978328703,1.081521575,1.091597956,1.122936307,1.269570884,109.3339795,83.129798,-2.315197125,-2.820997347,147.8889824,0,9.889790405,0,1.68225805,0,Good,Good
25173,3,-269.9434472,106.3883627,-125.9984274,-109.5926264,116.4123033,-35.37817389,11.58099459,-42.49382541,33.73314593,-15.63414379,1.017519281,1.146571928,1.231246668,1.208666698,1.212460643,166.4774281,110.3792346,-1.540860988,-2.304696151,190.4436134,0,2.764602306,0,1.899599113,0,Good,Good
25176,1,315.4278314,119.1368584,-178.531782,-29.51830184,26.50773472,1.977049044,209.6320482,86.37694777,116.7156227,8.932353609,1.182430397,1.38288865,1.332492453,1.482513038,1.548050504,55.06316727,25.62013175,-3.050606907,-3.910645914,190.3750181,0,4.061420509,0,2.323510701,0,Outlier,Outlier
25177,1,209.732412,76.43960036,-137.349227,2.416825856,119.3275598,21.30355441,13.56578395,-62.34165135,25.8074731,16.0672579,0.782827667,0.950008551,1.000434228,0.98046366,0.998991044,261.9958262,210.5084326,-0.246515807,-0.40752574,202.5021319,0,2.618348946,0,1.759904209,0,Good,Good
25179,1,339.8682621,67.84522674,77.02518843,-2.986704791,46.313863,64.27468923,5.472725904,-32.81021656,-40.97799659,27.91526742,1.215383773,1.286851345,1.243797745,1.233858614,1.23870099,232.1121835,213.1490664,-0.651461343,-0.357493058,221.8494696,0,1.935387397,0,5.008168095,0,Good,Good
25182,1,349.7762262,-4.908110634,91.61202614,-14.50616495,140.2153027,13.44883098,-39.57651479,71.94090654,-2.25631852,70.64888738,1.22673491,1.310693775,1.348225852,1.323872553,1.354740612,236.9400506,216.6095265,-0.58604016,-0.291926944,165.6065175,0,1.363751383,0,3.420819133,0,Good,Good
25183,1,351.8806383,-165.9724592,-55.38661371,-109.9669729,73.48002978,85.95322696,47.77706791,-101.7321141,106.1491528,-34.7890645,1.364372816,1.424411709,1.440379516,1.445237797,1.519249481,225.3435779,205.3276511,-0.743180971,-0.505687171,194.0509389,0,3.719297027,0,10.94778922,0,Good,Good
25185,1,641.2662305,-73.35094357,-85.33403655,-141.3937339,198.7087719,-186.2438414,49.56362576,48.67666929,100.7415717,-63.20930871,2.26349086,2.359865142,2.415136565,2.446793717,2.46239341,184.8660104,178.4079447,-1.291682051,-1.015740897,222.2728187,0,6.70485184,0,22.22233821,0,Outlier,Outlier
25188,1,261.2466677,156.6358336,11.75487596,-53.41674599,79.59311337,-92.79887434,-49.62473737,-41.23041339,44.7943977,-4.740504491,1.068207562,1.104903758,1.110048924,1.140985309,1.148938031,249.8601683,221.5712254,-0.410962977,-0.19791652,163.7625851,0,4.754548975,0,1.284644121,0,Good,Good
25189,3,-191.7209235,196.2914126,123.7550425,-55.70143641,-49.58934354,-94.90372607,-34.08902623,-61.52088387,29.29321794,5.298013584,0.962228791,1.091022074,1.077239738,1.105907881,1.119520438,274.33016,232.0168987,-0.079376429,0,175.0915926,0,5.802415892,0,1.658243328,0,Good,Good
25191,1,96.93907237,223.1091053,-77.0352761,-50.32341261,15.54311775,-27.14527395,-50.60118625,-94.05273661,-22.74448715,-61.73187116,0.853073187,0.924878807,0.905080051,0.904827533,0.975926945,257.5121594,218.4644752,-0.307272819,-0.256780813,227.6648292,0,7.312678858,0,0.913817357,0,Good,Good
25195,1,17.19673268,59.11091048,-91.95853223,-89.81500119,177.379737,-17.15770314,37.31753884,98.81346903,55.3684551,51.77248075,0.21588745,0.401110474,0.790445268,0.784175775,0.882478638,257.3535241,189.8151161,-0.309422445,-0.799606658,197.845853,0,0.99540392,0,2.961906471,0,Good,Good
25197,3,-45.02819087,18.18696131,-167.6751675,-71.25719825,186.2581636,-33.75724653,41.0845487,-8.993759731,20.00250208,32.82192058,0.170301132,0.632736435,0.920676024,0.916760002,0.917942733,205.8362485,128.0917772,-1.007519762,-1.969092625,202.3140248,0,1.266706445,0,1.759489998,0,Good,Good
25200,1,501.6138737,-83.98215234,299.9115978,-121.6277754,197.8724824,208.9183328,-154.830527,-93.73604609,-112.7511932,72.23438999,1.783570496,2.140115847,2.204055469,2.325509221,2.36862869,213.7617522,201.966607,-0.900123306,-0.569369628,422.5555023,1,22.74453726,0,13.81039093,0,Good,Good
25201,1,433.726195,-20.36868331,143.7455417,-5.318901592,162.5480824,42.56184076,-136.0179607,33.25313246,-135.8835186,73.15791202,1.522690765,1.657830457,1.686303351,1.715811869,1.780834868,220.1602643,206.2079662,-0.813418718,-0.489007642,514.0273956,1,10.85813768,0,11.97572247,0,Good,Good
25203,1,608.7909772,128.765554,48.91362145,151.1505552,114.7638578,164.8780671,-15.46190751,-58.33127431,-100.4425712,75.88003621,2.182173597,2.262416597,2.266286543,2.282723726,2.309228082,201.7986037,190.7741911,-1.062232845,-0.781434847,381.3622229,1,5.772511536,0,25.01473603,0,tbd,Outlier
25206,1,153.2720172,40.85401312,-206.4937959,-33.87918448,121.7811159,-14.94302377,57.91861321,66.81849056,59.55232346,-12.98956858,0.556268867,0.943803437,1.005481983,1.002384842,1.038601661,110.6866956,75.93614749,-2.296866818,-2.95729706,133.8846111,0,2.248072132,0,2.635615924,0,Good,Good
25207,1,341.3018775,56.89693475,-181.8653114,-35.92833808,50.12340014,0.796818165,27.42878393,-83.75699507,-116.6095458,61.18917392,1.213413202,1.416850154,1.374689709,1.34531998,1.432369442,222.5675463,185.5234072,-0.78079826,-0.88092263,158.2877772,0,7.095870148,0,8.637765134,0,Good,Good
25209,1,349.9615559,-3.692689948,-34.33995297,-28.9607041,71.49983497,15.89400332,74.6631461,22.23460537,-23.03768573,32.08333312,1.227332398,1.274642608,1.250651384,1.248144407,1.245981772,232.5509539,215.8071114,-0.645515678,-0.307130482,197.9457235,0,2.331713385,0,1.503217344,0,Good,Good
25212,1,462.5868232,-72.01745037,-223.0052615,89.43019683,167.9970726,-62.21729888,-17.61896504,-143.5467407,43.33427272,-67.53538644,1.641766131,1.879586532,1.91886527,1.886163692,1.94876326,131.0968988,86.23434109,-2.020293417,-2.762174872,204.1715292,0,5.39508947,0,7.030835382,0,Outlier,Outlier
25213,1,299.9961279,10.33255014,-76.24565292,185.0919076,218.1190403,-49.52488719,-29.88623748,118.5474465,-60.49639025,76.2822259,1.052666438,1.122568981,1.464581777,1.443252768,1.520016402,197.2885097,119.9632028,-1.123347967,-2.123106552,217.9311983,0,4.096200645,0,10.62359799,0,Good,Good
25215,1,88.24121261,30.32209554,-77.83401304,27.89299197,138.1074269,-35.21524647,47.13067009,14.60106926,-1.476511794,-11.79181641,0.32720923,0.440419423,0.646312186,0.661785265,0.658728971,275.5632374,217.2559771,-0.062667316,-0.279678498,217.3412819,0,2.716316618,0,2.069449289,0,Good,Good
25224,1,447.9454177,91.96231013,95.94471587,50.95274479,87.19243946,-46.44528919,-32.63442907,-56.75994302,-23.41558176,-69.57440776,1.603641669,1.693587633,1.66059601,1.632615052,1.647341997,220.8499506,206.3749653,-0.804072957,-0.485843474,219.8690369,0,2.696444024,0,9.801511669,0,Good,Good
25225,3,10.24349197,92.12612882,222.8070588,48.59522516,31.97387567,-40.44777809,-50.9098534,-40.80952013,-18.19483602,87.93183189,0.325063853,0.874693506,0.862308431,0.870266171,0.923745792,261.551107,228.9421449,-0.252542082,-0.058258052,250.0150489,0,5.283268644,0,14.99155608,0,Good,Good
25227,1,319.95311,53.77320867,-120.7553121,76.34843485,60.03136138,21.07560805,40.8198914,54.43214299,50.36420036,-4.423076796,1.13776499,1.254788126,1.2490068,1.229307278,1.243292495,248.179416,207.1006325,-0.433738418,-0.472094094,168.2515406,0,3.361821464,0,2.682586776,0,Good,Good
25230,1,175.4700477,105.5363565,182.1559266,39.50330625,-62.37734073,67.34003622,-103.946691,-7.273792695,-22.79711308,106.0831243,0.718072009,0.993362413,0.985972633,1.0502505,1.102864916,248.4825841,222.8011556,-0.429630265,-0.174612755,248.7914321,0,2.088051283,0,2.625574107,0,Good,Good
25231,4,635.5258384,37.27425527,388.9936955,152.0954869,-108.2125689,21.15011141,-99.27860348,-8.76727341,84.11561116,0.393120615,2.23252633,2.704172455,2.671538007,2.630819537,2.622012325,227.4164403,213.0174179,-0.715092148,-0.359987431,251.0436593,0,1.451479961,0,18.72964219,0,Good,Good
25233,1,99.06756852,117.2395029,109.7491872,-49.85086807,144.3946312,-16.178631,-5.365483655,35.73055369,73.13998444,44.71823304,0.538270493,0.683935252,0.843350057,0.825381989,0.875297501,252.5658196,225.1411818,-0.374299395,-0.130275753,265.7957083,0,1.539597712,0,6.165707239,0,Good,Good
25236,2,-339.8430828,-145.3491338,182.9685231,85.87239722,89.69115307,26.72939555,-109.1610254,80.64593205,-70.23788587,91.35718732,1.296206918,1.494899145,1.496221276,1.509655278,1.568630709,278.9882703,220.0522716,-0.016255578,-0.226696478,291.194345,1,7.108558721,0,10.07437198,0,Good,Good
25237,2,-338.4745178,-143.2745811,-47.76954428,-102.4854477,145.414602,108.746255,-23.06855537,-19.35822495,1.568729719,20.17134671,1.288942288,1.343434396,1.428165737,1.444377789,1.434152425,241.4690592,162.4619693,-0.524668733,-1.317872874,161.7785596,0,4.057098538,0,3.318710454,0,Good,Good
25239,2,-394.4644884,-208.7736147,-70.88593276,-71.85064432,113.9326874,44.66370176,-94.18152257,1.377488449,-7.564952773,9.010650567,1.565128443,1.637968478,1.638062598,1.637831423,1.623220964,238.9491873,160.2056393,-0.558814867,-1.360624066,210.879871,0,6.715612459,0,2.724778352,0,Good,Good
25242,4,1000.30577,121.2278344,287.4022431,10.3253731,42.32790331,53.57858976,50.23884217,9.29828858,194.0809745,-88.87901504,3.533593201,3.797924232,3.64303639,3.565376136,3.604730002,200.848912,196.1553149,-1.075101873,-0.679477486,291.8781505,1,4.854275446,0,12.05971454,0,Outlier,Outlier
25245,1,680.3308608,-74.4409488,128.897434,84.76495855,109.1648003,35.43653252,114.333871,29.79077652,11.7470466,29.33422825,2.400060577,2.524276592,2.466421476,2.441925409,2.423810937,209.7150735,198.4661498,-0.954958804,-0.635693578,254.3833749,0,4.69220892,0,19.0564454,0,tbd,Outlier
25248,1,130.5289422,105.5259168,-9.530505466,-34.45804855,-67.48246549,38.18695972,77.77439014,-51.72989688,55.11080936,34.01628338,0.588624412,0.609372543,0.640590696,0.690995517,0.739109759,271.0158479,229.0727515,-0.124287818,-0.055783419,172.9707619,0,4.809665389,0,1.210908789,0,Good,Good
25249,1,68.55914077,126.8660624,-130.5302696,41.67927825,-104.9007763,-43.09421986,-54.53911995,-55.47401125,30.85909471,28.72398718,0.505709182,0.705020321,0.781218823,0.798297924,0.824862267,141.6225183,92.90364681,-1.877663461,-2.635810038,141.7521196,0,1.888083905,0,2.535152124,0,Good,Good
25251,1,132.7017773,117.8078,-129.8866896,42.48662007,-104.9929126,-10.05938387,-21.20303139,16.51938545,20.46734848,21.52203029,0.622290618,0.797080097,0.859284953,0.842679385,0.842684605,234.0907226,149.9365246,-0.62465067,-1.555195289,193.3826621,0,2.712537886,0,2.251176295,0,Good,Good
25254,1,101.9772717,34.13590198,-67.4563374,130.3879079,-195.2084113,-95.68051996,-21.3909465,-8.528090447,70.73775938,45.91422897,0.377123363,0.460127562,0.927072017,0.964236439,0.99690004,212.9467022,127.4120264,-0.911167838,-1.981972017,273.8616444,0,0.328721408,0,6.11740435,0,Good,Good
25255,1,112.2745605,-70.01898216,55.56903905,16.80281862,-154.3505748,-95.46818007,-28.72294899,-30.13952605,34.35747462,60.94172672,0.464022314,0.520183294,0.734466127,0.792769884,0.826115868,275.4163134,231.2739858,-0.064658245,-0.014076138,307.3136186,1,6.459050974,0,8.241159379,0,Good,Good
25257,1,121.2063558,49.77307657,-200.6940055,20.47002064,13.89974383,50.4916175,19.22492498,-38.96226982,-11.46945885,8.517141669,0.459496106,0.868750056,0.837025908,0.83747164,0.841386766,199.0967068,126.5197683,-1.098845554,-1.998877833,182.5192225,0,1.51388346,0,1.753134166,0,Good,Good
25260,1,289.4899667,15.28556684,-245.5509303,-159.2995831,-69.33580457,-138.4721307,2.973585134,21.95717018,-81.46816128,15.59616142,1.016613259,1.377040429,1.451190772,1.492623163,1.506706399,223.0188368,149.0270631,-0.774682938,-1.572427062,134.760876,0,3.227271773,0,2.742197037,0,tbd,tbd
25263,1,235.3950924,40.43836659,-119.0154631,-18.89559028,-92.38239057,-8.272678474,173.38781,-36.38076735,66.47325327,25.60756212,0.8375885,0.967244465,0.9831687,1.126011357,1.147550152,236.9077412,157.8444648,-0.586477977,-1.405361769,233.6180944,0,6.802319131,0,1.922315251,0,Good,Good
25266,1,118.198232,296.0884574,-119.4653745,-142.4649953,38.65627693,-93.91655626,61.53712269,138.6030734,60.70661473,-35.77303217,1.118016715,1.234030791,1.289066071,1.31485271,1.40359331,182.8082017,96.12302389,-1.319566886,-2.574811777,185.822884,0,9.074470308,0,4.90378715,0,Good,Good
25267,1,542.4528471,293.4470847,-184.1227353,-75.86017077,-80.76591009,-111.2969112,76.90211287,130.0087753,43.60703947,-42.23579465,2.162811603,2.332941024,2.268757365,2.261985207,2.292406686,133.7832022,96.98241269,-1.983892012,-2.558528745,197.6977272,0,7.021953051,0,2.413950772,0,Outlier,Outlier
25269,1,336.0215643,152.7449636,-153.7377545,-43.78051538,37.09043229,-51.9384663,71.69763714,90.95317937,-34.60751241,-12.33073837,1.294411663,1.449292643,1.403216213,1.402465619,1.42809493,214.4513925,150.0784387,-0.890778167,-1.552506412,160.0933103,0,6.213814434,0,3.329422737,0,Outlier,Outlier
25272,1,150.6030081,243.5577222,-182.1100857,-47.13908914,-171.4853838,131.6557044,17.44000936,83.26141099,52.19321937,-27.08023997,1.004220141,1.230056182,1.33094815,1.375240003,1.404950718,190.8461108,104.4771652,-1.210647253,-2.416523985,242.3505367,0,19.90288222,0,9.458201156,0,Good,Good
25273,4,899.2918307,300.2806136,225.8229909,-21.69856988,-6.899046901,85.57089547,-101.3761696,-53.90862145,80.63192456,-78.01953356,3.324849442,3.532645561,3.386574546,3.336754745,3.332348594,203.7271187,197.4292296,-1.036100037,-0.655340337,160.5938601,0,7.466625304,0,9.736929383,0,Good,Good
25278,1,391.4136398,152.0650233,-198.3627128,20.61042028,0.7518286,-35.20454282,46.53862344,-28.62143291,-6.520095777,-12.01681502,1.472579766,1.683311277,1.614858078,1.588944367,1.577900237,184.6180941,125.5205404,-1.295041501,-2.017810428,232.7128286,0,4.443499188,0,4.286481712,0,Outlier,Outlier
25279,1,18.32218607,111.3666877,-104.5700937,60.78312666,-102.2620609,-22.48461178,45.39712822,-43.41351062,4.340369012,67.20270128,0.395796934,0.557688047,0.67561055,0.681602142,0.727007454,264.8189878,190.5313514,-0.208259872,-0.786035987,148.8394414,0,2.06515464,0,0.871717461,0,Good,Good
25281,1,-40.82679004,155.9577299,-39.4414981,-106.2256056,14.83452935,-62.59458743,9.857605085,-53.46706495,-27.12327597,21.95480292,0.56535055,0.601570983,0.68645424,0.703791989,0.729560743,276.4531177,229.4566873,-0.050608778,-0.048508902,191.2858221,0,3.156407536,0,0.775213614,0,Good,Good
