source,target,value
13355,19870,-0.313114276988891
13355,20330,-0.406638263671269
13355,20332,-0.229753181916031
13355,20339,-0.156327012070583
13355,20340,-0.535561605594155
13355,20341,-0.477576998334915
13355,23499,-0.276781281191373
13355,23501,-0.314126133286091
13355,23505,-0.359632205105268
13355,23507,-0.429609195902185
13355,24129,-0.0432179500673055
13355,24526,-0.376194660342243
13355,24529,0.115729024113747
13355,24570,-0.247069829147902
13355,24571,-0.475627255433184
13355,24573,-0.403979616568677
13355,24576,-0.277831834402291
13355,24577,-0.142745465278279
13355,24579,-0.00985794415223517
13355,24582,0.379958861028643
13355,24583,-0.106089698768994
13355,24585,-0.233119831690346
13355,24588,-0.38903330858255
13355,24589,0.075021453448205
13355,24591,0.0950608240452264
13355,24594,0.160966460244186
13355,24595,-0.268387333444545
13355,24597,0.446735931329918
13355,24601,-0.15044205601568
13355,24603,-0.268383748839114
13355,24751,0.139193728517157
13355,24809,-0.575657462503798
13355,24837,0.139430949772399
13355,24839,-0.331987318551815
13355,24843,-0.447264570156278
13355,24845,-0.140595916075554
13355,24849,0.112135365893166
13355,24851,-0.371961411593313
13355,24855,-0.255348547496036
13355,24857,-0.449823325981385
13355,24922,-0.536426306257741
13355,24924,-0.322832062789553
13355,24928,0.0746447058552631
13355,24930,-0.125839118460697
13355,24934,-0.113169943922266
13355,24936,-0.351369726500898
13355,24940,-0.517582978124694
13355,24942,-0.434378240616953
13355,24946,-0.225253590944312
13355,24948,0.0166208339462803
13355,24952,0.152579604191953
13355,24954,-0.335246895383585
13355,24958,-0.457037721211802
13355,24960,-0.457706605553986
13355,24964,-0.266979644960977
13355,24966,-0.120932289479208
13355,24970,-0.344915318990275
13355,24972,-0.379250161302695
13355,24976,-0.40296252053744
13355,24978,-0.381680758511429
13355,24982,-0.474671973007493
13355,24984,-0.335732128846263
13355,24988,0.530392668760215
13355,24990,-0.14167527519576
13355,24994,-0.0946357806794356
13355,24996,-0.185091587635813
13355,25002,-0.451498715630875
13355,25012,-0.34625883706942
13355,25014,-0.186156813179695
13355,25018,-0.277025871328422
13355,25036,-0.19535880459418
13355,25038,-0.144785242402623
13355,25048,-0.0783235041143886
13355,25050,-0.414395649148695
13355,25054,-0.213553227255608
13355,25060,-0.389332110926092
13355,25062,-0.415315157224704
13355,25066,-0.345616578777372
13355,25068,-0.304874357734328
13355,25074,-0.296453147288208
13355,25083,0.515257110145839
13355,25084,-0.232997510930612
13580,17221,0.613006576544881
13580,17222,0.438830229241588
13580,19767,-0.0649172607858893
13580,19768,-0.0133071866840696
13580,19769,-0.113721239079918
13580,19794,0.183281514686042
13580,19795,-0.232004292397785
13580,19796,0.396534197829357
13580,19861,0.100841907237525
13580,19862,0.224275528323189
13580,19866,0.225911336095187
13580,19867,0.144260215803921
13580,19868,0.210177470474982
13580,19870,0.0977200655669302
13580,20330,0.0323582287895009
13580,20332,0.203428139235244
13580,20339,0.201948798126075
13580,20340,-0.138688751856213
13580,20341,-0.113000383936392
13580,23499,0.151552159899651
13580,23501,0.0367431848815709
13580,23505,0.0956865844616022
13580,23507,0.0150425515892727
13580,24129,0.10139901859437
13580,24526,0.102171677768637
13580,24529,0.55632407942493
13580,24570,0.154092510776852
13580,24571,-0.0812331705048341
13580,24573,0.04150717164177
13580,24576,0.0906688584273372
13580,24577,0.24709063393143
13580,24579,0.273316411554944
13580,24582,0.0134874288425827
13580,24583,-0.237879074059774
13580,24585,0.163506908106574
13580,24588,0.0277655912209862
13580,24589,0.419292380464326
13580,24591,0.359426040911433
13580,24594,0.393678998064788
13580,24595,0.188762999243504
13580,24597,0.615266899373259
13580,24601,0.255691083341119
13580,24603,0.13943378452742
13580,24751,0.585918461306115
13580,24809,-0.320180937661979
13580,24837,0.352999160472563
13580,24839,0.133165251116449
13580,24843,-0.00844799652757678
13580,24845,0.26818143836728
13580,24849,0.515107537719036
13580,24851,0.125510305185108
13580,24855,0.185153853220449
13580,24857,0.0208903072347963
13580,24922,-0.185429637025567
13580,24924,0.168440568276118
13580,24928,0.349781723612436
13580,24930,0.196343003793106
13580,24934,0.402867923414446
13580,24936,0.137395804823529
13580,24940,-0.0732296640254533
13580,24942,0.0346128007008459
13580,24946,-0.102610439653623
13580,24948,0.363775337350321
13580,24952,0.359855252416834
13580,24954,0.109507756144548
13580,24958,-0.00577475885470192
13580,24960,-0.0821824141588001
13580,24964,0.234181502488762
13580,24966,0.43177752682438
13580,24970,0.159852417240083
13580,24972,0.0938107094816563
13580,24976,-0.00297461422464541
13580,24978,0.0618000349667352
13580,24982,-0.00497005024168624
13580,24984,0.145341581260667
13580,24988,0.812316802357195
13580,24990,0.295858858578167
13580,24994,0.404562805336427
13580,24996,0.267924156580629
13580,25002,-0.0381707126183036
13580,25012,0.130681995917271
13580,25014,0.303011204893228
13580,25018,0.0365100884438541
13580,25036,0.309400875374742
13580,25038,0.382272983306104
13580,25048,0.339210866639589
13580,25050,0.0289126495247241
13580,25054,0.248427250158167
13580,25060,0.0801340255289004
13580,25062,0.0731922998043501
13580,25066,0.122393975744639
13580,25068,0.149927841529456
13580,25074,0.149248073031146
13580,25083,0.76766908951848
13580,25084,0.142887510282141
17221,17222,0.66153065172844
17221,19767,0.437593134992809
17221,19768,0.481359092815032
17221,19769,0.385048375799229
17221,19794,0.426072651661978
17221,19795,-0.00227863211573705
17221,19796,0.653815683711711
17221,19861,0.550428281443472
17221,19862,0.62424175758326
17221,19866,0.684337643245504
17221,19867,0.585861537017917
17221,19868,0.713144735878287
17221,19870,0.539552875049045
17221,20330,0.514408143107246
17221,20332,0.655315259497627
17221,20339,0.670103197337001
17221,20340,0.365452299933512
17221,20341,0.451667289300338
17221,23499,0.622571408545555
17221,23501,0.566125018964779
17221,23505,0.51990645485753
17221,23507,0.485764819669503
17221,24129,0.307646630592473
17221,24526,0.618332928268859
17221,24529,0.814992528749061
17221,24570,0.627412933656591
17221,24571,0.429448958942727
17221,24573,0.525176395117478
17221,24576,0.572383058965706
17221,24577,0.683460258806453
17221,24579,0.58870548376641
17221,24582,-0.143209836612209
17221,24583,0.19695641609712
17221,24585,0.601130355992495
17221,24588,0.559101609160634
17221,24589,0.669666253343899
17221,24591,0.822664014478523
17221,24594,0.787158594938851
17221,24595,0.614595977964866
17221,24597,0.810351498515248
17221,24601,0.696078849776428
17221,24603,0.609446855512245
17221,24751,0.815440216151948
17221,24809,0.130536149208709
17221,24837,0.556459403123892
17221,24839,0.531767443398192
17221,24843,0.478603268312585
17221,24845,0.721724312608538
17221,24849,0.805845127161308
17221,24851,0.525247064268696
17221,24855,0.65782543781591
17221,24857,0.493937946810653
17221,24922,0.208284809400653
17221,24924,0.595346894073241
17221,24928,0.465175164428075
17221,24930,0.500599122808538
17221,24934,0.555894306579968
17221,24936,0.534050476985276
17221,24940,0.426596740623079
17221,24942,0.498476805124396
17221,24946,0.080893963591662
17221,24948,0.501641986008834
17221,24952,0.809992087053783
17221,24954,0.569291046851621
17221,24958,0.463059673308016
17221,24960,0.295077762173675
17221,24964,0.598367003458806
17221,24966,0.556194319350821
17221,24970,0.513501333928589
17221,24972,0.518805634340869
17221,24976,0.378175027324988
17221,24978,0.524725579865304
17221,24982,0.453828453069917
17221,24984,0.582727992239965
17221,24988,0.676543024185968
17221,24990,0.724625273152945
17221,24994,0.58737350678226
17221,24996,0.436349547617081
17221,25002,0.440696784120206
17221,25012,0.559171209680005
17221,25014,0.623631181970556
17221,25018,0.268554289472539
17221,25036,0.555237284021983
17221,25038,0.69533996065946
17221,25048,0.704291029366832
17221,25050,0.432178458698341
17221,25054,0.665612854316899
17221,25060,0.550734037815596
17221,25062,0.523292697462438
17221,25066,0.592497289910185
17221,25068,0.448642232708432
17221,25074,0.480831974804695
17221,25083,0.641281365478469
17221,25084,0.674901823190221
17222,19767,0.723875795993595
17222,19768,0.770371712883865
17222,19769,0.698214138426196
17222,19794,0.519099260660349
17222,19795,0.0710126786665469
17222,19796,0.678521757435251
17222,19861,0.798378586002072
17222,19862,0.73838392135127
17222,19866,0.798158457882732
17222,19867,0.480711814960879
17222,19868,0.786351636654963
17222,19870,0.781221286820384
17222,20330,0.801047528196358
17222,20332,0.795787595957442
17222,20339,0.828064042772323
17222,20340,0.667920282722002
17222,20341,0.652015412059691
17222,23499,0.859800325677049
17222,23501,0.763766694780505
17222,23505,0.829470022392629
17222,23507,0.797501136971497
17222,24129,0.68639795909269
17222,24526,0.794640150644108
17222,24529,0.711658323796546
17222,24570,0.733191211551974
17222,24571,0.72241657961352
17222,24573,0.799569542129381
17222,24576,0.77040709421557
17222,24577,0.84103914915655
17222,24579,0.577701049719861
17222,24582,-0.276008947530672
17222,24583,0.411967704833292
17222,24585,0.82839604288108
17222,24588,0.788625066080241
17222,24589,0.828249778326838
17222,24591,0.735941584951525
17222,24594,0.636155324243646
17222,24595,0.84462865643728
17222,24597,0.445573361948376
17222,24601,0.873823252257612
17222,24603,0.835309716608105
17222,24751,0.900072140449957
17222,24809,0.298159688982378
17222,24837,0.614298351534674
17222,24839,0.800937625535205
17222,24843,0.778264155841087
17222,24845,0.820554577229504
17222,24849,0.620142567731953
17222,24851,0.811648049799684
17222,24855,0.792610101811926
17222,24857,0.774293921400419
17222,24922,0.616029296535149
17222,24924,0.831335185810548
17222,24928,0.683346756994672
17222,24930,0.792433391924317
17222,24934,0.837414769431877
17222,24936,0.867186116708997
17222,24940,0.738076459910526
17222,24942,0.793212569175704
17222,24946,0.288967206355231
17222,24948,0.581112960209204
17222,24952,0.698082442413806
17222,24954,0.823874078072528
17222,24958,0.771612967965302
17222,24960,0.685532106589518
17222,24964,0.841372038969339
17222,24966,0.901687619956342
17222,24970,0.867788129467253
17222,24972,0.768574631111895
17222,24976,0.731160866956645
17222,24978,0.820713639619307
17222,24982,0.794777432145344
17222,24984,0.866481586575185
17222,24988,0.430246715601355
17222,24990,0.84538004636769
17222,24994,0.868950861268311
17222,24996,0.722574102351751
17222,25002,0.759024838170254
17222,25012,0.855601785234392
17222,25014,0.869299278377806
17222,25018,0.486275413637013
17222,25036,0.86461265977506
17222,25038,0.884107444493294
17222,25048,0.850823770920818
17222,25050,0.776228300699153
17222,25054,0.728513202174864
17222,25060,0.804313852106946
17222,25062,0.805009787844202
17222,25066,0.814278696053824
17222,25068,0.827360734005352
17222,25074,0.807088908217569
17222,25083,0.437389336118568
17222,25084,0.64036698512519
19767,19768,0.98003951759006
19767,19769,0.982910355105712
19767,19794,0.615516467666876
19767,19795,0.350175190389258
19767,19796,0.624965529181107
19767,19861,0.917943493768096
19767,19862,0.810436235439812
19767,19866,0.893635272099045
19767,19867,0.689368105608542
19767,19868,0.857928670517095
19767,19870,0.93821799159027
19767,20330,0.942431488754364
19767,20332,0.889002706861393
19767,20339,0.854931336321543
19767,20340,0.974910434868633
19767,20341,0.968800194994414
19767,23499,0.926151772366354
19767,23501,0.910917452307223
19767,23505,0.930173855773639
19767,23507,0.957943225272985
19767,24129,0.52533143592097
19767,24526,0.937509225525449
19767,24529,0.538099254421886
19767,24570,0.896235733441083
19767,24571,0.986925344955001
19767,24573,0.972172188917179
19767,24576,0.938780858607198
19767,24577,0.857794379617441
19767,24579,0.679365672083198
19767,24582,-0.406043741916472
19767,24583,0.545925979634834
19767,24585,0.909849730650576
19767,24588,0.960484296292283
19767,24589,0.742654156012078
19767,24591,0.693935990038711
19767,24594,0.584803074998876
19767,24595,0.87721764380625
19767,24597,0.192780409037584
19767,24601,0.851419522543253
19767,24603,0.897559001494887
19767,24751,0.678457487329903
19767,24809,0.638239093777647
19767,24837,0.45546005327372
19767,24839,0.928805233377091
19767,24843,0.97295641107442
19767,24845,0.842464563497889
19767,24849,0.508018658442063
19767,24851,0.928040525817065
19767,24855,0.912990222887192
19767,24857,0.96608899755037
19767,24922,0.814900811918549
19767,24924,0.927684239471593
19767,24928,0.44697461785796
19767,24930,0.656312504249212
19767,24934,0.682669634201614
19767,24936,0.896949873443157
19767,24940,0.975291415168143
19767,24942,0.968656287565177
19767,24946,0.283636351647031
19767,24948,0.44042194583976
19767,24952,0.564187396015415
19767,24954,0.936286737290976
19767,24958,0.97471911069694
19767,24960,0.895948762377839
19767,24964,0.892598113725988
19767,24966,0.757911528583744
19767,24970,0.930183031300156
19767,24972,0.956169038070911
19767,24976,0.924517422013428
19767,24978,0.947660468906773
19767,24982,0.968617471960181
19767,24984,0.942824961920091
19767,24988,-0.025143455260123
19767,24990,0.83910966198821
19767,24994,0.779204858556636
19767,24996,0.716579313182116
19767,25002,0.973803171532614
19767,25012,0.927968544142973
19767,25014,0.832334113294392
19767,25018,0.666167431037146
19767,25036,0.836759754352498
19767,25038,0.834479039673427
19767,25048,0.832645344668272
19767,25050,0.860872256444534
19767,25054,0.829816103634219
19767,25060,0.944334429554207
19767,25062,0.964933040806047
19767,25066,0.949133025331954
19767,25068,0.856258912468016
19767,25074,0.887744186652371
19767,25083,0.133954904597814
19767,25084,0.830724242630557
19768,19769,0.971992617504389
19768,19794,0.609278351635683
19768,19795,0.302637939453709
19768,19796,0.635676517258652
19768,19861,0.943607699384803
19768,19862,0.829192998360565
19768,19866,0.902092822065628
19768,19867,0.668646379317286
19768,19868,0.886171050188517
19768,19870,0.93915574927252
19768,20330,0.950006305280273
19768,20332,0.907285860817881
19768,20339,0.897564286235568
19768,20340,0.954420795307872
19768,20341,0.953540017591676
19768,23499,0.941009137659531
19768,23501,0.911923558097742
19768,23505,0.938197270295091
19768,23507,0.962497907955031
19768,24129,0.555210702272784
19768,24526,0.953370967863401
19768,24529,0.547514148719449
19768,24570,0.891378591142916
19768,24571,0.973069089931173
19768,24573,0.975230161372904
19768,24576,0.939451717480159
19768,24577,0.896536343780336
19768,24579,0.687189977764324
19768,24582,-0.370416056539461
19768,24583,0.551229865822863
19768,24585,0.924066904751612
19768,24588,0.966920097582885
19768,24589,0.772647985111897
19768,24591,0.734093529762988
19768,24594,0.635405395822513
19768,24595,0.923763348264991
19768,24597,0.235819174562886
19768,24601,0.881837819883374
19768,24603,0.926453235608901
19768,24751,0.727906939944773
19768,24809,0.581055710971168
19768,24837,0.490882257345806
19768,24839,0.934949783855997
19768,24843,0.972180048296573
19768,24845,0.869951905808755
19768,24849,0.530611194973049
19768,24851,0.930547553580871
19768,24855,0.904189184428912
19768,24857,0.95205750272646
19768,24922,0.831684418268285
19768,24924,0.923574671018864
19768,24928,0.452046606046126
19768,24930,0.676280297642103
19768,24934,0.714054034369307
19768,24936,0.91601186038326
19768,24940,0.962117281991356
19768,24942,0.966150645579709
19768,24946,0.319485786225117
19768,24948,0.458940962821355
19768,24952,0.592712140259126
19768,24954,0.942224675478094
19768,24958,0.967618459328606
19768,24960,0.902197995065578
19768,24964,0.90545399643373
19768,24966,0.770929318927916
19768,24970,0.928297003198906
19768,24972,0.9363877027134
19768,24976,0.922534466181214
19768,24978,0.944873757388278
19768,24982,0.968501538562666
19768,24984,0.94941390419289
19768,24988,0.0387799434135049
19768,24990,0.85230821115253
19768,24994,0.810015659758815
19768,24996,0.719104188080526
19768,25002,0.969635925472305
19768,25012,0.927655167317132
19768,25014,0.835807743331512
19768,25018,0.638728951882363
19768,25036,0.845138029316422
19768,25038,0.854045719998831
19768,25048,0.84838538187319
19768,25050,0.878285367589652
19768,25054,0.814468300155708
19768,25060,0.937492520876492
19768,25062,0.960289102080787
19768,25066,0.950807193419678
19768,25068,0.879455590941913
19768,25074,0.903678029271985
19768,25083,0.149469539766798
19768,25084,0.812343315536967
19769,19794,0.612245504228224
19769,19795,0.351975870414407
19769,19796,0.533787887673925
19769,19861,0.907849774807764
19769,19862,0.772377502630795
19769,19866,0.852101314035595
19769,19867,0.633752573413807
19769,19868,0.820141615078365
19769,19870,0.928598075379951
19769,20330,0.919800576909419
19769,20332,0.854692463868111
19769,20339,0.826453488450447
19769,20340,0.984738541025064
19769,20341,0.958754500236397
19769,23499,0.89624217413092
19769,23501,0.879996556140033
19769,23505,0.897355690389973
19769,23507,0.936101136553746
19769,24129,0.555220392335824
19769,24526,0.911004272304827
19769,24529,0.454617759892142
19769,24570,0.870170471983851
19769,24571,0.984650146627823
19769,24573,0.946483491248651
19769,24576,0.90341189060245
19769,24577,0.826658937376837
19769,24579,0.650193326781123
19769,24582,-0.355917355179726
19769,24583,0.554457747279267
19769,24585,0.894416299418645
19769,24588,0.943365778314716
19769,24589,0.682833183934746
19769,24591,0.653122996074174
19769,24594,0.521298938410339
19769,24595,0.853134182982111
19769,24597,0.114392620755689
19769,24601,0.809474684508582
19769,24603,0.869489563093506
19769,24751,0.641406181009268
19769,24809,0.669587210461964
19769,24837,0.484105225893279
19769,24839,0.894659401794595
19769,24843,0.949501543033029
19769,24845,0.792063884355535
19769,24849,0.443495676948204
19769,24851,0.901082167303485
19769,24855,0.87397620602578
19769,24857,0.945988283490595
19769,24922,0.839221356934752
19769,24924,0.893177101865721
19769,24928,0.411084109594779
19769,24930,0.646616512185912
19769,24934,0.636474517819701
19769,24936,0.873573877893362
19769,24940,0.970385452598966
19769,24942,0.949349877071794
19769,24946,0.256832988513012
19769,24948,0.426785974710691
19769,24952,0.498127355860688
19769,24954,0.903424872843077
19769,24958,0.958799267302549
19769,24960,0.885092940103761
19769,24964,0.871015856496779
19769,24966,0.736679238145829
19769,24970,0.907556842723398
19769,24972,0.923258835864261
19769,24976,0.902529190744466
19769,24978,0.925185455036161
19769,24982,0.959468055045304
19769,24984,0.923222498051337
19769,24988,-0.0659985554623151
19769,24990,0.813885577967803
19769,24994,0.7483915442804
19769,24996,0.707364112433986
19769,25002,0.961577085071582
19769,25012,0.897933035424264
19769,25014,0.790048611532377
19769,25018,0.679067388901368
19769,25036,0.818245030839252
19769,25038,0.79480189499362
19769,25048,0.790284373224999
19769,25050,0.853439417394621
19769,25054,0.777352847783637
19769,25060,0.918109145935649
19769,25062,0.94185230271151
19769,25066,0.920332782874907
19769,25068,0.825742245897265
19769,25074,0.849346530234421
19769,25083,0.0650748292169744
19769,25084,0.801593839134934
19794,19795,0.420335166070038
19794,19796,0.617278279130838
19794,19861,0.632762990377814
19794,19862,0.614849402234027
19794,19866,0.560359267442853
19794,19867,0.400355366864279
19794,19868,0.586800131069992
19794,19870,0.679622054451528
19794,20330,0.585938466488367
19794,20332,0.479317191888098
19794,20339,0.47503056001261
19794,20340,0.630253589061647
19794,20341,0.593833892149948
19794,23499,0.605293483017055
19794,23501,0.564511092949266
19794,23505,0.583875291574522
19794,23507,0.629243188570594
19794,24129,0.295729092550976
19794,24526,0.644338565189078
19794,24529,0.409700930905339
19794,24570,0.528132569383673
19794,24571,0.599476312309855
19794,24573,0.565791261109802
19794,24576,0.503858279505807
19794,24577,0.538037793088367
19794,24579,0.324758989826588
19794,24582,-0.447238136792634
19794,24583,0.0989681017047082
19794,24585,0.513790711459981
19794,24588,0.638881640023319
19794,24589,0.373790906455364
19794,24591,0.425469732063204
19794,24594,0.406047409075167
19794,24595,0.519937925295963
19794,24597,0.262829258453228
19794,24601,0.539807394986672
19794,24603,0.558370974621581
19794,24751,0.631387768789614
19794,24809,0.252419673807051
19794,24837,0.339987681094209
19794,24839,0.585240826988203
19794,24843,0.619858216658561
