id,1000,1161,1162,1163,1164,1491,1492,1493,1494,1611,1612,1613,1614,1821,1822,1823,1824,2000,2031,2032,2033,2034,2241,2242,2243,2244,2631,2632,2633,2634,2731,2732,2733,2734,3000,3681,3682,3683,3684,4000,4001,4002,4003,4004
1,0.099559,-0.140825,-0.0859955,0.000759281,0.0369425,-0.0993305,-0.16743,-0.25408,-0.0131825,-0.0932225,-0.0908455,-0.06758,0.0587745,-0.188625,0.0378375,0.11969,-0.089345,0.14868,-0.0566145,-0.01147125,-0.15969,-0.0955485,-0.103375,-0.0925815,-0.086137,-0.0622265,-0.06366,-0.0728775,-0.0671205,0.11754,-0.133745,0.0119775,3.54025,-0.0923425,0.132795,-0.15358,-0.170995,0.0019121,0.0009795,0.1442,-0.100525,-0.13783,0.046142,0.099559
2,0.0739565,0.022715,-0.0984325,0.0190645,-0.000781605,-0.156845,-0.045337,-0.069078,-0.090305,-0.22991,-0.145785,0.0032112,-0.021425,-0.10884,-0.233355,0.048262,0.030879,0.25369,-0.0288985,0.10519,-0.11188,-0.18802,-0.193635,-0.145845,-0.18807,-0.10453,-0.17478,-0.059064,-0.0930345,-0.0359185,-0.262855,-0.27142,-0.266955,-0.26342,0.163655,-0.24243,-0.115565,-0.033313,-0.26702,0.169745,-0.0661055,-0.070194,0.135735,0.0739565
3,0.113085,-0.20096,-0.00736155,-0.067036,0.075921,-0.0393655,-0.205065,-0.0346225,-0.023607,-0.160275,-0.19057,-0.156065,-0.18676,-0.2986,-0.11984,-0.040676,0.0653845,0.16246,-0.0632405,0.0214015,0.0517975,-0.114945,0.00861355,-0.059227,0.0134305,0.071355,-0.059221,-0.178005,-0.18883,0.0133175,-0.129055,-0.0345745,-3.9953,-0.17423,0.145665,-0.046536,-0.158535,0.063092,0.0260865,0.13898,-0.0649825,-0.0409515,0.0450325,0.113085
4,-0.145185,0.056236,-0.0300865,0.00606925,-0.0536,-0.16625,-0.058358,-0.055382,-0.118945,-0.123845,-0.136535,-0.093062,-0.23729,-0.096335,-0.233935,-0.037609,0.022621,0.23212,0.046604,-0.0107212,0.0173855,0.167305,-0.0423455,-0.084668,-0.0135243,-0.055679,-0.1398,-0.138295,0.10161,-0.190945,-0.261745,-0.18446,-6.84155,-0.119965,0.16675,-0.0623455,-0.131305,-0.18898,-0.0366875,0.151655,-0.0581775,-0.18848,-0.1009095,-0.145185
5,-0.0133315,-0.090816,-0.127275,0.040216,0.000542425,-0.219965,-0.23554,-0.069621,-0.0219915,0.050411,-0.180655,-0.422795,-0.060765,-0.19034,-0.2902,-0.192265,-0.029956,0.153325,0.0358815,-0.068831,-0.088041,-0.0347745,-0.00691395,0.013179,-0.09469,0.032018,-0.1309,-0.11569,0.084583,-0.084376,-0.166025,-0.1354,-9.3493,-0.15369,0.14287,-0.20801,-0.28816,0.069592,0.059053,0.144335,-0.045327,-0.070384,-0.0117735,-0.0133315
6,0.0168695,0.0005895,-0.060761,0.083113,-0.01413,-0.11977,-0.146725,-0.0576935,-0.22424,-0.345095,-0.0432725,0.10988,-0.001633675,-0.16768,-0.102815,0.0321035,-0.15864,0.2349,-0.00419125,0.143245,-0.0206925,-0.097992,-0.10734,-0.106095,-0.115895,-0.16088,0.0454785,-0.121685,-0.14075,0.005958,-0.078396,-0.194535,-11.5685,-0.24745,0.165935,-0.14019,0.0406505,-0.049078,-0.075808,0.16798,-0.183975,-0.0135325,-0.0512505,0.0168695
7,0.077798,-0.0368385,-0.053095,0.0566145,-0.0148075,-0.0766195,-0.218975,-0.16746,0.0684595,-0.342415,-0.27531,0.036327,-0.042003,0.087817,0.0121676,0.0648735,-0.12332,0.135465,-0.013646,0.019538,-0.0817485,-0.070608,-0.13146,-0.0797315,0.0766325,-0.116735,-0.12914,-0.11341,-0.166115,0.152495,-0.1219,-0.0192215,-13.5535,-0.01276,0.169395,-0.07612,-0.208125,0.095569,0.0198135,0.118375,-0.135185,-0.093785,0.00232055,0.077798
8,0.020665,-0.00408145,-0.060963,0.0323105,0.0544425,-0.28105,-0.14243,-0.0298735,0.0044038,-0.226275,-0.17824,0.026859,-0.0758575,-0.18573,-0.18738,0.0573875,0.091445,0.227895,0.0463835,0.0236435,-0.0723705,-0.0261845,-0.0265675,-0.14381,-0.002293505,0.0375025,-0.0292335,-0.11318,0.0152535,-0.0513705,-0.10472,-0.328195,-14.9285,-0.18396,0.159305,-0.255585,-0.0616155,-0.0301095,-0.0758185,0.16657,-0.11171,-0.121335,0.119795,0.020665
9,0.016055,-0.154645,-0.104195,-0.00597085,0.048917,0.034572,-0.218545,-0.071586,-0.0042201,0.064809,-0.21509,-0.148685,-0.30539,-0.28799,-0.0580135,-0.0375775,0.026799,0.16345,0.00397565,-0.0311545,0.0978035,0.041788,0.0180345,-0.055327,-0.0939705,0.0448515,-0.100285,-0.035131,0.12751,-0.061839,-0.257695,-0.18556,-16.131,-0.130775,0.12686,-0.199345,-0.129535,-0.0698495,0.146295,0.143355,-0.0681035,-0.0776515,0.0110035,0.016055
