id,min,quantile_25,median,quantile_75,max,mean,sd,mad,skness,kurtos,min_bc,quantile_25_bc,median_bc,quantile_75_bc,max_bc,mean_bc,sd_bc,mad_bc,skness_bc,kurtos_bc,min_op,quantile_25_op,median_op,quantile_75_op,max_op,mean_op,sd_op,mad_op,skness_op,kurtos_op,op_sum,Missing_Vals,m,m_rob,m_bc,m_bc_rob,Grade
1,-62.207,-2.71925,-0.14011,2.024225,46.427,-0.329016777685547,7.19220347289653,3.50664552,-0.347965911031148,12.361315570863,52.4919581022583,2.30708153291261,-0.457574095039789,0.556562742419632,3.83788118654778,-1.00154426146871,6.19220347289653,1.10984536659052,0.0770633930952743,2.85897847558863,0,0,0,0,0,0,0,0,0,0,0,0,6.83666534315753,0,6.01240463101341,0,Good
2,-36.87,-2.07735,0.040523,1.761725,39.021,-0.17252312637207,5.86360959744212,2.8119391902,0.0196834587293772,10.5341966174522,156.239095099119,3.77248529661708,-0.313279822632746,0.467522989040823,3.66409996274971,-0.764657746686483,4.86360959744212,0.934275605050537,0.489295085458418,2.65494150352283,0,0,0,0,0,0,0,0,0,0,0,0,3.52901281577414,0,3.66934886959175,0,Good
3,-45.579,-3.042625,-0.23563,1.7522,33.569,-0.332684117832031,5.67239867047749,3.57699489,0.0317184962084523,9.80710374243995,117.151454256037,1.67211474164064,-0.52592675478006,0.46386896678,3.51360302204662,-1.00771681668529,4.67239867047749,1.12526450526838,0.503783766162328,2.56475651118807,0,0,0,0,0,0,0,0,0,0,0,0,10.439691880369,0,7.78864408764584,0,Good
4,-46.616,-1.574875,0.059889,1.235075,45.057,-0.152314363027344,6.75022953133635,1.99758111,-0.716867420753842,16.0989583541493,112.71549426137,5.10336811592793,-0.296763098558688,0.196270918288072,3.80792835489155,-0.736840593103752,5.75022953133635,0.646629312742915,-0.270565373451696,3.20321750321708,0,0,0,0,0,0,0,0,0,0,0,0,7.36045245426734,0,11.0171193701613,0,Good
5,-33.461,-2.2461,-0.118045,1.457875,33.754,-0.337361141113281,5.59599946973672,2.74911105,0.0267958179401925,10.2257064203587,172.378911298172,3.36134879584597,-0.440953289698336,0.331341214957249,3.51909892881429,-1.01564558129461,4.59599946973672,0.915866232125653,0.497850207132968,2.61738432925289,0,0,0,0,0,0,0,0,0,0,0,0,3.09104353627567,0,5.23063382040984,0,Good
6,-48.685,-2.763925,0.0366745,2.442325,41.635,-0.168265000927734,8.00010903880774,3.9370806237,-0.432101601822979,9.43550720647558,104.012276906604,2.21516578615193,-0.316539323430021,0.663962189446889,3.72894115968778,-0.75875549500137,7.00010903880774,1.1988668418969,-0.0084674634364091,2.51631616719327,0,0,0,0,0,0,0,0,0,0,0,0,7.1600289685628,0,6.92647571046468,0,Good
7,-44.13,-3.3122,-0.257605,2.36875,46.715,-0.344784063994141,6.88720797932777,4.181087673,0.103707724988152,10.2022529013763,123.43042184461,1.19751283528987,-0.540769031562765,0.647414119184715,3.84406531224492,-1.02836540616514,5.88720797932777,1.24429581820994,0.591694871820873,2.61448743470031,0,0,0,0,0,0,0,0,0,0,0,0,6.87467956837936,0,7.46510079843575,0,Good
8,-45.24,-1.76655,0.0419725,1.631275,42.061,-0.162744079492187,6.53485965328439,2.5381778415,-0.554473872739009,15.5674290209831,118.612087081862,4.57702882593196,-0.312050194974699,0.414349646150525,3.73912094555065,-0.751135871003765,5.53485965328439,0.850159733104309,-0.126478550341961,3.15896371618492,0,0,0,0,0,0,0,0,0,0,0,0,4.7147976174881,0,6.0604382848346,0,Good
9,-36.533,-3.324025,-0.11474,2.078925,42.093,-0.327799093701172,7.63188422157902,3.935102094,0.251385410615232,7.09039912303895,157.814398822238,1.17785553152079,-0.438438243570713,0.572687671001978,3.73988145607997,-0.99950321364382,6.63188422157902,1.19848478152429,0.778545304000909,2.16373831205166,0,0,0,0,0,0,0,0,0,0,0,0,12.8360340485896,0,10.705325559337,0,Good
10,-56.246,-1.887475,0.11426,1.614875,45.262,-0.167825598193359,7.80171835539456,2.534267484,-0.714571908976499,14.4957521492135,73.9836362315133,4.25676398443155,-0.249392264640547,0.407150570657019,3.81246782835855,-0.758147702416165,6.80171835539456,0.848880392219184,-0.268634008508881,3.06544107073301,0,0,0,0,0,0,0,0,0,0,0,0,6.75050980926871,0,7.00887986217108,0,Good
11,-68.02,-2.841025,-0.0983805,2.242525,50.023,-0.347645679003906,7.36972638562201,3.71954688,-0.293667555933386,13.0668793941197,33.7017048092181,2.05968211871642,-0.425892715204884,0.616889541502515,3.91248289966058,-1.03331538057945,6.36972638562201,1.15542225074675,0.134082966157729,2.93055566609674,0,0,0,0,0,0,0,0,0,0,0,0,11.4859151747555,0,9.12241518835623,0,Good
12,-43.102,-2.161025,0.058069,1.86785,39.317,-0.179127899072266,6.07226047116468,2.9854656594,-0.105152822372077,11.1347935696142,127.94102572744,3.56634336714402,-0.298323415943121,0.506079526934068,3.67165699531835,-0.773857522066316,5.07226047116468,0.982660829752621,0.3426113272317,2.72530548922462,0,0,0,0,0,0,0,0,0,0,0,0,3.59249754603593,0,3.86332144202993,0,Good
13,-27.619,-2.879825,-0.212865,1.6876,36.244,-0.325347189106445,5.50771151160389,3.35779248,0.466358454140356,8.7004837225538,201.056350197495,1.98294884444787,-0.51019029842576,0.438165347394842,3.59027385035981,-0.995405961700022,4.50771151160389,1.07596050456466,1.06551198031724,2.41521771724313,0,0,0,0,0,0,0,0,0,0,0,0,8.45280522984674,0,7.74736703414649,0,Good
14,-45.574,-1.556325,0.0190695,1.223825,43.036,-0.16276667652832,6.70921544204106,1.97415603,-0.772719668632526,16.3461105990319,117.172960135933,5.15551556381608,-0.331352449286337,0.188352271058333,3.76203697473166,-0.751166982969817,5.70921544204106,0.636351877343832,-0.316579179389895,3.22334848272302,0,0,0,0,0,0,0,0,0,0,0,0,8.27868659487263,0,12.2919255334363,0,Good
15,-40.065,-2.102625,-0.11117,1.44145,36.975,-0.335658437353516,5.5917168606974,2.543355822,-0.136567792481722,11.9340867164168,141.530683944341,3.70974664184893,-0.435714157881978,0.322604215614831,3.61024200859686,-1.01275156465834,4.5917168606974,0.851850165313256,0.30675502263056,2.813828848618,0,0,0,0,0,0,0,0,0,0,0,0,3.65473923730268,0,3.16471506609519,0,Good
16,-52.116,-2.6552,0.015652,2.1818,41.479,-0.179271693032227,7.9178305917985,3.68826402,-0.396159854985742,9.78681800360081,90.02862266952,2.4411804613048,-0.334209300376707,0.60114096978973,3.72518727506687,-0.774058427092255,6.9178305917985,1.14892428673027,0.0276438648405186,2.5621551016606,0,0,0,0,0,0,0,0,0,0,0,0,9.05701791380637,0,6.95874284437595,0,Good
17,-63.09,-3.1516,-0.22141,2.407475,41.537,-0.312064792431641,7.2217862392152,4.172718396,-0.0444160888554005,10.5528499252894,49.4909191258298,1.47418549389596,-0.516139311129349,0.656231104923705,3.72658459629258,-0.973490843825627,6.2217862392152,1.24279081264303,0.413149000926251,2.65718057918563,0,0,0,0,0,0,0,0,0,0,0,0,14.5195267085499,0,12.3479903907448,0,Good
18,-43.512,-1.91265,-0.0144915,1.659675,41.39,-0.17299991171875,6.87241851170536,2.64925794,-0.410767519390155,12.6491874678774,126.136538633858,4.191244282047,-0.359140272866068,0.426529663110032,3.72303930576064,-0.765320024479525,5.87241851170536,0.885544443978379,0.0128897761984038,2.8886153554926,0,0,0,0,0,0,0,0,0,0,0,0,3.93891285736083,0,4.78162477787019,0,Good
19,-39.035,-2.830375,0.007638,2.37645,48.634,-0.30608237890625,7.74533451625434,3.85898541,-0.0574542639459448,8.5158752900824,146.227095664333,2.08092170373271,-0.340884538890938,0.649186715759114,3.88432287478587,-0.963767387554578,6.74533451625434,1.18360892348392,0.39787329807256,2.388619925358,0,0,0,0,0,0,0,0,0,0,0,0,7.30086998834151,0,7.51051402887078,0,Good
20,-55.977,-2.19345,-0.0032715,1.85355,46.331,-0.175046670756836,8.0011645798404,3.00204261,-0.555474498683442,13.2787647842236,75.0012319195498,3.48766493584867,-0.34991700372349,0.501103403606909,3.83581128348226,-0.768166299037453,7.0011645798404,0.987105839310733,-0.12741114333234,2.95137170423003,0,0,0,0,0,0,0,0,0,0,0,0,4.0528237052828,0,4.17997662675129,0,Good
21,-68.275,-2.678025,-0.13212,1.996975,35.761,-0.301799811669922,6.22191759924491,3.466274322,-0.578155936409865,16.9610680654637,32.9326313991727,2.3930798458076,-0.451589949430219,0.548250310317253,3.57685791412014,-0.95686002193618,5.22191759924491,1.10082826487425,-0.148405731761034,3.27227341264943,0,0,0,0,0,0,0,0,0,0,0,0,16.8305368027336,0,14.2688262145598,0,Good
22,-43.166,-2.204925,-0.0859635,1.7858,39.247,-0.181669372412109,6.13299782453279,2.9702949549,-0.2021959601511,11.1796616217544,127.658870368032,3.45998268946869,-0.416264973707849,0.476610800326864,3.66987500818624,-0.777412306441609,5.13299782453279,0.978566872307468,0.233258428077108,2.73042392258344,0,0,0,0,0,0,0,0,0,0,0,0,2.64790639712643,0,2.94483612761903,0,Good
23,-36.428,-2.90915,-0.1798,1.691675,35.899,-0.281086661328125,5.53267825774893,3.30575322,0.440568009600259,9.10953132929172,158.306137813449,1.92562870979826,-0.486705252749364,0.439835972789274,3.58070943995307,-0.924039855263432,4.53267825774893,1.06368679330326,1.03017745273512,2.47238773131276,0,0,0,0,0,0,0,0,0,0,0,0,9.48478186425792,0,8.26750193078798,0,Good
24,-48.554,-1.631125,-0.00931555,1.191475,43.97,-0.200100053994141,6.73185071407833,2.03138439,-0.75196327866051,17.0613635519678,104.557411336584,4.94654038674956,-0.35489383999489,0.164875733497757,3.78350758319272,-0.803446382012861,5.73185071407833,0.661207965059662,-0.299700506459829,3.28010086885105,0,0,0,0,0,0,0,0,0,0,0,0,6.32210848695666,0,8.76325599923286,0,Good
25,-46.953,-2.17605,-0.0485415,1.443275,41.255,-0.297408165688477,5.90392039253615,2.57653641,-0.0771079363266608,13.2752983016236,111.284429267465,3.52980180435495,-0.386711538639389,0.323583336880763,3.71977231755631,-0.949821453161905,4.90392039253615,0.862585400632012,0.374984328139732,2.95103356299202,0,0,0,0,0,0,0,0,0,0,0,0,4.66168236009724,0,3.66541892380708,0,Good
26,-42.622,-2.828375,0.00369575,2.49045,36.696,-0.224092807631836,7.68484525867875,3.95720766,-0.315905009280914,8.63874906515555,130.062818507229,2.08491887236012,-0.344155792909074,0.674335040433151,3.60266775729487,-0.838052127851834,6.68484525867875,1.20274039462025,0.110561451682004,2.40638019096995,0,0,0,0,0,0,0,0,0,0,0,0,3.97250646388137,0,4.06273424228784,0,Good
27,-58.211,-3.12415,-0.303225,2.5118,41.16,-0.275316824511719,6.65397338818121,4.177707345,-0.0104681723140695,11.5044430670647,66.6714545007733,1.52327066888206,-0.570434684178168,0.678828426727439,3.71746691096585,-0.915060687075927,5.65397338818121,1.24368838605536,0.453261546296427,2.76693243206966,0,0,0,0,0,0,0,0,0,0,0,0,13.349318433177,0,12.2030158983604,0,Good
28,-42.29,-2.0366,0.028016,1.7393,42.688,-0.199452480761719,6.74745206166821,2.7871160184,-0.416008709673829,13.0959342421667,131.536177167659,3.87449306787627,-0.32384479454601,0.45886603294393,3.75391785029316,-0.802523851111603,5.74745206166821,0.92706165390265,0.00762185213949322,2.93342796580656,0,0,0,0,0,0,0,0,0,0,0,0,2.64056757856604,0,3.28973013657067,0,Good
29,-44.407,-3.112075,-0.10494,2.17955,36.245,-0.273306987792969,7.18527572655057,3.857562114,-0.16864955998841,7.9327644862762,122.222913134371,1.54502773323493,-0.430942099090361,0.600543139382626,3.59030144075284,-0.911948723057197,6.18527572655057,1.18332741691656,0.270586609853674,2.30105771286246,0,0,0,0,0,0,0,0,0,0,0,0,5.4550911014198,0,5.79937992524635,0,Good
30,-54.528,-2.53435,-0.042242,1.909475,45.687,-0.219580211669922,8.17335114044772,3.3311916708,-0.533565720756155,12.7278855384303,80.5495459107537,2.70160024422733,-0.381658812703042,0.520202696910974,3.82181379353766,-0.831478230254697,7.17335114044772,1.06971531159937,-0.106869579855658,2.89661176257475,0,0,0,0,0,0,0,0,0,0,0,0,3.86084544977584,0,3.3537380711828,0,Good
31,-62.934,-2.3178,-0.10375,1.772625,35.131,-0.282288325195312,5.96258422752521,3.06772179,-0.645014083002491,16.6043819002514,50.0174840996211,3.19220042479107,-0.430027952409287,0.471663504472597,3.55908393157143,-0.92591852324977,4.96258422752521,1.00443223322161,-0.208649202835411,3.24409451417478,0,0,0,0,0,0,0,0,0,0,0,0,11.9762332408652,0,10.9015331461644,0,Good
32,-34.528,-2.429725,-0.0854915,1.99935,36.751,-0.220365091533203,5.96101101612155,3.2816483679,0.00135486801582931,10.5116994497945,167.278839537551,2.93481279449427,-0.415897222504791,0.548982445646307,3.60416543617299,-0.832619398431539,4.96101101612155,1.05792274181431,0.467345648033952,2.65223627284866,0,0,0,0,0,0,0,0,0,0,0,0,1.33997503037451,0,1.95977268887621,0,Good
33,-42.834,-2.739975,-0.19535,1.929375,29.577,-0.273507200585938,5.71828875518919,3.44637783,0.0295305409157919,8.68165819219753,129.124470861986,2.26427549598483,-0.497840895904485,0.526771270267743,3.38699703226101,-0.912258365021461,4.71828875518919,1.09633781674889,0.501145269369634,2.41252877546318,0,0,0,0,0,0,0,0,0,0,0,0,5.06290251969089,0,6.53171621297696,0,Good
34,-46.401,-1.79305,0.0300085,1.3526,43.517,-0.224760080615234,6.73908516018663,2.27660643,-0.781618906282355,16.1623325959582,113.631195134034,4.50606060388135,-0.32216708450522,0.272237172127417,3.77315166634811,-0.839026862300127,5.73908516018663,0.758941448703222,-0.323734322926872,3.2084058223618,0,0,0,0,0,0,0,0,0,0,0,0,6.0014724040683,0,6.31395206658742,0,Good
35,-36.613,-2.218725,-0.02404,1.55635,32.024,-0.28766493046875,5.6549316923536,2.76638334,-0.178293402486451,9.54767598982197,157.440032767555,3.42680361897583,-0.366936024247629,0.380413144826071,3.46648562169027,-0.934361462306271,4.6549316923536,0.920977133592643,0.259803849089103,2.53111649014053,0,0,0,0,0,0,0,0,0,0,0,0,2.52370523336758,0,2.44934228535336,0,Good
36,-44.807,-2.733675,-0.153105,2.1798,42.198,-0.243489914990234,7.73406411759184,3.64682535,-0.201817818338969,9.61950250251978,120.48518511805,2.27725737930164,-0.467222014123301,0.600609616785871,3.74237282655394,-0.866677010102102,6.73406411759184,1.14021426321736,0.233676374730506,2.54051180084702,0,0,0,0,0,0,0,0,0,0,0,0,2.78888823230888,0,3.10405783457142,0,Good
37,-55.241,-3.010825,-0.15934,2.08695,41.905,-0.276513797167969,6.88602806316799,3.767523816,-0.0676076753577978,10.8496673639132,77.8054166701605,1.73141081153583,-0.471813396458686,0.57499280761059,3.73540515155087,-0.916917883869178,5.88602806316799,1.16526151964624,0.386027771294724,2.69233839168976,0,0,0,0,0,0,0,0,0,0,0,0,5.19250018108922,0,5.05772212613141,0,Good
38,-46.231,-2.1847,-0.011936,1.9235,41.966,-0.225485286401367,6.6727148660738,3.0277864764,-0.550170974617386,14.6112572031091,114.356724730967,3.50883018385685,-0.357045501778239,0.524844076984959,3.7368597666325,-0.840087007290895,5.6727148660738,0.993950854497508,-0.122462092274528,3.07581473301835,0,0,0,0,0,0,0,0,0,0,0,0,2.63943523177946,0,3.83845970206293,0,Good
39,-40.416,-2.975125,-0.130435,2.118925,35.718,-0.280498849741211,7.40182005775025,3.679020009,-0.038891967156135,7.7447942109414,139.940252645393,1.79880261231131,-0.450322942640633,0.584029821185955,3.57565476339931,-0.923121968631671,6.40182005775025,1.14699148905568,0.419642985151398,2.27159427798912,0,0,0,0,0,0,0,0,0,0,0,0,5.55773567541494,0,6.28349344839609,0,Good
40,-57.564,-2.105075,-0.0104218,1.588775,51.648,-0.232914396882812,7.89083359171281,2.75944744068,-0.696425061729907,15.2868976101586,69.0552593641029,3.70368680354093,-0.355802636449382,0.395433556767946,3.94445147264748,-0.850994952909505,6.89083359171281,0.91892940031421,-0.25325614194994,3.13505621099081,0,0,0,0,0,0,0,0,0,0,0,0,6.57898629564135,0,7.21152054732498,0,Good
41,-63.475,-2.8415,-0.141155,2.475625,36.467,-0.275669750390625,6.81825441499371,3.94008363,-0.475749577653397,11.4484097121068,48.1981310915594,2.05873659227937,-0.458353832961655,0.671176211630225,3.59640774204582,-0.915607979550335,5.81825441499371,1.19944629204861,-0.0514479687105065,2.7607005194385,0,0,0,0,0,0,0,0,0,0,0,0,14.7618068352976,0,11.7747369956004,0,Good
42,-42.99,-2.611625,-0.152985,1.98625,40.923,-0.242439117138672,6.62407329096642,3.339652869,-0.194451217833727,10.8246089880025,128.435223197013,2.53396810469343,-0.467133406476715,0.544925617878185,3.71169225217909,-0.865110485114458,5.62407329096642,1.07170825498618,0.241831306868558,2.68940391992086,0,0,0,0,0,0,0,0,0,0,0,0,3.16550560874095,0,3.46685858880824,0,Good
43,-38.542,-2.797075,-0.225555,1.56095,29.371,-0.27156030692959,5.49007219056682,3.19819059,0.294266315630691,8.92587010184372,148.49034396339,2.14782489016164,-0.519006866225975,0.382576291302773,3.38000779297955,-0.909250731985218,4.49007219056682,1.0375665464843,0.834396253016322,2.44701050909184,0,0,0,0,0,0,0,0,0,0,0,0,8.94490096731311,0,9.7403708897735,0,Good
44,-47.903,-1.7285,-0.068755,1.27555,42.464,-0.226221237451172,6.94669219627484,2.19150519,-0.664268842172108,15.8188011116817,107.27838404013,4.67969570896539,-0.402774015201863,0.223774868061213,3.7486566581498,-0.84116369773112,5.94669219627484,0.726518007099056,-0.225533821860723,3.18005906707356,0,0,0,0,0,0,0,0,0,0,0,0,6.13597229537908,0,8.25284508030077,0,Good
45,-40.218,-2.127125,-0.0132075,1.371,37.122,-0.263045280004883,5.74759260996237,2.4353076405,-0.102192633944438,12.3526141577136,140.836790916907,3.64932065533882,-0.358088204095705,0.283122470202649,3.61420978577691,-0.896182877085514,4.74759260996237,0.815692634346828,0.346012251690175,2.85807301578672,0,0,0,0,0,0,0,0,0,0,0,0,9.78687590608848,0,8.95190867232791,0,Good
46,-47.993,-2.5004,-0.0339895,1.96765,38.663,-0.235987328681641,7.51251659847596,3.2816024073,-0.227029807126007,10.5351316574702,106.901032514702,2.776490065631,-0.375006313114155,0.539086763672452,3.65488307035563,-0.855532693889671,6.51251659847596,1.05791170305915,0.205952570406423,2.65505382726754,0,0,0,0,0,0,0,0,0,0,0,0,1.91851521498811,0,1.78386779121398,0,Good
47,-62.111,-3.272775,-0.0807315,2.6634,41.285,-0.250193655957031,7.63731583893709,4.4197514319,-0.173689958599839,9.28598912901028,52.8212168818017,1.26376168108424,-0.412181316106249,0.708962599468282,3.72049923786939,-0.876715447823022,6.63731583893709,1.28575296721162,0.264945762127668,2.49633954327364,0,0,0,0,0,0,0,0,0,0,0,0,12.2701177052683,0,10.8534163530483,0,Good
48,-42.818,-2.097475,-0.00325143,1.764575,42.006,-0.226823622748047,6.47865403346823,2.855559609882,-0.53589218656389,15.2921015892107,129.19522216862,3.72249715169854,-0.349900444991349,0.468609798306857,3.73781246522312,-0.842045612392331,5.47865403346823,0.946769088483315,-0.10906299056242,3.13550328723987,0,0,0,0,0,0,0,0,0,0,0,0,3.55530325582536,0,5.07967856803245,0,Good
