sensor_id,datetime,value
12884,2015-05-31 00:00:00,1407
12884,2015-05-31 01:00:00,1417
12884,2015-05-31 02:00:00,1421
12884,2015-05-31 03:00:00,1426
12884,2015-05-31 04:00:00,1432
12884,2015-05-31 05:00:00,1439
12884,2015-05-31 06:00:00,1450
12884,2015-05-31 07:00:00,1458
12884,2015-05-31 08:00:00,1492
12884,2015-05-31 09:00:00,1515
12884,2015-05-31 10:00:00,1524
12884,2015-05-31 11:00:00,1534
12884,2015-05-31 12:00:00,1546
12884,2015-05-31 13:00:00,1558
12884,2015-05-31 14:00:00,1581
12884,2015-05-31 15:00:00,1582
12884,2015-05-31 16:00:00,1598
12884,2015-05-31 17:00:00,1624
12884,2015-05-31 18:00:00,1655
12884,2015-05-31 19:00:00,1677
12884,2015-05-31 20:00:00,1694
12884,2015-05-31 21:00:00,1703
12884,2015-05-31 22:00:00,1713
12884,2015-05-31 23:00:00,1724
12884,2015-06-01 00:00:00,1734
12884,2015-06-01 01:00:00,1744
12884,2015-06-01 02:00:00,1760
12884,2015-06-01 03:00:00,1775
12884,2015-06-01 04:00:00,1791
12884,2015-06-01 05:00:00,1803
12884,2015-06-01 06:00:00,1817
12884,2015-06-01 07:00:00,1829
12884,2015-06-01 08:00:00,1863
12884,2015-06-01 09:00:00,1886
12884,2015-06-01 10:00:00,1901
12884,2015-06-01 11:00:00,1920
12884,2015-06-01 12:00:00,1941
12884,2015-06-01 13:00:00,1958
12884,2015-06-01 14:00:00,1982
12884,2015-06-01 15:00:00,1994
12884,2015-06-01 16:00:00,2020
12884,2015-06-01 17:00:00,2050
12884,2015-06-01 18:00:00,2071
12884,2015-06-01 19:00:00,2100
12884,2015-06-01 20:00:00,2116
12884,2015-06-01 21:00:00,2137
12884,2015-06-01 22:00:00,2152
12884,2015-06-01 23:00:00,2169
12884,2015-06-02 00:00:00,2188
12884,2015-06-02 01:00:00,2201
12884,2015-06-02 02:00:00,2222
12884,2015-06-02 03:00:00,2238
12884,2015-06-02 04:00:00,2255
12884,2015-06-02 05:00:00,2277
12884,2015-06-02 06:00:00,2291
12884,2015-06-02 07:00:00,2308
12884,2015-06-02 08:00:00,2345
12884,2015-06-02 09:00:00,2367
12884,2015-06-02 10:00:00,2384
12884,2015-06-02 11:00:00,2393
12884,2015-06-02 12:00:00,2403
12884,2015-06-02 13:00:00,2406
12884,2015-06-02 14:00:00,2416
12884,2015-06-02 15:00:00,2430
12884,2015-06-02 16:00:00,2449
12884,2015-06-02 17:00:00,2471
12884,2015-06-02 18:00:00,2507
12884,2015-06-02 19:00:00,2533
12884,2015-06-02 20:00:00,2561
12884,2015-06-02 21:00:00,2577
12884,2015-06-02 22:00:00,2592
12884,2015-06-02 23:00:00,2610
12884,2015-06-03 00:00:00,2619
12884,2015-06-03 01:00:00,2633
12884,2015-06-03 02:00:00,2649
12884,2015-06-03 03:00:00,2656
12884,2015-06-03 04:00:00,2666
12884,2015-06-03 05:00:00,2673
12884,2015-06-03 06:00:00,2684
12884,2015-06-03 07:00:00,2691
12884,2015-06-03 08:00:00,2726
12884,2015-06-03 09:00:00,2745
12884,2015-06-03 10:00:00,2759
12884,2015-06-03 11:00:00,2764
12884,2015-06-03 12:00:00,2775
12884,2015-06-03 13:00:00,2784
12884,2015-06-03 14:00:00,2792
12884,2015-06-03 15:00:00,2808
12884,2015-06-03 16:00:00,2821
12884,2015-06-03 17:00:00,2852
12884,2015-06-03 18:00:00,2882
12884,2015-06-03 19:00:00,2907
12884,2015-06-03 20:00:00,2933
12884,2015-06-03 21:00:00,2949
12884,2015-06-03 22:00:00,2961
12884,2015-06-03 23:00:00,2973
12884,2015-06-04 00:00:00,2989
12884,2015-06-04 01:00:00,3009
12884,2015-06-04 02:00:00,3019
12884,2015-06-04 03:00:00,3036
12884,2015-06-04 04:00:00,3050
12884,2015-06-04 05:00:00,3063
12884,2015-06-04 06:00:00,3073
12884,2015-06-04 07:00:00,3084
12884,2015-06-04 08:00:00,3105
12884,2015-06-04 09:00:00,3125
12884,2015-06-04 10:00:00,3128
12884,2015-06-04 11:00:00,3136
12884,2015-06-04 12:00:00,3138
12884,2015-06-04 13:00:00,3146
12884,2015-06-04 14:00:00,3146
12884,2015-06-04 15:00:00,3148
12884,2015-06-04 16:00:00,3159
12884,2015-06-04 17:00:00,3173
12884,2015-06-04 18:00:00,3198
12884,2015-06-04 19:00:00,3232
12884,2015-06-04 20:00:00,3253
12884,2015-06-04 21:00:00,3263
12884,2015-06-04 22:00:00,3273
12884,2015-06-04 23:00:00,3284
12884,2015-06-05 00:00:00,3296
12884,2015-06-05 01:00:00,3309
12884,2015-06-05 02:00:00,3321
12884,2015-06-05 03:00:00,3334
12884,2015-06-05 04:00:00,3340
12884,2015-06-05 05:00:00,3350
12884,2015-06-05 06:00:00,3361
12884,2015-06-05 07:00:00,3369
12884,2015-06-05 08:00:00,3390
12884,2015-06-05 09:00:00,3403
12884,2015-06-05 10:00:00,3409
12884,2015-06-05 11:00:00,3419
12884,2015-06-05 12:00:00,3426
12884,2015-06-05 13:00:00,3423
12884,2015-06-05 14:00:00,3440
12884,2015-06-05 15:00:00,3442
12884,2015-06-05 16:00:00,3448
12884,2015-06-05 17:00:00,3471
12884,2015-06-05 18:00:00,3492
12884,2015-06-05 19:00:00,3511
12884,2015-06-05 20:00:00,3540
12884,2015-06-05 21:00:00,3551
12884,2015-06-05 22:00:00,3571
12884,2015-06-05 23:00:00,3586
12884,2015-06-06 00:00:00,3595
12884,2015-06-06 01:00:00,3611
12884,2015-06-06 02:00:00,3620
12884,2015-06-06 03:00:00,3628
12884,2015-06-06 04:00:00,3642
12884,2015-06-06 05:00:00,3651
12884,2015-06-06 06:00:00,3660
12884,2015-06-06 07:00:00,3668
12884,2015-06-06 08:00:00,3684
12884,2015-06-06 09:00:00,3706
12884,2015-06-06 10:00:00,3708
12884,2015-06-06 11:00:00,3713
12884,2015-06-06 12:00:00,3720
12884,2015-06-06 13:00:00,3715
12884,2015-06-06 14:00:00,3713
12884,2015-06-06 15:00:00,3728
12884,2015-06-06 16:00:00,3740
12884,2015-06-06 17:00:00,3768
12884,2015-06-06 18:00:00,3782
12884,2015-06-06 19:00:00,3822
12884,2015-06-06 20:00:00,3840
12884,2015-06-06 21:00:00,3853
12884,2015-06-06 22:00:00,3864
12884,2015-06-06 23:00:00,3877
12890,2015-05-31 00:00:00,0
12890,2015-05-31 01:00:00,0
12890,2015-05-31 02:00:00,0
12890,2015-05-31 03:00:00,0
12890,2015-05-31 04:00:00,0
12890,2015-05-31 05:00:00,0
12890,2015-05-31 06:00:00,0
12890,2015-05-31 07:00:00,0
12890,2015-05-31 08:00:00,0
12890,2015-05-31 09:00:00,0
12890,2015-05-31 10:00:00,0
12890,2015-05-31 11:00:00,0
12890,2015-05-31 13:00:00,0
12890,2015-05-31 14:00:00,0
12890,2015-05-31 15:00:00,0
12890,2015-05-31 16:00:00,0
12890,2015-05-31 17:00:00,0
12890,2015-05-31 18:00:00,0
12890,2015-05-31 19:00:00,0
12890,2015-05-31 20:00:00,0
12890,2015-05-31 21:00:00,0
12890,2015-05-31 22:00:00,0
12890,2015-05-31 23:00:00,0
12890,2015-06-01 00:00:00,0
12890,2015-06-01 01:00:00,0
12890,2015-06-01 02:00:00,0
12890,2015-06-01 03:00:00,0
12890,2015-06-01 04:00:00,0
12890,2015-06-01 05:00:00,0
12890,2015-06-01 06:00:00,0
12890,2015-06-01 07:00:00,0
12890,2015-06-01 08:00:00,0
12890,2015-06-01 09:00:00,0
12890,2015-06-01 09:14:00,508
12890,2015-06-01 10:00:00,343
12890,2015-06-01 11:00:00,247
12890,2015-06-01 12:00:00,239
12890,2015-06-01 13:00:00,256
12890,2015-06-01 14:00:00,282
12890,2015-06-01 15:00:00,347
12890,2015-06-01 16:00:00,365
12890,2015-06-01 17:00:00,395
12890,2015-06-01 18:00:00,447
12890,2015-06-01 19:00:00,502
12890,2015-06-01 20:00:00,514
12890,2015-06-01 21:00:00,525
12890,2015-06-01 22:00:00,533
12890,2015-06-01 23:00:00,537
12890,2015-06-02 00:00:00,541
12890,2015-06-02 01:00:00,545
12890,2015-06-02 02:00:00,550
12890,2015-06-02 03:00:00,552
12890,2015-06-02 04:00:00,558
12890,2015-06-02 05:00:00,564
12890,2015-06-02 06:00:00,570
12890,2015-06-02 07:00:00,577
12890,2015-06-02 08:00:00,577
12890,2015-06-02 09:00:00,568
12890,2015-06-02 10:00:00,575
12890,2015-06-02 11:00:00,577
12890,2015-06-02 12:00:00,579
12890,2015-06-02 13:00:00,581
12890,2015-06-02 14:00:00,593
12890,2015-06-02 15:00:00,595
12890,2015-06-02 16:00:00,597
12890,2015-06-02 17:00:00,604
12890,2015-06-02 18:00:00,602
12890,2015-06-02 19:00:00,620
12890,2015-06-02 20:00:00,639
12890,2015-06-02 21:00:00,650
12890,2015-06-02 22:00:00,656
12890,2015-06-02 23:00:00,658
12890,2015-06-03 00:00:00,666
12890,2015-06-03 01:00:00,672
12890,2015-06-03 02:00:00,679
12890,2015-06-03 03:00:00,685
12890,2015-06-03 04:00:00,685
12890,2015-06-03 05:00:00,691
12890,2015-06-03 06:00:00,704
12890,2015-06-03 07:00:00,722
12890,2015-06-03 08:00:00,741
12890,2015-06-03 09:00:00,752
12890,2015-06-03 10:00:00,762
12890,2015-06-03 11:00:00,789
12890,2015-06-03 12:00:00,804
12890,2015-06-03 13:00:00,818
12890,2015-06-03 14:00:00,837
12890,2015-06-03 15:00:00,854
12890,2015-06-03 16:00:00,872
12890,2015-06-03 17:00:00,897
12890,2015-06-03 18:00:00,922
12890,2015-06-03 19:00:00,937
12890,2015-06-03 20:00:00,950
12890,2015-06-03 21:00:00,958
12890,2015-06-03 22:00:00,968
12890,2015-06-03 23:00:00,979
12890,2015-06-04 00:00:00,991
12890,2015-06-04 01:00:00,1007
12890,2015-06-04 02:00:00,1018
12890,2015-06-04 03:00:00,1025
12890,2015-06-04 04:00:00,1029
12890,2015-06-04 05:00:00,1035
12890,2015-06-04 06:00:00,1051
12890,2015-06-04 07:00:00,1068
12890,2015-06-04 08:00:00,1087
12890,2015-06-04 09:00:00,1096
12890,2015-06-04 10:00:00,1107
12890,2015-06-04 11:00:00,1120
12890,2015-06-04 12:00:00,1146
12890,2015-06-04 13:00:00,1192
