id,1000,1161,1162,1163,1164,1491,1492,1493,1494,1611,1612,1613,1614,1821,1822,1823,1824,2000,2031,2032,2033,2034,2241,2242,2243,2244,2631,2632,2633,2634,2731,2732,2733,2734,3000,3681,3682,3683,3684,4000,4001,4002,4003,4004
1,-86.229,-38.832,-30.813,-86.689,-61.458,-117.11,-101.64,-119.1,-115.52,-115.31,-133.78,-128.51,-111.92,-121.67,-135.02,-122.82,-118.83,-7.5414,-52.703,-71.107,-125.64,-123.68,-45.468,-127.37,-58.532,-113.15,-121.77,-111.73,-117.12,-97.593,-121.9,-119.78,-119.84,-117.44,-8.7772,-46.436,-71.3,-70.124,-58.335,-9.6449,-115.21,-109.51,-101.33,-86.229
2,-116.54,-28.374,-47.422,-37.139,-52.023,-119.51,-130.65,-111.93,-119.3,-78.97,-132.18,-120.71,-120.17,-131.93,-120.03,-131.45,-120.84,-6.0086,-54.175,-65.344,-131.47,-137.42,-130.26,-117.11,-120.03,-92.024,-134.25,-85.974,-118.43,-121.64,-125.84,-119.92,-132.56,-133.61,-9.3876,-101.01,-95.338,-37.151,-49.633,-9.6144,-128.54,-97.962,-118.03,-116.54
3,-73.079,-39.391,-30.179,-57.47,-84.888,-118.43,-117.87,-131.31,-110.87,-131.21,-129.53,-125.58,-114.69,-131.59,-134.21,-117.2,-129.95,-6.9093,-50.923,-49.666,-111.69,-139.43,-38.71,-127.47,-113.38,-81.427,-128.3,-119.08,-132.23,-91.149,-127.73,-128.67,-106.11,-126.82,-8.2362,-39.522,-66.842,-56.98,-60.448,-8.5965,-72.565,-89.373,-113.87,-73.079
4,-101.56,-24.979,-34.307,-50.83,-43.278,-128.51,-119.83,-85.962,-121.67,-126.51,-87.664,-122.39,-122.89,-114.64,-113.23,-123.51,-118.71,-5.9965,-37.591,-34.41,-129.22,-120.97,-110.24,-66.729,-28.536,-104.01,-73.645,-96.768,-117.21,-120.82,-118.03,-120.73,-133.14,-128.69,-9.0348,-55.289,-80.502,-64.122,-45.934,-8.9041,-117.61,-124.47,-100.56,-101.56
5,-111.66,-45.536,-33.74,-51.178,-45.028,-116.47,-127.65,-121.72,-118.52,-121.04,-122.51,-124.51,-123.31,-133.43,-121.78,-117.59,-110.96,-7.1109,-53.297,-72.173,-132.93,-128.68,-42.759,-121.42,-121.5,-104.9,-114.9,-135.52,-93.724,-118.05,-131.53,-125.55,-128,-121.25,-9.1426,-67.105,-41.244,-53.736,-65.503,-9.2841,-91.961,-67.488,-113.43,-111.66
6,-87.825,-32.494,-38.205,-43.473,-17.547,-102.73,-128.46,-117.62,-128.64,-101.03,-113.98,-130.72,-121.37,-81.341,-119.03,-120.9,-134.3,-5.9992,-35.874,-81.958,-127.04,-116.56,-130.96,-52.032,-105.63,-117.38,-122.06,-79.795,-135.15,-147.79,-122.26,-120.15,-131.95,-124.7,-9.1376,-97.056,-99.373,-48.404,-44.943,-9.2634,-117.11,-109.57,-115.06,-87.825
7,-92.094,-35.661,-20.679,-34.259,-42.867,-105.22,-116.25,-118.55,-113.97,-117.37,-129.84,-122.3,-111.85,-130.47,-131.77,-123.17,-119.66,-7.8784,-48.341,-47.238,-111.14,-129.92,-74.758,-124.78,-107.3,-116.33,-122.64,-137.07,-133.84,-82.866,-118.24,-122.01,-114.78,-126.88,-8.7,-62.087,-67.213,-64.644,-72.637,-8.4632,-83.188,-107.78,-118.89,-92.094
8,-93.72,-25.429,-62.678,-32.023,-38.515,-127.3,-118.09,-84.171,-129.02,-134.41,-91.236,-117.29,-135.24,-108.17,-133.94,-120.41,-122.14,-6.2604,-35.097,-56.297,-139.28,-126.07,-113.66,-135.51,-76.104,-100.91,-124.87,-76.881,-97.148,-120.88,-126.16,-114.46,-129.14,-146.4,-9.3548,-64.686,-67.552,-18.108,-52.336,-9.9188,-126.81,-127.47,-101.24,-93.72
9,-100.31,-59.754,-45.726,-42.14,-46.854,-123.03,-122.27,-123.53,-91.679,-135.96,-117.05,-123.65,-124.87,-144.19,-123.06,-110.91,-127.46,-8.4644,-57.622,-63.146,-114.61,-124.69,-43.193,-124.93,-125.63,-116.64,-124.51,-126.72,-128.08,-111.6,-132.06,-125.32,-122.23,-123.68,-8.6298,-40.711,-57.581,-58.652,-56.284,-7.0102,-63.725,-69.977,-80.191,-100.31
10,-100.76,-20.196,-41.047,-62.967,-20.498,-123.62,-118.64,-80.853,-126.15,-125.76,-110.92,-128.33,-136.57,-118.1,-110.12,-118.91,-120.46,-7.7487,-37.57,-41.165,-121.41,-138.89,-121.32,-27.907,-86.596,-98.875,-86.017,-114.7,-123.83,-125.03,-123.86,-132.78,-134.29,-120.82,-9.0302,-95.998,-82.857,-31.862,-32.075,-9.5758,-125.02,-105.71,-76.936,-100.76
11,-104.43,-41.312,-31.783,-86.531,-61.961,-107.03,-118.45,-117.14,-115.28,-125.63,-129.73,-132.41,-123.31,-122.06,-135.7,-118.2,-120.61,-7.2819,-45.276,-82.61,-128.45,-130.2,-48.909,-124.28,-118.29,-117.24,-123.48,-89.529,-112.75,-117.03,-122.64,-124.47,-132.4,-123.91,-8.7872,-38.471,-48.996,-65.845,-65.926,-9.2162,-102.64,-101.34,-116.49,-104.43
12,-111.56,-27.903,-50.172,-65.898,-48.375,-125.52,-138.14,-120.11,-124.31,-69.679,-116.55,-126.72,-132.81,-118.79,-129.32,-133.05,-126.42,-7.0898,-45.686,-66.14,-125.13,-129.37,-129.66,-109.9,-53.627,-97.331,-127.83,-106.51,-94.079,-120.65,-123.02,-113.79,-148.36,-124.11,-9.0253,-64.224,-94.728,-33.095,-27.9,-9.452,-131.25,-121,-120.06,-111.56
13,-106.23,-36.598,-29.407,-50.922,-82.585,-75.222,-120.56,-123.42,-118.06,-127.77,-119.11,-136.22,-123.43,-123.29,-121.86,-120.5,-132.05,-6.7898,-56.766,-52.073,-125.47,-125.51,-48.852,-130.77,-105.87,-69.196,-121,-128.88,-126.12,-90.228,-124.07,-128.96,-105.82,-122.98,-8.4151,-55.051,-64.242,-50.858,-77.87,-8.6349,-76.591,-82.884,-63.45,-106.23
14,-120.49,-25.817,-32.377,-57.698,-36.023,-126.6,-121.81,-119.93,-119.49,-114.55,-67.031,-120.59,-136.34,-126.06,-118.45,-118.4,-128.11,-7.2327,-31.947,-40.085,-123.36,-129.71,-118.98,-87.875,-56.579,-121.36,-93.882,-79.402,-121.52,-146.72,-97.364,-101.94,-139.34,-116.53,-8.9772,-34.951,-68.979,-68.18,-41.443,-8.9869,-108.44,-122.32,-97.794,-120.49
15,-114.24,-52.676,-32.364,-43.917,-49.752,-130.99,-120.63,-128.4,-94.333,-122.4,-130.69,-133.67,-124.37,-117.87,-141.37,-141.35,-117.31,-6.9753,-53.938,-50.497,-136.79,-119.34,-29.272,-123.74,-93.91,-117.74,-105.26,-129.64,-110.58,-119.82,-135.98,-124.57,-130.99,-117.73,-8.772,-62.301,-46.972,-64.176,-33.059,-7.1632,-95.109,-78.277,-106.38,-114.24
16,-117.31,-33.106,-37.553,-43.581,-21.632,-118.41,-119.23,-95.322,-119.68,-85.462,-119.8,-120.03,-121.2,-95.676,-112.51,-126.15,-126.26,-6.7905,-38.474,-66.685,-136.57,-133.89,-129.02,-38.643,-122.2,-110.28,-136.9,-84.645,-132.42,-140.42,-121.26,-124.95,-129.78,-127.97,-8.7132,-85.71,-93.478,-51.735,-66.621,-8.7367,-120.38,-110.43,-93.838,-117.31
17,-76.595,-37.903,-22.843,-64.657,-50.616,-80.11,-127.1,-108.54,-108.53,-132.01,-121.68,-133.78,-121.13,-126.36,-128.59,-115.43,-117.96,-7.0513,-39.424,-49.404,-120.78,-119.04,-110.92,-140.99,-80.776,-115.04,-129.24,-128.98,-121.73,-93.795,-119.05,-122.8,-121.87,-125.14,-7.926,-73.599,-59.551,-67.05,-74.271,-6.825,-83.76,-81.961,-109.8,-76.595
