id,1000,1161,1162,1163,1164,1491,1492,1493,1494,1611,1612,1613,1614,1821,1822,1823,1824,2000,2031,2032,2033,2034,2241,2242,2243,2244,2631,2632,2633,2634,2731,2732,2733,2734,3000,3681,3682,3683,3684,4000,4001,4002,4003,4004
1,90.689,32.252,34.589,98.583,74.406,118.76,81.48,124.35,81.405,119.58,118.24,128.98,119.53,131.03,136.01,119.1,122.14,2.6256,45.341,85.515,118.82,124.15,55.14,119.96,48.091,108.3,115.81,123.48,124.74,88.662,124.96,125.87,123.23,125.9,3.223,41.972,68.925,54.057,47.753,3.336,89.379,103.88,120.98,90.689
2,110.74,34.191,36.466,55.655,47.253,118.87,125.28,105.04,118.57,91.958,120.01,115.26,126.49,134.77,127.32,130.8,120.06,2.5194,43.699,64.079,127.41,125.02,130.2,129.31,111.7,101.19,131.93,109.03,92.262,126.86,126.45,105.02,132.86,118.45,4.007,89.942,75.837,44.935,42.725,3.1588,123.92,120.08,118.58,110.74
3,116.39,35.631,25.202,44.129,77.17,85.022,102.8,108.7,117.81,134.56,118.66,114.84,127.74,129.55,122.68,97.389,120.67,3.0197,64.661,63.517,117.83,117.96,69.907,133.69,121.31,110.98,115.53,131.23,136.32,83.194,132.15,126.56,129.48,133.95,3.0177,44.138,46.387,42.861,64.689,3.5624,59.71,74.085,96.772,116.39
4,95.875,21.937,39.665,52.999,88.2,122.24,127.78,119.45,120.12,115.62,73.05,112.88,127.1,120.65,121.16,128.33,120.14,2.472,38.014,34.195,143.1,130,118.3,79.592,29.616,124.15,100.29,115.45,115.19,134.61,117.36,133.51,125.95,124.66,3.2712,44.311,59.769,68.706,49.981,3.5305,102.26,128.67,109.25,95.875
5,123.94,44.762,44.437,54.942,51.239,92.864,103.99,122.41,86.387,128.3,125.09,135.09,102.08,127.22,123.43,124.28,117.86,2.8492,51.039,55.957,130.05,100.6,46.366,116.25,121.07,96.77,122.28,116.31,104.92,113.16,124.42,127.88,131.97,123.81,2.5585,44.421,43.436,39.623,70.913,3.734,117.79,84.803,91.709,123.94
6,121.78,29.703,29.614,51.903,26.036,121.84,119.5,98,122.67,106.7,130.68,122.94,118.71,55.49,127.03,127.91,139.11,2.4448,38.645,72.294,125.77,124.53,134.25,53.829,122.5,118.13,119.88,100.6,120.07,120.01,120.88,122.93,120.12,122.3,2.9743,76.558,77.488,54.837,36.893,3.395,107.19,121.36,113.27,121.78
7,84.271,42.51,29.516,41.231,58.555,102.97,121.19,120.92,130.35,120.81,129.04,124.47,108.59,132.83,132.35,118.41,135.95,3.8785,38.858,54.942,129.5,126.83,73.891,134.7,96.702,115.91,128.35,125.75,121.43,81.549,119.96,122.74,123.36,121.38,2.5389,54.478,47.834,49.465,49.329,3.3481,57.207,111.97,64.293,84.271
8,111.33,23.554,46.914,29.202,39.97,123.93,118.15,89.552,123.16,121.99,84.545,113.02,119.52,118.75,124.92,118.93,119.21,2.316,37.618,42.571,126.07,121.1,117.93,133.69,52.222,121.22,100.6,109.27,104.93,117.9,121.04,116.99,127.96,123.21,3.0608,61.612,69.133,16.465,78.853,3.3843,122.76,122.93,128.56,111.33
9,116.76,53.056,30.179,44.894,44.271,116.5,112.59,116.82,101.22,125.4,125.42,120.74,129.6,119.96,119.99,131.24,107.85,2.6932,61.443,55.009,119.48,119.96,31.161,130.4,118.3,117.42,116.6,124.03,123.22,122.13,134.37,140.71,93.621,118.75,3.4625,49.508,50.828,57.834,46.924,3.2771,98.538,96.996,98.484,116.76
