,herd_name,date,cm_step1_mad,cm_step2_mad,cm_step3_mad,cm_step4_mad,cm_step5_mad,cm_step6_mad,cm_step7_mad,cm_step8_mad,cm_step9_mad,cm_step10_mad,cm_step1_med,cm_step2_med,cm_step3_med,cm_step4_med,cm_step5_med,cm_step6_med,cm_step7_med,cm_step8_med,cm_step9_med,cm_step10_med,svd_d1,svd_d2,svd_d3,svd_d4,svd_d5,svd_d6,svd_d7,svd_d8,svd_d9,svd_d10,svd_d_sum,sensors,density_095,density_09,density_085,density_08,density_075,density_07,density_065,density_06,density_055,density_05,density_045,density_04,density_035,density_03,density_025,density_02,density_015,density_01,density_005,density_0
1,Avocado-Israel,2017-03-08,0.022226728384304,0.0500594178406711,0.0590830145718784,0.0672819758126425,0.0714132035696751,0.0739607963527626,0.0784549066870009,0.0846284563948405,0.0872241651156293,0.0743176673320763,0.974893519867892,0.933860061344215,0.915762939853206,0.896318730014507,0.874152551653163,0.847930915047073,0.812511018934982,0.761762970778487,0.677904934930392,0.495808135505118,355.327326377879,158.168985646211,81.7368387694448,49.9965512248036,44.6335725500201,38.528965093149,37.0236253823755,34.6046720036956,28.7693979142216,26.3411815774449,1784.44485985106,1161,0.0944964210401259,0.257667290385815,0.392946033443227,0.496119575870979,0.576173928539606,0.63789984852535,0.688081024087439,0.730773114734622,0.766418664052986,0.795525557634619,0.820109002346372,0.841395645846328,0.859939410139891,0.876696664587603,0.891640678368826,0.90465413288188,0.9156820814399,0.925507143069292,0.934283762511509,0.942047580860732
