sensor_id,project_id,logger_id,Negative_Days,Days_Above_9900,Days_Above_9500,Setup_days,Flat_days,Cnt_Days_10X,Cnt_Days_20X,Cnt_Days_30X,Class1,Leave
25515,3000,25512,5,0,0,3,0,95,1,11,A,NULL
25517,3000,25512,0,0,0,5,6,92,0,15,A,NULL
25520,2998,25518,5,0,0,26,4,70,0,37,A,NULL
25521,2998,25518,5,0,0,34,0,63,1,43,A,NULL
25523,2998,25518,0,0,0,15,4,84,0,23,A,NULL
25527,2849,25524,0,0,0,0,0,105,0,2,A,NULL
25531,2850,25528,1,0,0,4,0,74,0,33,A,NULL
25535,2851,25532,1,0,0,14,0,54,0,53,A,NULL
25553,2979,25551,11,3,4,28,2,57,0,50,A,NULL
25556,2978,25554,0,0,0,0,0,86,0,21,A,NULL
25559,2977,25557,0,0,0,0,0,98,0,9,A,NULL
25562,2976,25560,0,0,0,6,0,90,0,17,A,NULL
25716,3071,25713,0,0,0,3,2,66,2,39,A,NULL
25718,3071,25713,0,0,0,6,2,65,1,41,A,NULL
25722,2995,25719,22,0,0,8,7,70,0,37,A,NULL
25724,2995,25719,6,0,0,6,4,86,0,21,A,NULL
25727,2983,25725,0,0,0,0,0,98,0,9,A,NULL
25728,2983,25725,0,0,0,1,0,97,0,10,A,NULL
25730,2983,25725,0,0,0,0,0,97,0,10,A,NULL
25733,2982,25731,0,0,0,5,0,91,1,15,A,NULL
25734,2982,25731,0,11,13,13,0,74,0,33,A,NULL
25736,2982,25731,0,0,0,1,0,96,1,10,A,NULL
25739,2981,25737,0,0,0,2,0,93,0,14,A,NULL
25740,2981,25737,0,6,9,3,0,89,0,18,A,NULL
25742,2981,25737,0,15,17,2,0,78,0,29,A,NULL
25745,2980,25743,21,0,0,7,0,68,0,39,A,NULL
25746,2980,25743,0,0,0,13,0,82,1,24,A,NULL
25748,2980,25743,0,0,0,0,0,96,2,9,A,NULL
25751,3072,25749,0,0,0,5,0,90,0,17,A,NULL
25752,3072,25749,0,0,0,5,0,90,0,17,A,NULL
25754,3072,25749,0,2,6,3,0,91,0,16,A,NULL
25757,2975,25755,0,0,0,2,0,92,1,14,A,NULL
25758,2975,25755,0,0,0,2,0,92,0,15,A,NULL
25760,2975,25755,0,0,0,2,0,91,1,15,A,NULL
25763,2974,25761,0,0,0,11,0,84,0,23,A,NULL
25764,2974,25761,0,0,0,10,0,85,0,22,A,NULL
25766,2974,25761,0,0,0,2,0,93,0,14,A,NULL
25769,2973,25767,0,0,0,7,0,95,0,12,A,NULL
25770,2973,25767,0,0,0,1,0,100,0,7,A,NULL
25772,2973,25767,0,0,0,1,0,101,0,6,A,NULL
25775,2972,25773,0,0,0,1,0,100,0,7,A,NULL
25776,2972,25773,0,0,0,1,0,100,0,7,A,NULL
25778,2972,25773,0,0,0,1,0,100,0,7,A,NULL
25781,2971,25779,4,0,0,18,0,78,0,29,A,NULL
25782,2971,25779,4,0,0,13,0,84,0,23,A,NULL
25784,2971,25779,5,3,5,13,0,80,1,26,A,NULL
25787,2970,25785,0,0,0,18,0,84,0,23,A,NULL
25788,2970,25785,23,0,0,11,0,68,1,38,A,NULL
25790,2970,25785,1,0,2,21,0,78,1,28,A,NULL
25793,2969,25791,0,0,0,10,0,86,0,21,A,NULL
25794,2969,25791,0,0,0,1,0,96,0,11,A,NULL
25796,2969,25791,7,0,0,10,0,82,1,24,A,NULL
25799,2968,25797,0,0,0,1,0,87,0,20,A,NULL
25800,2968,25797,0,0,0,1,0,92,0,15,A,NULL
25802,2968,25797,0,0,4,2,0,92,0,15,A,NULL
25805,2967,25803,0,0,21,0,0,95,0,12,A,NULL
25806,2967,25803,0,62,70,0,0,35,0,72,B,NULL
25808,2967,25803,0,0,0,0,0,94,0,13,A,NULL
25811,2966,25809,0,0,0,2,0,58,0,49,A,NULL
25812,2966,25809,0,0,0,3,0,62,0,45,A,NULL
25814,2966,25809,0,0,13,3,0,61,0,46,A,NULL
25817,2965,25815,0,0,0,0,0,86,2,19,A,NULL
25818,2965,25815,1,0,0,0,0,86,1,20,A,NULL
25820,2965,25815,0,0,0,0,0,88,0,19,A,NULL
25823,2914,25821,85,0,0,1,84,10,0,97,C,NULL
25824,2914,25821,1,12,13,5,0,68,1,38,A,NULL
25826,2914,25821,1,0,0,5,0,88,0,19,A,NULL
25829,2985,25827,1,0,0,8,0,94,1,12,A,NULL
25830,2985,25827,1,0,0,3,0,84,1,22,A,NULL
25832,2985,25827,1,0,0,13,0,89,1,17,A,NULL
25855,2912,25853,0,0,5,1,0,86,1,20,A,NULL
25856,2912,25853,0,9,12,3,0,78,1,28,A,NULL
25858,2912,25853,0,0,0,0,0,90,0,17,A,NULL
25861,2915,25859,2,1,1,9,0,92,0,15,A,NULL
25862,2915,25859,4,0,0,10,2,90,0,17,A,NULL
25864,2915,25859,2,0,0,7,0,94,0,13,A,NULL
25867,3073,25865,8,0,0,5,5,93,0,14,A,NULL
25868,3073,25865,1,0,4,3,0,101,0,6,A,NULL
25870,3073,25865,0,4,8,3,0,98,0,9,A,NULL
25885,2990,25883,0,0,0,2,0,92,0,15,A,NULL
25886,2990,25883,14,0,0,5,10,78,0,29,A,NULL
25888,2990,25883,5,0,0,6,3,85,1,21,A,NULL
25891,3046,25889,7,0,0,11,0,80,0,27,A,NULL
25892,3046,25889,15,0,0,8,0,75,0,32,A,NULL
25894,3046,25889,7,0,0,10,0,81,0,26,A,NULL
25897,3045,25895,10,0,0,7,0,67,0,40,A,NULL
25898,3045,25895,19,0,0,14,9,62,0,45,A,NULL
25900,3045,25895,14,0,0,8,11,63,0,44,A,NULL
25909,3044,25907,1,0,0,2,0,93,0,14,A,NULL
25910,3044,25907,1,0,0,3,0,92,0,15,A,NULL
25912,3044,25907,0,0,0,3,0,92,0,15,A,NULL
25915,3043,25913,8,0,0,3,7,63,0,44,A,NULL
25916,3043,25913,8,0,0,3,7,64,0,43,A,NULL
25918,3043,25913,5,0,0,6,1,66,0,41,A,NULL
