x,quantile_02,quantile_25,median,quantile_75,quantile_98
1,-5.187278,-1.712,-0.0623685,1.616825,5.991776
2,-5.18371,-1.737775,-0.12314,1.5679,5.945886
3,-5.305762,-1.7025,-0.0368305,1.656625,6.14557
4,-5.05705,-1.814525,-0.208635,1.6348,5.766878
5,-5.132338,-1.700575,-0.11583,1.633725,6.099948
6,-5.283916,-1.728425,-0.17134,1.67015,5.823854
7,-4.993738,-1.75185,-0.11339,1.60085,5.437014
8,-5.126176,-1.763325,-0.075925,1.62235,5.916824
9,-5.110936,-1.7799,-0.10779,1.644,5.7374
10,-5.094652,-1.564375,-0.119575,1.68695,5.812152
11,-5.193146,-1.661925,-0.0669505,1.727125,5.87447
12,-5.184578,-1.672575,-0.0733975,1.675225,5.573014
13,-5.409082,-1.65285,-0.051448,1.719275,5.81725
14,-5.167776,-1.727625,0.014097,1.78235,5.75114
15,-4.910614,-1.68795,-0.025322,1.656925,5.9154
16,-4.988702,-1.739375,-0.0731,1.775025,5.837626
17,-4.853622,-1.68325,-0.1004825,1.75975,5.753152
18,-5.038906,-1.734475,-0.033445,1.683625,5.820044
19,-4.936894,-1.76325,-0.12359,1.695625,5.926848
20,-4.936582,-1.6936,-0.090191,1.7068,5.605092
21,-5.09086,-1.680025,-0.0946645,1.65645,5.933614
22,-4.94107,-1.73085,-0.058895,1.689825,5.77671
23,-5.148456,-1.7657,-0.113575,1.767425,5.54051
24,-5.08222,-1.639925,-0.060443,1.6718,5.660358
25,-4.987588,-1.61195,0.0180435,1.75115,5.816652
26,-4.948384,-1.6354,0.0078459,1.715725,5.788334
27,-5.057456,-1.616275,-0.06889,1.6903,6.05489
28,-5.028588,-1.644225,-0.0310725,1.849575,5.749592
29,-5.018914,-1.6875,0.00268285,1.750575,5.63412
30,-4.892614,-1.674725,-0.085197,1.8063,5.536836
31,-4.992346,-1.693675,-0.019267,1.63745,5.786476
32,-4.927362,-1.673275,-0.05999,1.7382,5.752594
33,-5.327852,-1.717175,-0.127065,1.792975,5.571274
34,-5.10852,-1.7757,-0.12041,1.703625,5.760848
35,-4.989724,-1.841025,-0.134575,1.664875,5.87944
36,-5.142768,-1.78175,-0.13303,1.63975,5.651912
37,-5.141658,-1.8135,-0.142415,1.662525,6.095918
38,-5.297058,-1.783975,-0.12065,1.645275,5.744418
39,-5.242426,-1.6863,-0.081838,1.632175,5.983626
40,-5.242916,-1.658925,-0.14804,1.660925,5.601508
41,-5.15603,-1.74215,-0.107055,1.724,5.5953
42,-5.331312,-1.70595,-0.070958,1.671475,5.767962
43,-5.208496,-1.75645,-0.161085,1.652125,5.537088
44,-5.222782,-1.7257,-0.14476,1.693025,5.71675
45,-5.05289,-1.7705,-0.213655,1.6304,5.593494
46,-5.317148,-1.78205,-0.10847,1.63845,5.639988
47,-5.47422,-1.853325,-0.15165,1.6916,5.627298
48,-5.255644,-1.863625,-0.15624,1.614925,5.428884
49,-5.210774,-1.891375,-0.17584,1.63445,5.475948
50,-5.179944,-1.781925,-0.18808,1.60895,5.806236
51,-5.238376,-1.8918,-0.1112,1.70985,5.307134
52,-5.246806,-1.7329,-0.118695,1.60205,5.50969
53,-5.4933,-1.768525,-0.24526,1.64175,5.56133
54,-5.22324,-1.716625,-0.061159,1.65955,5.558556
