id,min,quantile_25,median,quantile_75,max,mean,sd,mad,skness,kurtos,min_bc,quantile_25_bc,median_bc,quantile_75_bc,max_bc,mean_bc,sd_bc,mad_bc,skness_bc,kurtos_bc,min_op,quantile_25_op,median_op,quantile_75_op,max_op,mean_op,sd_op,mad_op,skness_op,kurtos_op,op_sum,Missing_Vals,m,m_rob,m_bc,m_bc_rob,Grade
1,-9.7125,-1.262825,-0.0339315,1.228575,7.4418,-0.0637167178361345,2.03423854809747,1.84027725,-0.0576668498426247,3.9773220257216,28.89604488,-0.123613905851747,-0.512986000185432,0.203750612349446,2.22271821060828,-0.832068922042017,0.524708630553301,0.496780390908134,-0.510979715246017,0.790391282749055,0,0,0,0,0,0,0,0,0,0,0,0,6.03884807132009,0,7.36944589006567,0,Good
2,-9.5545,-1.46995,-0.032289,1.461925,7.5809,0.0183435578431373,2.39870727780245,2.1889269486,0.054429400123663,3.7141463789223,30.12000768,-0.300239319887375,-0.511710781367108,0.372633818962127,2.24537464397275,-0.750008646362745,0.605544990425675,0.603291618633386,-0.37329216866464,0.770009024319922,0,0,0,0,0,0,0,0,0,0,0,0,6.87643894706465,0,8.59571112458291,0,Good
3,-7.4489,-1.909325,-0.142835,1.72885,8.9807,-0.0524751941323529,2.63081616724191,2.673846861,0.252600974485283,3.02597697923089,48.81436672,-0.567608598004782,-0.594059420145417,0.532740779686189,2.45463541395405,-0.820827398338235,0.645872191326557,0.711119654468199,-0.151114211495704,0.700927378463558,0,0,0,0,0,0,0,0,0,0,0,0,20.0756698425581,0,13.948216083152,0,Good
4,-8.0349,-1.6244,-0.0889135,1.3512,8.2965,-0.0306791341036415,2.47940019926435,2.1926371551,0.264702445889917,3.6594173954614,43.16638152,-0.41235341711274,-0.554803442665663,0.29650835303229,2.35632980889748,-0.799031338309524,0.6203778192582,0.604268952160436,-0.138257452297975,0.765421174341688,0,0,0,0,0,0,0,0,0,0,0,0,5.61789184992507,0,5.2541914653834,0,Good
5,-12.37,-1.84555,-0.240925,1.5427,13.883,-0.0119778824929972,3.00029438333117,2.508744525,0.602826971767792,4.81843621394904,12.050551005,-0.539421202706549,-0.660309615079488,0.424270882680983,3.00913235918133,-0.78033008669888,0.697768661924254,0.678398653055523,0.196129819395751,0.841248953840559,0,0,0,0,0,0,1,0,0,0,0,0,18.5401886303956,0,13.1162010015435,0,Good
6,-7.6443,-1.565775,-0.137755,1.51435,9.1123,-0.0371494621148459,2.43525030343993,2.262217797,0.213992597178086,3.59973709879479,46.89290082,-0.371894211435896,-0.590440318870789,0.406493507319917,2.47276675424309,-0.805501666320728,0.612377950775941,0.622091589107633,-0.192628345619671,0.760267328213765,0,0,0,0,0,0,0,0,0,0,0,0,4.25659578332236,0,4.19194126130374,0,Good
7,-6.676,-1.454375,-0.15797,1.109075,8.6248,-0.0187176942927171,2.21117530516464,1.90491861,0.491881717297823,3.84453920818671,56.788878405,-0.287969325109707,-0.604739353601822,0.102992293975808,2.40437546459269,-0.787069898498599,0.567113950799672,0.519016535557586,0.0911300686149193,0.780438956170009,0,0,0,0,0,0,0,0,0,0,0,0,6.93474482277952,0,7.46558967009875,0,Good
8,-8.6948,-1.501475,0.0032032,1.22675,11.859,-0.0401273287114846,2.54637585998955,1.9889079,0.636888933178981,5.40660870678393,37.217218045,-0.32454835450971,-0.483804968518267,0.202294227769556,2.8057437442041,-0.808479532917367,0.632009939445192,0.546062970004396,0.227580192806982,0.86782067043475,0,0,0,0,0,0,0,0,0,0,0,0,16.7652543087086,0,16.1767416515735,0,Good
9,-6.6391,-1.455275,-0.158055,1.158825,10.657,-0.0365682243697479,2.25193373659077,1.93153128,0.657385429801449,4.78960117187996,57.1845405,-0.28868298448949,-0.604798893129212,0.146325444654223,2.66961729556844,-0.80492042857563,0.575983396340688,0.527802519876054,0.246338405054147,0.839787196534508,0,0,0,0,0,0,0,0,0,0,0,0,4.62690950743458,0,5.69508801146251,0,Good
10,-6.6697,-1.447775,-0.13641,1.12435,11.594,-0.0456990913130252,2.38857612698532,1.92137547,0.669965424744424,4.95074891669605,56.85633408,-0.282718513075186,-0.58947926035475,0.116520914806762,2.77683627243912,-0.814051295518908,0.603615475262844,0.524474052726425,0.257790993632412,0.847748766707768,0,0,0,0,0,0,0,0,0,0,0,0,7.02465558939691,0,8.63627587083023,0,Good
11,-8.2356,-1.4074,-0.012718,1.35405,8.3075,-0.0128984068368347,2.30923747725885,2.05273383,0.0500462897159352,3.89425936663882,41.310940125,-0.249939902045697,-0.496404884417347,0.298552677819934,2.35796710897861,-0.781250611042717,0.587949639059542,0.565352310964259,-0.378489508236467,0.784241079737556,0,0,0,0,0,0,0,0,0,0,0,0,1.70431467825061,0,2.50344473361948,0,Good
12,-8.1745,-1.36775,-0.1258,1.2627,11.182,-0.0416784670868347,2.43386906303115,1.94858118,0.435870491833743,5.2890960543615,41.87153568,-0.21666806721321,-0.581856622094857,0.230552982049385,2.73069017165084,-0.810030671292717,0.612123226404927,0.533324100863367,0.0365040050434669,0.862961166985102,0,0,0,0,0,0,0,0,0,0,0,0,4.72928723740589,0,3.87066487423429,0,Good
13,-6.5602,-1.466925,0.0032708,1.458,7.0133,-0.0564417654061625,2.07936933367913,2.16200145,-0.0204332403909669,3.07378892946116,58.035118005,-0.297869587667322,-0.48375119166977,0.370045224055547,2.1504466159804,-0.824793969612045,0.53617575165419,0.596113694413322,-0.464084156769109,0.706674136807124,0,0,0,0,0,0,0,0,0,0,0,0,6.29716042161305,0,6.3213270148478,0,Good
14,-7.5849,-1.5985,-0.1264,1.495625,8.4194,-0.0111206831512605,2.35721269667597,2.29106178,0.280934017770519,3.43804069399803,47.47297152,-0.394804792146274,-0.582289627924527,0.39454971851916,2.37451294468344,-0.779472887357143,0.597542353481377,0.629209359630101,-0.121125153457238,0.745451006657028,0,0,0,0,0,0,0,0,0,0,0,0,4.29614506296411,0,3.97123087322501,0,Good
15,-9.6296,-1.523475,-0.0793715,1.3398,14.183,-0.0160326769607843,2.47091602419965,2.13613008,0.51479916922619,5.6930607092793,29.535125125,-0.341089187602275,-0.547670614442795,0.288283355434454,3.03697432684329,-0.784384881166667,0.618861588878207,0.589072221899553,0.113156560436632,0.878866173046167,0,0,0,0,0,0,0,0,0,0,0,0,9.8596505817682,0,7.02756924634521,0,Good
16,-12.015,-1.3996,-0.055949,1.333825,9.2945,-0.0148447618347339,2.400172085978,2.0290848774,-0.0440024717192161,5.18962331955731,13.892149005,-0.243478577970841,-0.529937311086118,0.283941641583082,2.49748439594322,-0.783196966040616,0.60582268801023,0.558325454656585,-0.493624475812089,0.858684441322274,0,0,0,0,0,0,0,0,0,0,0,0,12.3317822399861,0,12.4354250440977,0,Good
17,-7.4896,-1.538725,-0.11645,1.246075,11.515,-0.0275177345938375,2.51748198224888,2.06503941,0.771670683022711,5.46203254033551,48.410995125,-0.352347705432147,-0.575079273317915,0.217596290878548,2.76810349289717,-0.79586993879972,0.627063861597036,0.568954540759045,0.348771425645292,0.870043626823949,0,0,0,0,0,0,0,0,0,0,0,0,10.3096142968798,0,9.27635363639329,0,Good
18,-8.6431,-1.3802,-0.0128735,1.30305,8.6219,-0.0588850990896359,2.33378084595399,1.9763406411,-0.0149953838345671,4.02389338587103,37.6675845,-0.227229383528752,-0.496527295932447,0.261234872866521,2.40395831714629,-0.827237303295518,0.592903930517734,0.542140470538103,-0.457337228844266,0.793733949614432,0,0,0,0,0,0,0,0,0,0,0,0,3.11452260706096,0,3.26273965597009,0,Good
19,-9.1748,-1.526975,-0.0995825,1.65855,9.0751,0.0457647829131653,2.52857372852887,2.2846384155,0.178523168374609,3.51256795804667,33.163474045,-0.343688199833771,-0.56271432807132,0.4933579227833,2.46766550084369,-0.722587421292717,0.628975254492823,0.627637500126302,-0.231466327805117,0.752440965783069,0,0,0,0,0,0,0,0,0,0,0,0,26.3243798861976,0,18.9523881885938,0,Good
