id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
37,1.0565,1.03215,1.1965,1.148125,1.0535,1.041775,0.9862,1.13325,0.95542,1.689275,1.53135,1.6411,1.795725,1.444075,1.679725,1.4118,2.74525,3.39385,2.879525,3.03975,3.1197,2.938925,5.1059,5.03085,4.898575,5.1204,5.18325,5.597525,4.6281,6.4197,6.4206,8.266625
38,1.044425,1.1609,1.11875,1.181825,1.01615,1.16315,0.8674075,1.09605,1.025125,1.6419,1.687275,1.652575,1.61185,1.425925,1.472,1.1172,2.91295,3.14735,2.94095,2.80315,2.7748,2.712175,5.291575,4.93985,4.95785,4.8723,5.155575,5.73185,5.0964,6.776475,6.229725,8.10985
39,0.785745,0.9368075,0.8656175,1.243725,0.926065,1.331025,0.9170275,1.22745,0.9668025,1.8103,1.57725,1.779425,1.894025,1.38005,1.31535,1.277325,2.68675,3.11985,2.8232,2.8103,2.5806,2.572775,4.563325,4.986,5.116125,5.25715,5.110175,5.695,4.95655,6.8379,6.3006,8.3432
40,0.9674325,1.116375,1.07565,1.116025,0.97974,1.19665,0.9902625,1.159575,1.02065,1.736475,1.55085,2.024525,1.580325,1.157925,1.27805,1.318425,2.6347,3.144425,2.9823,2.705225,2.5693,2.7644,4.9031,5.550725,5.23805,5.65775,5.4585,5.665325,5.12455,6.281675,6.623775,8.119125
41,1.0776,0.955135,0.89756,1.185675,0.8271525,1.080075,1.05965,1.1938,1.13875,1.750625,1.56175,1.691675,1.680475,1.160775,1.36955,1.318225,2.8183,2.8439,2.932275,2.77385,2.714625,2.802475,5.278575,5.12415,5.25415,5.91105,5.48845,5.62695,5.083375,6.30475,6.892125,8.571075
42,1.0659,0.8614525,0.9697525,1.111325,0.94554,0.990175,1.0216,1.184275,1.00755,1.899925,1.7003,1.8964,1.6258,1.225775,1.269,1.36,3.0517,3.18075,3.1946,2.67355,2.4834,3.0548,4.306775,5.54575,5.738475,5.174,5.81315,5.829225,5.490675,5.699975,6.7708,8.30935
43,1.046425,1.159325,1.072,0.9913875,1.053225,1.2095,1.186375,0.948625,1.067275,1.7243,1.698225,1.73515,1.410125,1.311,1.28795,1.29455,2.855025,3.166375,3.0055,2.62295,2.504375,2.77595,3.647775,5.58745,5.28895,5.01855,5.734875,5.6456,5.541675,5.88435,7.201975,8.927125
44,1.15815,1.1688,0.94911,1.214875,0.9190225,1.194925,1.24145,0.891995,1.2081,1.7133,1.96505,1.759725,1.725925,1.17155,1.596075,1.342375,3.202525,3.377625,3.006625,2.803525,2.7652,2.61745,3.98195,5.75715,5.37335,5.06245,5.607675,5.659075,5.719025,5.533125,7.41895,8.06115
45,0.9516825,0.9666825,0.933325,0.954035,1.009325,1.1172,1.06295,0.947555,1.215525,1.61975,1.72095,1.806675,1.949,1.210925,1.377875,1.317025,3.40605,2.839375,3.056125,2.7163,2.833025,2.7019,4.35625,5.609525,5.114275,5.108675,6.296625,5.264225,4.90025,5.118575,6.677175,8.013775
46,0.9905475,1.09035,0.93273,1.176375,1.05875,1.34065,1.173425,0.91216,0.9774775,1.788975,1.869875,1.747375,1.855925,1.41025,1.41565,1.08255,3.227025,2.838525,3.188,2.7959,2.523025,3.136975,4.340675,5.6115,4.85495,5.2284,6.436625,5.424275,5.397675,4.712575,6.21375,8.4035
47,1.04625,1.17745,0.8918525,1.0777,0.7869175,1.1066,1.081775,0.956235,1.051425,1.752775,1.696525,2.02935,1.642875,1.49115,1.654375,1.26695,3.00565,3.0604,3.16615,2.901125,2.59485,3.1549,3.933125,4.867025,4.469,5.40505,6.0686,5.55795,5.4898,5.02395,5.828225,7.916475
48,0.922265,1.016625,0.9304875,0.9902925,0.9484825,0.8928925,0.846805,1.150925,0.9754025,1.645725,1.665625,1.67675,1.5173,1.342875,1.397525,1.426025,2.8606,2.7896,3.131825,2.93125,2.2995,2.94145,4.463525,4.758225,4.57505,5.9951,5.672375,5.1416,6.0277,4.848925,6.315375,8.127675
49,1.13565,1.00127,0.9703075,0.966045,0.9243325,0.929825,1.124525,1.2631,0.97207,1.761,1.7344,1.609375,1.412975,1.38285,1.4621,1.38685,3.21005,2.704225,3.0389,2.72895,2.52015,2.5943,4.566825,4.615075,4.66515,5.4486,5.378975,5.017,5.780075,4.844175,5.90015,8.2813
50,0.8413875,1.000485,1.0169,1.071,0.9374175,1.0957,0.89958,1.011675,0.9426675,1.755675,1.671875,1.622925,1.5133,1.319875,1.4197,1.3171,2.98445,2.95505,2.942925,2.820175,2.50395,2.678325,4.9938,4.2767,4.362075,5.83695,4.762825,5.300325,6.445725,4.76375,6.207975,7.913675
51,0.84476,0.939085,0.949935,0.8350825,1.161625,1.0647,1.05085,0.96686,1.096425,1.61765,1.524425,1.5725,1.542675,1.2109,1.5712,1.33455,3.60105,3.450375,2.8686,2.757,2.722625,2.7293,4.589725,4.769475,4.668825,5.69295,4.828675,4.7948,6.232775,4.87655,5.8537,7.70715
52,0.95937,0.97011,0.917745,0.9791375,0.938625,1.0331,0.9885725,1.071775,1.076175,1.866875,1.59025,1.568275,1.572125,1.440725,1.625975,1.178275,3.042875,3.361,2.836825,2.799175,2.636025,3.0606,4.3964,4.743475,4.55385,5.431325,4.8809,5.028675,6.426925,5.107225,5.5178,8.059875
53,0.965675,0.9926725,0.8173975,1.06135,1.0664,1.136375,0.9666375,0.936445,1.00109,1.622675,1.69335,1.65245,1.607425,1.639475,1.725,1.389275,2.8002,3.06405,2.81805,2.738725,2.6728,2.830275,4.6163,4.719925,5.029075,4.74395,4.96805,4.754075,6.504175,5.34765,5.47975,8.6317
54,1.086175,0.9174375,0.947865,0.90805,1.101075,1.11495,1.009475,1.028925,1.15265,1.842425,1.718175,1.7748,1.697575,1.4258,1.8075,1.1364,3.10385,2.641675,3.004025,2.871875,2.68395,2.870425,4.132225,4.743775,4.84375,5.1801,4.874925,5.312775,6.436125,5.583975,5.4513,8.587425
55,1.043125,1.12915,1.042925,0.9808575,1.0395,1.09325,0.9531025,1.1443,1.224175,1.627975,1.8235,1.593875,1.8919,1.296475,1.507125,1.245975,2.795175,2.958875,3.1159,2.907825,2.78775,2.75965,3.7542,4.5635,4.578225,5.232275,5.062,5.174725,6.9856,5.396975,5.167075,8.332225
56,0.988645,1.1523,1.039225,1.03925,0.940845,1.2386,0.97289,1.036975,1.1609,1.58985,1.725,1.774375,1.645475,1.431725,1.269025,1.2606,2.814575,3.06375,3.055875,2.895125,2.94705,2.932975,3.964625,5.219425,4.4672,5.589775,4.916925,4.96155,6.4154,5.642975,5.453475,7.5825
57,0.8199375,0.904625,1.08455,1.05535,0.935735,1.158325,1.0138,1.100575,1.252625,1.68965,1.686125,1.78095,1.7827,1.1784,1.428275,1.199825,3.01245,2.997925,2.658275,2.847025,3.0033,2.657025,4.3668,5.414775,4.67415,5.59745,4.95305,4.3395,6.67595,5.572875,5.2061,7.702975
58,1.13335,1.1083,0.89087,0.9934,0.8196725,1.23805,1.034625,1.257475,1.1343,1.751325,1.652175,1.8659,1.72575,1.294875,1.429225,1.301025,3.08575,3.2683,3.029375,3.0345,2.7449,2.959025,4.405225,5.03865,4.4364,5.303575,4.52455,4.8509,6.628925,5.30115,5.300825,6.4701
59,1.07555,0.98004,0.915065,1.058125,0.87246,1.2187,1.1434,1.339925,0.9419125,1.9224,1.669575,1.677025,1.587375,1.118225,1.153025,1.112125,2.981675,2.967325,2.92195,2.7084,2.575275,2.3657,4.3945,4.41005,4.103775,5.333175,4.596475,4.872275,6.3239,5.0898,5.048725,6.512725
60,0.84869,1.039425,0.977715,0.9331275,0.8492725,0.9620375,1.01395,1.116675,0.9294875,1.59405,1.78885,1.899725,1.804625,1.196975,1.4919,1.349675,2.80085,2.653525,2.79275,2.8225,2.58605,2.9302,4.420275,4.178125,4.17615,5.338375,4.770675,4.9164,6.173875,5.0781,5.842325,6.905725
61,1.15865,1.1547,0.938645,0.937295,0.8184675,1.2164,1.17315,0.9370075,1.2642,1.719775,1.586225,1.895075,1.99625,1.1573,1.5495,1.3475,2.98935,2.98355,2.80545,2.761675,2.6961,2.769375,4.564775,4.2877,3.9403,4.8647,4.836775,4.54275,5.993125,5.391675,5.578875,7.219625
62,1.1854,1.033225,1.019525,0.8952,0.9940125,1.043575,1.1356,0.9921025,1.161475,1.623425,1.72165,1.8867,2.004875,1.177475,1.4701,1.2353,3.15315,2.8326,3.037975,2.5093,2.5556,2.89885,4.7708,4.339125,4.16425,4.584325,4.50765,4.84045,5.95545,5.5454,5.4997,7.3706
63,0.92321,0.9779175,1.11735,1.107325,1.162975,0.844725,1.039325,1.054525,1.1156,1.710525,1.815725,1.9475,1.697325,1.405175,1.681475,1.364575,3.254725,3.026875,2.988425,2.5476,2.34665,2.842325,4.89715,4.2987,4.23685,4.838175,4.6945,4.65145,6.365775,5.835975,6.110325,7.695175
64,0.8368175,1.19905,0.9666525,1.06485,1.0318,1.09145,1.204075,1.16065,1.18425,1.731325,1.7013,1.908325,1.656325,1.38165,1.315775,1.322275,2.964475,3.1008,2.87875,3.078525,2.5546,2.718675,5.097525,4.50625,4.503675,4.38255,5.15255,4.635,5.667725,6.1362,5.548675,8.318475
65,0.882575,1.139775,0.8677375,1.20585,1.247575,0.88436,1.04655,0.89041,1.20025,1.5255,1.52635,1.6142,1.483325,1.38595,1.509425,1.25995,3.285925,3.137275,2.88465,2.908125,2.48885,2.8996,5.112825,4.6488,4.336675,4.577,4.3187,4.363375,4.891725,6.236325,5.3963,7.4032
66,1.026375,1.03775,0.9395725,1.195875,1.1514,1.030625,1.0828,1.049575,0.971565,1.6138,1.591325,1.64315,1.536125,1.253725,1.281875,1.4657,3.003025,3.169825,3.336275,2.822425,2.60305,2.949275,5.053025,4.759525,4.62835,4.575375,4.50675,4.287875,5.15555,6.189175,5.5091,7.49105
67,1.0038,1.101575,0.9088875,1.04275,0.8691025,1.0937,1.12425,1.071875,0.855135,1.93025,1.4843,1.64205,1.432225,1.27615,1.48865,1.247375,2.776425,2.95755,3.120525,2.778225,2.614825,3.248025,5.147425,4.83585,4.831275,4.468725,5.20115,4.334975,4.82495,6.223375,5.791325,7.3419
68,0.8996875,1.07335,0.8980775,0.8655075,1.231875,1.141375,1.05155,1.0345,1.00155,1.544325,1.668725,1.675525,1.6522,1.464175,1.417,1.230475,2.87335,3.12855,3.2275,2.621625,2.487175,3.2024,5.0167,4.776975,4.935975,4.827525,4.860325,4.99705,5.223675,6.2505,6.2113,7.7125
69,1.06125,0.949875,0.9120975,1.144025,1.03115,1.0747,0.93224,0.9562775,1.096275,1.82305,1.693625,1.550675,1.501625,1.321025,1.49235,1.151675,3.050875,2.983525,2.76865,2.67885,2.50025,2.89845,5.191325,5.175775,4.898825,4.96085,4.990775,4.9072,5.363775,6.5969,5.668775,8.021525
70,0.994735,1.0993,0.8619325,1.103325,1.22985,1.064475,1.123,1.034725,0.997195,1.72025,1.5149,1.84515,1.88295,1.36585,1.41475,1.433925,3.035175,2.893475,2.795025,2.7589,2.318525,2.733125,4.9157,5.88015,5.16615,5.259925,5.1507,5.3349,5.155775,6.619725,6.1076,7.1202
71,1.218925,1.098475,0.879335,0.9005075,1.210875,1.208975,0.9005425,1.219075,1.0921,1.742875,1.954725,1.778225,1.46605,1.373175,1.33435,1.23955,2.958175,3.2219,2.82525,2.65155,2.6079,2.6185,4.803625,5.1359,5.083375,5.135375,5.303675,5.117925,4.8746,6.840475,5.844775,6.20005
72,1.047825,1.065825,1.073625,1.1464,0.9355275,1.12425,0.98993,1.1532,1.056875,1.7327,1.536275,1.81485,1.78275,1.240475,1.352225,1.274325,2.722125,2.958125,2.758525,2.912525,2.697725,2.703325,3.85555,5.06775,4.95745,5.160425,5.1939,5.161,5.137075,6.734775,6.185325,7.89585
73,0.8743725,1.32325,0.90452,0.94866,1.1543,1.15875,1.04685,1.07855,1.227975,1.662725,1.514925,1.708425,1.548775,1.272675,1.314925,1.41235,2.8942,2.896525,3.08645,3.071975,2.586325,2.8308,3.997525,5.3105,5.378175,5.715375,5.5785,5.278875,5.116325,6.73825,6.3844,8.131825
74,0.929545,1.039075,0.8961275,0.8313925,0.97094,1.33445,1.06395,1.106625,1.1911,1.777825,1.608025,2.027125,1.662925,1.16075,1.320525,1.25045,2.89635,3.0918,2.9343,2.970775,2.324075,2.61585,4.506525,5.650425,5.494625,5.751975,5.2935,5.816125,5.157875,5.96635,6.274175,7.362175
75,1.05965,0.9906875,0.947815,0.9290775,1.052725,1.273425,1.001275,1.104975,1.110075,1.84205,1.79825,1.8879,1.643525,1.284475,1.163375,1.469225,2.855675,3.005925,2.932075,3.118625,2.63775,3.035475,3.881375,5.3474,5.500275,5.510825,5.8356,5.859475,5.283625,6.5843,6.66805,8.183975
76,0.9740175,1.042525,0.7584475,0.9033525,1.031775,1.348875,1.0282,1.2157,1.190925,1.560175,1.667175,1.6888,1.743475,1.192625,1.474125,1.225075,3.087625,3.22925,3.06415,3.16605,3.23805,2.943025,3.86545,4.687825,4.38635,4.979125,5.997825,5.9082,5.292475,6.31175,6.8409,7.91115
77,0.879115,0.81669,1.045625,1.00835,0.88935,0.9238925,1.0632,1.145175,1.159375,1.750725,1.83965,2.048425,1.864975,1.154175,1.546725,1.3679,2.9353,3.020125,2.928825,3.194525,2.955775,2.99425,4.1357,4.5562,4.62725,5.50715,6.321125,6.109225,5.262775,5.72145,7.004975,8.022025
78,0.971905,1.028075,0.92133,0.9320175,1.1723,1.003925,0.983885,1.14685,1.02005,1.7674,1.6804,1.66015,1.922075,1.29245,1.38935,1.267775,2.84875,3.28695,2.88355,2.6446,3.1049,2.546925,4.594025,4.755875,4.36,5.24275,6.21585,5.85485,5.224975,5.285625,7.2146,8.30955
79,1.0485,0.92219,0.8457725,0.980135,0.857865,1.123475,0.89269,0.90711,1.06705,1.58195,1.985075,1.892225,1.469875,1.189125,1.552475,1.082475,2.84985,2.945875,2.921925,2.82465,2.6482,2.610325,4.855375,4.3544,4.972375,5.1786,6.3498,5.39885,5.53045,5.622325,6.39175,8.364175
80,0.9018825,1.12385,1.020025,0.9810425,1.121175,1.017175,0.928685,1.00585,1.24335,1.781225,1.7325,1.900375,1.760225,1.663725,1.76625,1.1804,3.023375,2.88625,2.835875,2.69655,2.2995,2.586575,4.55035,4.7221,4.337375,5.94755,6.129,5.07225,5.553675,5.742275,6.58165,8.484925
81,1.103325,1.03905,1.0019,1.049525,1.00285,0.9865975,0.9223525,0.9238325,1.20545,1.48685,1.848575,1.68425,1.481575,1.38195,1.24275,1.499825,3.361525,2.9158,2.83985,2.7259,2.47445,2.714325,4.930075,4.64515,4.5269,5.476025,5.5348,5.7417,5.5503,5.316025,6.476525,8.621325
82,0.9712775,1.1146,0.8653975,1.106225,0.90699,0.961185,1.0338,1.00705,0.871655,1.74445,1.57275,1.6041,1.4355,1.35205,1.590725,1.4037,3.10935,2.96405,3.15115,2.70745,2.9934,2.95855,4.543625,4.4986,4.851875,5.861825,5.2346,5.271575,5.25045,4.58115,6.074925,8.587125
83,0.9360125,1.018525,0.9553975,1.009425,1.03855,1.06135,0.8971,1.083925,0.8492275,2.046125,1.70295,1.676,1.59655,1.1321,1.3849,1.1889,3.24265,3.147125,3.063725,2.9601,2.2624,2.844625,4.63355,4.40875,4.34275,5.17605,4.6498,5.2451,5.608,4.64085,6.1638,9.1208
84,1.055375,1.1007,0.8968575,0.9603675,0.9758825,1.1477,1.088225,1.181,1.027325,1.5443,1.60115,1.754925,1.30065,1.38175,1.629175,1.090125,2.9511,3.359275,3.15555,2.797925,2.455075,2.724575,4.16825,4.79705,4.615375,5.312975,4.426,4.984875,6.156125,4.8196,6.32235,8.108675
